,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2,p1,p2
165,52.67,49.85,2.83,52.67,45.97,44.74,1.23,45.97,197.83,109.86,197.83,1.00,27.91,59.66,35.94,3175.55,28.77,26.99,17.59,18.65
166,54.67,51.44,3.23,54.67,44.44,44.63,0.19,44.63,318.35,181.85,318.35,0.78,22.47,57.14,38.04,3467.15,26.32,22.80,18.53,22.40
167,50.03,49.30,0.73,50.03,43.10,45.55,2.45,45.55,116.05,84.98,116.05,0.95,23.54,53.69,33.69,3015.56,26.42,28.91,16.71,17.45
168,54.96,49.70,5.25,54.96,46.66,43.25,3.41,46.66,139.61,65.73,139.61,0.84,26.46,59.00,36.50,3253.41,27.96,25.97,19.08,18.14
169,52.91,49.76,3.15,52.91,43.80,45.30,1.50,45.30,211.40,182.20,211.40,0.94,21.21,53.39,35.36,3217.57,27.60,27.31,17.59,18.19
170,53.99,55.03,1.03,55.03,46.26,44.55,1.72,46.26,274.52,267.64,274.52,0.60,28.50,62.60,38.38,3410.46,26.74,27.57,18.49,17.65
171,50.82,49.40,1.42,50.82,45.96,42.59,3.37,45.96,52.26,226.23,226.23,0.99,23.10,52.25,32.61,2914.84,29.65,26.70,17.50,16.64
172,51.30,51.55,0.26,51.55,47.13,41.98,5.16,47.13,76.26,196.90,196.90,0.53,19.76,48.50,31.70,2873.86,31.03,26.35,17.10,16.36
173,52.92,53.58,0.67,53.58,45.90,42.69,3.21,45.90,122.33,217.20,217.20,0.64,25.90,61.53,39.51,3562.55,28.95,20.09,16.67,22.16
174,50.59,47.59,3.00,50.59,44.39,43.22,1.17,44.39,107.70,46.44,107.70,0.79,20.09,50.80,33.72,3070.88,26.55,26.27,18.75,18.15
175,51.69,49.25,2.44,51.69,45.46,45.65,0.19,45.65,267.87,64.13,267.87,0.50,21.67,52.71,34.28,3103.33,27.67,28.54,17.26,17.65
176,51.17,52.46,1.29,52.46,44.83,44.89,0.06,44.89,127.16,287.60,287.60,0.60,27.59,60.34,36.89,3275.43,27.02,27.24,17.84,17.87
177,48.93,52.80,3.86,52.80,45.87,44.43,1.44,45.87,80.78,303.95,303.95,0.85,27.55,57.45,34.03,2989.87,29.02,27.03,16.38,17.43
178,57.06,47.48,9.58,57.06,45.79,42.82,2.97,45.79,228.04,125.62,228.04,0.26,31.40,64.45,37.76,3304.79,28.31,24.98,17.18,19.00
179,47.98,53.48,5.50,53.48,41.90,46.47,4.57,46.47,93.69,178.02,178.02,0.72,27.32,56.42,33.20,2910.35,25.42,29.69,17.40,17.57
180,53.30,48.92,4.37,53.30,45.84,44.04,1.80,45.84,209.93,101.98,209.93,0.15,28.99,61.63,36.99,3263.89,25.50,25.90,19.48,19.16
181,49.82,48.40,1.42,49.82,45.03,43.79,1.24,45.03,72.72,105.42,105.42,0.44,27.61,60.20,36.73,3258.92,26.86,26.21,19.15,18.80
182,53.49,47.21,6.28,53.49,45.13,44.69,0.45,45.13,139.52,104.46,139.52,0.81,30.60,62.95,36.94,3235.35,26.56,27.81,17.77,17.26
183,50.82,48.63,2.19,50.82,44.48,44.10,0.38,44.48,199.90,86.02,199.90,0.58,23.05,57.71,38.12,3465.80,26.31,25.20,19.01,20.20
184,51.71,49.11,2.60,51.71,45.68,43.20,2.49,45.68,97.73,262.18,262.18,0.96,24.02,52.12,31.70,2809.19,28.83,27.43,16.44,16.56
185,54.14,49.19,4.95,54.14,45.09,44.87,0.22,45.09,220.51,134.61,220.51,0.47,24.76,55.40,34.36,3064.79,27.79,26.85,17.42,17.55
186,52.43,48.39,4.04,52.43,44.33,45.26,0.93,45.26,145.56,56.39,145.56,0.72,23.21,54.70,34.97,3148.79,26.44,27.30,18.44,18.92
187,52.21,52.16,0.05,52.21,45.39,44.84,0.55,45.39,273.60,108.81,273.60,1.00,21.16,51.80,33.81,3064.03,28.66,28.05,17.81,17.71
188,51.13,48.07,3.06,51.13,45.79,44.74,1.05,45.79,75.66,149.88,149.88,1.00,21.51,51.97,33.69,3046.75,29.20,26.62,17.93,17.93
189,51.55,54.57,3.02,54.57,43.37,46.02,2.65,46.02,202.38,147.35,202.38,0.25,22.50,56.61,37.49,3411.17,25.00,29.60,18.40,17.21
190,55.69,54.03,1.66,55.69,46.86,45.34,1.52,46.86,235.01,152.29,235.01,0.59,16.23,49.20,35.41,3297.28,28.98,27.60,17.63,17.73
191,48.93,50.22,1.29,50.22,44.30,42.27,2.03,44.30,161.97,94.46,161.97,0.35,33.72,67.20,38.54,3347.76,27.63,25.29,18.40,17.87
192,54.59,50.31,4.28,54.59,44.68,43.63,1.06,44.68,159.01,147.47,159.01,0.53,25.05,61.74,40.44,3668.37,25.92,22.85,19.82,21.05
193,49.55,54.87,5.32,54.87,43.44,45.06,1.63,45.06,123.52,729.48,729.48,0.58,22.30,52.63,33.67,3032.77,27.07,28.49,17.50,17.42
194,50.62,56.63,6.01,56.63,45.79,44.76,1.03,45.79,128.46,289.18,289.18,0.41,24.50,54.46,33.63,2995.67,28.83,27.62,16.07,16.31
195,52.72,52.15,0.57,52.72,44.24,44.83,0.60,44.83,244.07,137.67,244.07,0.57,32.95,67.19,39.19,3424.32,24.90,27.79,19.56,18.55
196,48.57,52.84,4.27,52.84,43.79,44.87,1.08,44.87,161.91,91.32,161.91,0.80,15.78,47.81,34.40,3202.83,24.68,28.09,19.74,17.34
197,55.37,48.79,6.58,55.37,45.14,44.29,0.85,45.14,215.12,62.84,215.12,0.30,25.25,58.01,36.55,3276.31,27.71,26.35,17.08,18.73
198,49.82,59.43,9.61,59.43,45.53,46.35,0.82,46.35,105.23,292.67,292.67,1.00,28.90,62.47,37.90,3356.55,27.74,27.35,17.65,17.49
199,48.04,52.30,4.27,52.30,42.87,44.48,1.61,44.48,63.54,165.86,165.86,0.92,30.46,63.70,37.80,3323.16,23.78,27.45,19.88,17.71
200,52.67,48.18,4.49,52.67,45.26,43.09,2.17,45.26,170.25,72.44,170.25,0.20,22.76,52.92,33.57,3015.36,28.71,26.34,16.27,18.22
201,52.35,47.26,5.09,52.35,45.14,43.07,2.07,45.14,155.64,49.81,155.64,0.76,30.25,62.85,37.14,3259.99,25.24,24.75,21.09,19.81
202,51.41,50.20,1.21,51.41,45.13,43.27,1.85,45.13,175.08,79.83,175.08,0.17,22.86,55.59,36.16,3273.27,27.78,25.37,18.18,18.52
203,54.52,49.68,4.84,54.52,45.29,42.31,2.98,45.29,274.55,121.94,274.55,0.84,18.76,53.86,37.91,3509.78,28.53,23.24,17.94,19.70
204,50.77,52.06,1.29,52.06,43.96,44.64,0.68,44.64,108.84,239.66,239.66,1.00,28.27,56.17,32.14,2789.73,28.25,28.44,17.26,17.41
205,52.80,50.84,1.96,52.80,43.35,46.13,2.77,46.13,230.77,131.12,230.77,1.00,31.92,66.18,39.05,3426.03,25.56,27.97,18.19,19.11
206,49.57,49.44,0.13,49.57,44.19,44.54,0.34,44.54,186.39,69.56,186.39,0.20,29.57,59.98,34.84,3040.91,27.20,28.72,16.81,16.64
207,50.55,49.46,1.09,50.55,46.27,45.30,0.97,46.27,145.82,89.14,145.82,0.70,19.55,49.41,32.79,2985.66,27.26,28.13,18.23,18.11
208,50.67,53.51,2.83,53.51,44.21,46.41,2.20,46.41,158.39,120.46,158.39,1.00,20.77,52.12,34.47,3135.14,24.64,28.41,20.19,18.59
209,54.93,50.96,3.97,54.93,44.27,45.76,1.49,45.76,150.09,107.57,150.09,0.87,31.56,62.60,35.78,3104.22,26.72,28.72,18.29,18.17
210,55.43,55.29,0.14,55.43,45.29,43.50,1.79,45.29,115.77,334.75,334.75,0.83,26.94,62.01,39.11,3506.68,26.21,25.07,19.85,19.13
211,52.46,52.85,0.38,52.85,42.88,46.83,3.95,46.83,353.86,97.39,353.86,0.14,22.90,57.69,38.22,3478.88,25.25,27.87,18.23,19.05
212,59.45,50.33,9.12,59.45,44.68,44.20,0.48,44.68,313.36,126.79,313.36,1.00,34.24,69.87,40.77,3563.31,27.41,24.16,18.52,19.89
213,64.84,54.07,10.77,64.84,45.23,45.11,0.12,45.23,313.88,128.72,313.88,0.30,24.38,63.82,43.10,3944.12,19.13,26.31,25.12,18.17
214,53.36,52.50,0.86,53.36,44.68,44.99,0.31,44.99,201.36,130.89,201.36,0.21,29.91,63.06,37.64,3314.91,25.07,27.80,18.31,18.53
215,49.16,52.61,3.45,52.61,46.15,45.15,1.01,46.15,37.90,189.67,189.67,1.00,24.63,54.37,33.44,2974.64,29.71,26.71,17.58,18.07
216,51.61,47.71,3.90,51.61,44.83,45.21,0.38,45.21,116.92,44.25,116.92,0.48,27.93,58.31,34.57,3037.80,27.10,28.33,18.45,17.70
217,52.49,51.41,1.08,52.49,47.37,43.15,4.22,47.37,91.84,126.15,126.15,0.34,23.37,56.57,36.70,3319.60,29.47,24.11,17.64,19.87
218,55.84,51.91,3.93,55.84,44.81,43.97,0.84,44.81,187.49,153.40,187.49,0.19,23.11,61.12,41.48,3801.40,25.07,22.13,19.68,22.76
219,50.02,54.59,4.56,54.59,46.06,45.46,0.60,46.06,107.84,192.21,192.21,0.82,27.96,60.93,37.17,3297.47,28.61,26.12,18.53,17.89
220,49.32,51.84,2.52,51.84,43.52,45.41,1.88,45.41,154.84,119.55,154.84,0.99,22.78,50.81,31.45,2802.98,27.55,29.54,17.19,15.97
221,54.81,52.94,1.87,54.81,44.92,46.04,1.12,46.04,178.25,171.77,178.25,0.99,22.67,55.36,36.10,3269.77,26.62,28.19,18.28,18.13
222,53.13,51.30,1.83,53.13,46.19,41.73,4.47,46.19,191.53,243.43,243.43,0.58,29.67,64.30,39.07,3462.26,28.28,22.06,18.52,19.53
223,50.39,53.18,2.79,53.18,43.69,45.43,1.74,45.43,157.84,137.20,157.84,1.00,22.99,56.45,36.91,3345.88,26.67,24.15,18.51,21.96
224,52.06,48.86,3.20,52.06,46.00,42.79,3.21,46.00,144.62,174.05,174.05,0.78,26.46,60.80,38.31,3434.46,28.07,21.57,19.33,21.70
225,54.80,53.08,1.72,54.80,45.68,42.40,3.27,45.68,261.81,411.97,411.97,0.83,28.31,59.45,35.39,3114.27,29.77,25.44,17.13,17.24
226,52.79,54.42,1.64,54.42,45.68,45.05,0.63,45.68,100.70,216.83,216.83,0.99,20.37,54.13,36.81,3375.60,27.50,26.03,18.99,17.70
227,50.24,49.90,0.34,50.24,44.67,43.89,0.78,44.67,143.90,95.70,143.90,0.74,21.32,54.77,36.64,3344.44,25.40,26.57,20.58,17.69
228,48.19,50.97,2.78,50.97,42.67,45.25,2.58,45.25,70.60,127.31,127.31,0.95,26.75,60.17,37.43,3341.96,25.74,27.07,18.03,17.45
229,46.84,53.98,7.13,53.98,43.50,44.57,1.08,44.57,105.42,191.99,191.99,0.46,27.48,64.13,40.77,3664.51,26.64,22.35,17.52,21.98
230,54.33,52.35,1.98,54.33,45.85,43.63,2.22,45.85,150.35,120.89,150.35,0.54,27.08,60.29,37.27,3321.01,27.28,26.32,18.47,17.13
231,55.92,51.17,4.75,55.92,45.72,44.89,0.83,45.72,121.00,154.79,154.79,0.31,29.96,64.62,39.15,3466.00,26.46,26.23,19.59,19.18
232,47.76,60.36,12.60,60.36,43.75,46.67,2.92,46.67,103.39,175.96,175.96,0.95,21.15,54.04,36.06,3289.02,27.39,28.87,17.39,17.79
233,55.24,47.28,7.96,55.24,46.13,42.86,3.27,46.13,144.66,94.64,144.66,0.93,25.57,56.34,34.61,3077.26,29.66,25.68,17.49,17.34
234,54.53,53.50,1.03,54.53,43.79,46.92,3.13,46.92,241.26,281.48,281.48,1.00,23.44,57.90,37.98,3445.97,21.48,27.90,22.65,17.03
235,49.54,51.27,1.73,51.27,44.40,45.59,1.19,45.59,139.56,181.46,181.46,0.97,25.18,57.00,35.59,3181.61,27.07,28.56,16.65,18.22
236,51.09,53.15,2.07,53.15,45.38,45.45,0.07,45.45,189.30,93.27,189.30,0.35,32.79,66.98,39.11,3419.12,26.68,27.17,18.92,18.63
237,50.02,51.46,1.44,51.46,44.36,44.29,0.07,44.36,170.15,108.23,170.15,0.20,20.37,58.33,41.02,3795.97,21.20,27.18,22.95,17.40
238,51.95,49.94,2.00,51.95,43.21,45.94,2.72,45.94,218.59,165.66,218.59,0.52,24.89,57.16,36.00,3226.58,26.96,28.51,16.53,17.36
239,50.54,53.30,2.75,53.30,43.46,44.96,1.51,44.96,119.41,184.93,184.93,0.94,24.01,58.78,38.36,3476.03,25.50,25.03,18.94,20.03
240,49.98,50.42,0.44,50.42,45.49,43.08,2.40,45.49,134.08,149.39,149.39,0.30,26.16,56.78,34.54,3062.09,28.10,26.41,18.28,17.43
241,52.05,51.87,0.18,52.05,45.10,43.31,1.79,45.10,80.38,214.39,214.39,0.98,19.60,52.97,36.31,3337.11,28.47,22.84,17.23,21.12
242,48.46,51.42,2.96,51.42,43.65,45.94,2.29,45.94,58.32,169.68,169.68,0.95,24.41,58.27,37.52,3385.71,25.56,26.82,18.78,18.71
243,51.08,56.50,5.43,56.50,44.91,44.87,0.04,44.91,99.26,349.28,349.28,0.99,21.79,54.70,36.18,3291.20,26.40,24.88,19.58,18.53
244,55.65,48.04,7.61,55.65,44.77,45.38,0.62,45.38,185.90,79.94,185.90,0.95,20.29,52.82,35.58,3253.19,25.71,27.58,18.68,18.83
245,59.01,46.05,12.96,59.01,47.15,42.57,4.58,47.15,154.24,60.33,154.24,0.53,29.95,64.83,39.38,3488.46,27.59,24.51,20.22,19.12
246,52.82,49.72,3.09,52.82,45.35,44.38,0.96,45.35,310.18,98.76,310.18,0.63,24.01,55.58,35.17,3156.62,26.81,27.20,18.91,17.58
247,53.16,56.53,3.38,56.53,45.61,44.28,1.34,45.61,110.90,456.93,456.93,1.00,25.47,58.07,36.42,3260.10,27.77,25.59,19.01,19.22
248,53.09,54.86,1.78,54.86,44.65,44.45,0.20,44.65,192.34,347.93,347.93,0.29,30.03,60.30,34.78,3027.32,27.09,27.08,17.30,18.65
249,47.92,51.95,4.03,51.95,43.96,44.48,0.51,44.48,40.89,196.14,196.14,1.00,25.65,60.49,38.69,3484.08,27.08,24.51,18.42,20.64
250,52.88,57.23,4.35,57.23,43.48,45.87,2.40,45.87,123.82,292.03,292.03,1.00,24.92,57.77,36.59,3285.71,26.45,27.42,18.02,17.95
251,54.69,53.48,1.21,54.69,45.58,44.60,0.98,45.58,104.72,202.60,202.60,0.23,25.78,58.77,36.86,3298.91,27.84,26.16,17.31,18.93
252,49.96,52.80,2.84,52.80,44.49,45.16,0.67,45.16,94.68,179.64,179.64,1.00,39.22,71.49,38.15,3226.96,27.58,26.62,17.69,19.49
253,52.16,47.92,4.24,52.16,44.67,44.90,0.24,44.90,127.42,95.83,127.42,0.89,26.17,59.30,37.05,3312.37,27.55,26.45,17.87,18.73
254,52.90,50.61,2.29,52.90,44.94,45.17,0.24,45.17,174.00,170.83,174.00,0.99,36.76,70.03,38.78,3326.83,27.17,27.03,19.06,18.60
255,47.69,59.20,11.50,59.20,43.68,47.37,3.69,47.37,51.04,433.86,433.86,1.00,19.84,53.48,36.62,3363.98,25.96,27.34,19.10,18.46
256,51.51,49.92,1.59,51.51,44.26,42.89,1.37,44.26,152.53,88.56,152.53,0.27,25.20,61.16,39.74,3596.17,23.42,25.32,21.86,18.69
257,49.46,56.08,6.62,56.08,45.51,46.39,0.89,46.39,60.81,139.85,139.85,1.00,21.59,51.73,33.38,3013.92,28.78,27.18,17.88,18.43
258,53.29,45.23,8.07,53.29,45.70,42.17,3.53,45.70,119.79,83.29,119.79,0.90,25.96,56.51,34.44,3054.24,27.67,26.62,18.42,16.91
259,49.00,49.06,0.06,49.06,45.19,45.88,0.69,45.88,58.45,122.69,122.69,0.93,40.59,71.94,37.44,3135.03,27.39,27.64,18.61,19.40
260,53.78,51.83,1.94,53.78,44.62,43.43,1.19,44.62,158.38,168.10,168.10,0.56,31.45,64.13,37.40,3268.11,27.83,25.56,17.92,18.19
261,48.85,52.69,3.85,52.69,45.88,45.09,0.79,45.88,39.56,142.38,142.38,0.97,26.15,55.95,33.73,2980.58,29.52,28.65,17.77,16.56
262,51.69,49.42,2.27,51.69,45.34,43.86,1.48,45.34,227.14,107.75,227.14,0.89,25.59,58.16,36.41,3257.56,27.36,24.86,18.58,20.28
263,55.61,46.50,9.12,55.61,45.11,42.01,3.10,45.11,345.35,97.97,345.35,0.15,31.82,70.70,43.65,3887.38,26.02,21.08,19.35,22.49
264,50.71,52.27,1.56,52.27,46.03,43.26,2.77,46.03,116.87,264.08,264.08,0.79,24.03,54.86,34.43,3082.81,28.71,25.89,17.71,18.33
265,46.92,52.78,5.85,52.78,43.89,45.27,1.38,45.27,98.89,197.32,197.32,1.00,20.12,50.75,33.65,3063.73,27.99,28.86,16.98,16.24
266,49.43,55.56,6.14,55.56,44.71,44.49,0.21,44.71,147.12,569.76,569.76,0.20,22.08,54.35,35.59,3227.35,27.20,27.01,17.96,17.08
267,56.55,49.05,7.50,56.55,46.68,41.80,4.88,46.68,199.79,112.52,199.79,0.74,16.97,48.19,33.77,3122.25,28.81,25.17,19.16,17.90
268,51.90,51.75,0.16,51.90,43.77,44.63,0.85,44.63,155.67,87.26,155.67,0.29,33.90,66.56,37.74,3265.74,27.47,27.04,16.47,17.54
269,49.17,47.67,1.50,49.17,45.37,43.58,1.79,45.37,80.10,41.27,80.10,1.00,18.58,48.45,32.66,2987.00,27.62,26.82,18.42,18.05
270,52.78,57.74,4.96,57.74,44.40,45.27,0.87,45.27,182.14,212.14,212.14,1.00,27.12,63.24,40.19,3611.83,26.60,23.49,18.99,22.23
271,57.76,54.57,3.19,57.76,46.83,45.60,1.23,46.83,189.97,252.02,252.02,1.00,23.50,54.98,35.01,3148.39,30.21,27.52,16.50,17.91
272,49.78,55.89,6.11,55.89,46.28,43.11,3.16,46.28,32.79,397.32,397.32,0.89,17.31,48.06,33.34,3074.78,28.98,25.27,18.79,18.21
273,57.48,51.22,6.25,57.48,44.55,44.86,0.31,44.86,261.96,162.88,261.96,0.73,39.08,73.22,40.00,3413.83,26.29,27.58,17.70,18.61
274,47.76,56.95,9.19,56.95,42.35,47.19,4.84,47.19,175.71,198.45,198.45,0.98,18.35,50.55,34.96,3220.65,26.44,30.10,16.69,17.01
275,52.83,53.49,0.66,53.49,43.92,44.79,0.88,44.79,144.21,212.99,212.99,0.36,24.27,56.56,35.93,3229.29,25.86,27.61,18.19,17.80
276,49.87,52.11,2.24,52.11,44.03,44.68,0.65,44.68,145.69,228.52,228.52,0.15,21.72,54.19,35.73,3247.26,27.30,27.65,17.06,17.35
277,51.70,52.54,0.83,52.54,45.84,42.65,3.20,45.84,128.47,187.90,187.90,0.46,35.49,68.79,38.62,3329.84,27.52,24.84,18.79,18.63
278,50.35,47.09,3.26,50.35,45.13,43.78,1.35,45.13,181.30,79.09,181.30,0.13,25.95,57.53,35.48,3158.61,27.48,27.14,18.50,16.82
279,47.59,49.41,1.82,49.41,42.80,44.70,1.89,44.70,270.15,56.25,270.15,0.52,22.38,54.72,35.70,3234.13,24.19,28.05,18.89,17.42
280,49.38,59.36,9.98,59.36,42.62,47.43,4.81,47.43,90.00,270.21,270.21,0.97,30.93,62.14,35.85,3121.38,26.11,29.97,17.82,17.75
281,52.66,47.16,5.51,52.66,45.12,44.68,0.45,45.12,250.49,53.16,250.49,0.19,21.38,54.62,36.45,3324.44,25.45,27.95,18.88,17.84
282,47.08,52.44,5.35,52.44,43.54,44.77,1.23,44.77,145.63,110.13,145.63,0.46,21.15,53.28,35.30,3212.45,27.42,25.27,17.25,20.00
283,53.93,51.40,2.53,53.93,44.97,43.54,1.43,44.97,259.78,163.03,259.78,0.25,29.12,61.60,36.85,3248.36,26.98,26.95,17.68,17.48
284,54.53,56.56,2.03,56.56,42.76,46.45,3.69,46.45,279.65,170.52,279.65,0.99,37.19,71.11,39.49,3391.54,24.88,27.75,18.17,19.35
285,54.49,53.05,1.44,54.49,46.88,43.76,3.12,46.88,240.27,244.11,244.11,1.00,20.23,54.65,37.45,3441.48,30.48,23.55,17.56,19.98
286,49.22,50.00,0.78,50.00,44.55,43.77,0.77,44.55,194.32,99.31,194.32,0.29,24.34,56.23,35.54,3189.27,26.56,28.23,18.44,16.61
287,53.30,51.71,1.59,53.30,43.99,43.25,0.74,43.99,169.39,122.87,169.39,0.60,27.59,62.04,38.58,3444.29,24.90,25.69,19.40,17.93
288,55.91,52.29,3.62,55.91,42.90,45.33,2.43,45.33,296.91,75.93,296.91,0.18,28.31,69.70,45.64,4139.22,14.68,28.18,26.72,18.49
289,52.73,55.19,2.47,55.19,43.57,45.01,1.45,45.01,272.75,220.79,272.75,0.97,26.40,59.51,37.06,3310.33,27.19,27.30,17.44,17.67
290,48.00,55.39,7.39,55.39,44.61,44.76,0.15,44.76,44.73,279.69,279.69,1.00,30.82,66.62,40.42,3579.37,26.32,23.22,19.81,20.76
291,53.87,48.70,5.18,53.87,43.41,46.79,3.39,46.79,229.11,13.15,229.11,0.81,35.65,67.52,37.22,3187.39,25.11,28.46,17.69,19.79
292,51.84,59.15,7.32,59.15,45.72,45.13,0.59,45.72,106.97,355.90,355.90,1.00,26.14,60.78,38.56,3463.74,27.72,25.32,19.91,18.42
293,50.86,48.14,2.72,50.86,45.41,42.09,3.32,45.41,86.22,89.55,89.55,0.92,21.49,52.61,34.34,3111.30,29.59,25.21,17.81,18.00
294,49.66,54.11,4.45,54.11,45.92,44.75,1.17,45.92,55.21,214.70,214.70,0.73,25.27,55.09,33.61,2981.98,28.92,27.38,17.30,18.44
295,57.61,49.69,7.92,57.61,47.15,43.53,3.62,47.15,235.48,96.85,235.48,0.43,35.96,67.46,36.90,3150.60,28.09,27.07,18.95,16.94
296,51.65,51.64,0.01,51.65,46.92,43.06,3.86,46.92,72.47,250.63,250.63,0.94,24.75,58.24,37.21,3349.83,30.03,24.74,17.87,18.71
297,50.38,59.88,9.50,59.88,42.34,44.30,1.96,44.30,201.78,232.77,232.77,0.27,28.42,71.63,47.48,4321.39,20.16,18.92,22.56,24.64
298,54.17,56.38,2.21,56.38,44.61,42.82,1.79,44.61,171.59,211.11,211.11,0.88,21.25,57.93,39.87,3668.32,27.12,20.10,17.92,22.29
299,56.53,49.95,6.57,56.53,46.38,44.39,2.00,46.38,222.99,115.11,222.99,0.23,39.72,74.63,40.86,3490.53,28.06,25.96,19.04,18.33
300,52.37,48.60,3.78,52.37,45.89,42.34,3.55,45.89,191.97,180.55,191.97,0.17,27.13,61.45,38.39,3431.79,27.25,22.46,19.64,20.04
301,49.86,51.33,1.47,51.33,44.78,42.55,2.23,44.78,131.50,358.48,358.48,0.45,30.77,64.96,38.81,3419.06,27.85,22.86,18.33,19.19
302,50.71,49.02,1.69,50.71,44.43,45.43,1.00,45.43,105.13,117.12,117.12,0.55,23.80,59.00,38.77,3519.77,24.26,27.39,20.82,17.86
303,51.30,51.46,0.16,51.46,45.60,43.18,2.42,45.60,72.01,213.77,213.77,0.98,21.47,56.12,37.87,3465.00,28.29,24.12,18.56,20.55
304,50.37,53.75,3.38,53.75,45.98,44.94,1.04,45.98,122.79,157.75,157.75,0.85,21.08,52.08,34.16,3100.10,30.51,28.12,16.27,16.58
305,59.49,51.58,7.91,59.49,45.72,42.82,2.90,45.72,359.33,179.53,359.33,0.19,39.05,82.01,48.82,4296.42,24.41,18.00,21.19,25.19
306,60.04,58.57,1.47,60.04,45.25,44.31,0.94,45.25,310.38,416.19,416.19,1.00,35.48,73.26,43.10,3777.96,22.34,25.63,22.98,18.61
307,50.12,48.94,1.18,50.12,44.05,44.58,0.54,44.58,88.74,49.44,88.74,1.00,20.75,51.32,33.68,3056.76,26.53,28.50,17.96,16.54
308,54.47,54.29,0.18,54.47,46.20,43.56,2.64,46.20,223.55,188.66,223.55,0.93,30.40,64.98,39.13,3457.40,28.04,24.95,18.40,18.93
309,48.58,51.27,2.69,51.27,44.24,44.83,0.59,44.83,103.04,163.08,163.08,1.00,31.31,61.64,35.03,3032.95,27.23,27.25,17.33,16.28
310,52.13,48.42,3.71,52.13,46.40,43.44,2.96,46.40,150.13,155.65,155.65,0.59,23.97,55.20,34.83,3122.99,29.31,27.08,17.40,16.82
311,50.33,52.68,2.34,52.68,45.13,45.00,0.14,45.13,140.33,218.15,218.15,0.23,42.34,76.52,40.53,3417.47,27.24,26.39,18.09,17.72
312,53.59,54.92,1.33,54.92,46.43,44.21,2.22,46.43,140.46,233.62,233.62,0.79,22.86,56.08,36.65,3321.66,28.68,25.91,18.19,18.25
313,50.79,51.32,0.53,51.32,46.52,44.48,2.04,46.52,73.12,86.71,86.71,1.00,38.38,67.56,34.94,2918.30,28.95,28.31,17.04,17.30
314,54.26,55.06,0.80,55.06,46.77,45.14,1.62,46.77,187.22,188.85,188.85,0.98,26.04,55.89,33.76,2985.00,29.52,27.74,17.34,17.58
315,51.98,51.57,0.41,51.98,44.76,44.59,0.16,44.76,220.68,145.15,220.68,0.85,25.03,59.64,38.36,3460.73,24.73,26.45,20.17,19.20
316,48.99,50.00,1.02,50.00,44.65,43.89,0.76,44.65,132.16,160.36,160.36,0.36,21.34,52.44,34.31,3110.49,27.14,27.69,18.44,16.18
317,50.26,56.42,6.16,56.42,44.50,45.41,0.91,45.41,268.25,344.06,344.06,1.00,24.93,58.63,37.44,3370.07,24.72,26.67,20.31,19.36
318,57.96,48.18,9.78,57.96,47.94,42.26,5.67,47.94,288.23,198.97,288.23,0.15,31.34,66.15,39.52,3481.66,27.61,25.53,18.82,18.27
319,51.43,48.01,3.41,51.43,44.45,44.50,0.04,44.50,154.93,88.16,154.93,0.74,20.83,52.95,35.24,3211.84,27.93,26.48,16.99,18.54
320,52.15,52.37,0.21,52.37,44.32,44.26,0.07,44.32,141.72,132.21,141.72,0.55,22.27,53.82,34.89,3154.84,27.71,25.48,17.78,19.52
321,48.78,51.34,2.56,51.34,45.00,45.42,0.42,45.42,112.20,151.52,151.52,0.98,25.46,58.38,36.73,3291.48,26.93,26.95,17.88,18.99
322,49.09,51.78,2.69,51.78,44.01,44.65,0.63,44.65,77.43,112.53,112.53,1.00,24.95,54.50,33.30,2955.34,26.51,27.54,19.08,17.65
323,51.02,54.10,3.08,54.10,44.37,46.06,1.69,46.06,112.58,135.78,135.78,0.86,17.02,46.37,31.90,2934.77,28.02,28.71,16.94,18.03
324,56.19,52.79,3.40,56.19,44.88,44.33,0.55,44.88,256.65,172.23,256.65,0.75,25.84,60.08,38.12,3424.32,22.70,26.70,21.83,18.13
325,51.74,45.63,6.11,51.74,46.17,42.54,3.63,46.17,101.76,108.72,108.72,0.29,24.62,54.87,33.94,3024.86,29.53,26.03,16.55,17.81
326,51.56,48.64,2.92,51.56,44.99,44.77,0.22,44.99,111.67,34.52,111.67,1.00,21.56,50.70,32.38,2914.21,28.24,27.81,16.93,18.11
327,50.13,50.63,0.50,50.63,46.89,44.36,2.53,46.89,144.19,298.76,298.76,0.42,22.76,53.85,34.51,3109.36,29.21,27.34,17.66,17.32
328,52.59,49.80,2.78,52.59,44.22,44.36,0.15,44.36,194.26,112.56,194.26,0.22,28.00,59.31,35.50,3130.40,27.70,27.57,16.21,17.42
329,54.49,55.22,0.73,55.22,44.41,45.93,1.53,45.93,176.33,115.10,176.33,0.85,19.95,53.87,36.92,3392.81,26.89,27.78,17.82,18.28
330,50.92,48.99,1.93,50.92,47.62,42.05,5.57,47.62,100.05,273.20,273.20,0.38,24.37,56.42,35.71,3205.07,30.37,24.27,17.94,17.57
