,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,a_1,a_2,b_1,b_2,p1,p2
148,8.77,8.95,0.19,8.95,8.60,8.83,0.23,8.83,1.11,0.69,1.11,0.52,2.89,7.69,5.23,479.48,0.91,0.84,-3.91,-4.70,3.26,1.95
149,8.40,8.90,0.49,8.90,8.65,8.55,0.10,8.65,2.40,0.67,2.40,0.48,2.26,8.00,6.08,574.01,0.95,0.88,-3.94,-4.06,3.45,2.86
150,8.67,8.46,0.21,8.67,8.57,8.37,0.20,8.57,0.95,0.86,0.95,0.61,4.69,10.30,6.31,561.02,0.89,0.97,-4.58,-3.98,2.50,3.58
151,8.88,9.27,0.39,9.27,8.76,9.24,0.48,9.24,0.79,1.12,1.12,0.82,3.05,6.19,3.60,313.78,0.91,0.82,-5.10,-5.06,2.21,1.56
152,8.51,8.96,0.44,8.96,8.65,8.54,0.11,8.65,1.76,1.22,1.76,0.61,3.43,7.86,4.95,443.13,0.87,0.90,-4.24,-4.89,2.56,2.06
153,8.73,8.78,0.05,8.78,8.74,8.73,0.00,8.74,1.82,1.60,1.82,0.57,3.17,7.15,4.45,397.70,0.86,0.88,-4.84,-4.85,1.99,2.12
154,8.94,8.37,0.57,8.94,8.62,8.77,0.15,8.77,1.27,1.52,1.52,0.45,3.28,8.00,5.21,471.78,0.79,0.97,-4.64,-4.00,1.57,3.69
155,8.18,8.75,0.56,8.75,8.61,8.77,0.16,8.77,2.44,1.67,2.44,0.65,3.23,9.30,6.55,606.36,0.97,0.98,-4.94,-3.83,2.73,3.95
156,8.89,8.52,0.37,8.89,8.64,8.63,0.01,8.64,0.86,1.71,1.71,0.60,3.40,8.00,5.11,459.77,0.78,0.97,-4.99,-4.09,1.39,3.71
157,9.12,8.92,0.20,9.12,8.68,8.56,0.12,8.68,1.33,0.75,1.33,0.75,3.46,8.00,5.06,453.61,0.77,0.92,-4.63,-3.77,1.52,3.60
158,8.96,8.96,0.00,8.96,8.78,8.62,0.16,8.78,1.34,1.14,1.34,0.48,3.31,8.12,5.31,481.73,0.91,0.87,-3.75,-5.00,3.40,1.95
159,8.93,8.76,0.17,8.93,8.83,8.94,0.10,8.94,1.67,1.22,1.67,0.68,3.41,8.48,5.58,507.14,0.87,0.99,-4.85,-4.25,2.03,3.62
160,9.68,8.56,1.12,9.68,8.67,8.71,0.04,8.71,0.89,1.62,1.62,0.85,3.66,8.00,4.89,434.45,0.70,0.94,-4.87,-3.66,1.01,3.96
161,9.11,8.21,0.90,9.11,8.57,8.63,0.06,8.63,1.03,3.03,3.03,0.79,3.18,8.00,5.30,482.49,0.77,0.95,-4.69,-3.71,1.49,3.81
162,8.85,8.90,0.05,8.90,8.77,8.83,0.06,8.83,1.94,0.80,1.94,0.65,3.81,8.00,4.77,419.49,0.85,0.91,-5.11,-4.51,1.81,2.87
163,8.71,8.93,0.22,8.93,8.59,8.79,0.20,8.79,1.09,0.88,1.09,0.63,2.78,7.52,5.16,474.09,0.98,0.88,-4.58,-5.03,3.26,1.97
164,8.40,8.46,0.06,8.46,8.69,8.44,0.26,8.69,2.17,3.33,3.33,0.35,2.17,8.28,6.43,610.24,0.93,1.00,-4.82,-4.01,2.54,3.92
165,8.50,8.34,0.17,8.50,8.63,8.76,0.12,8.76,1.49,2.08,2.08,0.56,3.47,9.60,6.65,613.06,0.94,0.99,-4.82,-3.88,2.45,3.78
166,8.82,9.13,0.32,9.13,8.65,8.79,0.14,8.79,0.89,2.19,2.19,0.67,2.84,7.07,4.66,423.24,0.94,0.86,-5.23,-4.26,2.25,2.46
167,9.55,8.33,1.21,9.55,9.16,8.73,0.43,9.16,0.32,1.74,1.74,0.72,3.03,7.06,4.49,403.18,0.59,0.98,-3.70,-4.34,1.12,3.70
168,8.69,9.14,0.46,9.14,8.89,8.79,0.11,8.89,1.39,1.27,1.39,0.72,2.84,7.28,4.86,443.37,0.96,0.80,-4.15,-4.98,3.57,1.45
169,8.56,8.72,0.16,8.72,8.62,8.55,0.07,8.62,1.51,0.93,1.51,0.47,2.99,8.57,6.03,558.00,0.97,0.91,-3.98,-4.75,3.65,2.41
170,8.75,8.64,0.11,8.75,8.67,9.01,0.34,9.01,1.79,1.52,1.79,0.75,3.04,8.00,5.41,495.53,0.96,0.91,-4.98,-4.35,2.52,2.78
171,8.96,8.74,0.22,8.96,8.81,8.75,0.06,8.81,1.25,1.44,1.44,0.53,2.20,8.20,6.33,599.74,0.93,1.00,-4.92,-3.84,2.41,4.07
172,8.55,8.72,0.16,8.72,8.78,8.62,0.16,8.78,1.27,0.87,1.27,0.70,2.97,7.62,5.09,464.98,0.89,0.89,-4.12,-4.51,2.82,2.52
173,9.14,8.48,0.66,9.14,8.70,8.57,0.13,8.70,1.15,1.84,1.84,0.78,2.58,7.35,5.16,476.91,0.87,0.93,-5.01,-4.05,2.00,3.25
174,9.04,8.94,0.10,9.04,8.95,8.71,0.24,8.95,1.25,0.61,1.25,0.62,3.11,7.35,4.71,424.56,0.85,0.94,-5.15,-4.44,1.65,3.04
175,8.91,8.85,0.06,8.91,8.78,8.63,0.15,8.78,0.60,1.40,1.40,0.62,2.37,6.79,4.78,442.12,0.88,0.87,-4.91,-3.91,2.01,2.95
176,8.69,9.31,0.62,9.31,8.57,8.90,0.34,8.90,1.30,1.52,1.52,0.73,2.36,8.00,6.00,564.37,0.84,0.88,-4.59,-2.77,1.96,4.04
177,8.87,8.35,0.52,8.87,8.54,8.71,0.17,8.71,0.91,2.62,2.62,0.56,2.87,8.76,6.32,588.77,0.92,0.96,-4.14,-4.35,3.08,3.12
178,9.32,8.98,0.35,9.32,8.69,8.79,0.10,8.79,1.13,1.64,1.64,0.83,3.26,7.68,4.91,441.96,0.67,0.93,-4.27,-3.64,1.14,3.86
179,8.40,9.31,0.91,9.31,8.59,9.01,0.42,9.01,1.25,0.47,1.25,0.68,3.55,8.27,5.25,472.00,0.95,0.78,-3.57,-5.02,3.97,1.34
180,8.96,8.76,0.20,8.96,8.62,8.73,0.11,8.73,1.16,2.33,2.33,0.71,3.84,8.00,4.74,416.23,0.91,0.89,-4.73,-4.75,2.47,2.32
181,9.41,8.52,0.89,9.41,9.07,8.63,0.44,9.07,0.56,1.17,1.17,0.64,2.95,8.00,5.50,505.42,0.79,0.95,-4.85,-3.45,1.51,4.04
182,8.31,8.79,0.47,8.79,8.54,8.89,0.35,8.89,2.42,1.11,2.42,0.52,2.95,8.01,5.50,506.10,0.87,0.94,-4.73,-3.90,2.13,3.51
183,9.33,8.93,0.39,9.33,8.98,8.90,0.08,8.98,0.96,0.75,0.96,0.57,2.80,7.28,4.90,447.86,0.91,0.92,-4.99,-4.57,2.26,2.77
184,9.01,8.64,0.36,9.01,8.75,8.66,0.08,8.75,0.77,2.27,2.27,0.68,3.34,8.16,5.32,481.37,0.80,0.92,-4.38,-3.95,1.90,3.24
185,8.83,8.89,0.06,8.89,8.94,8.70,0.25,8.94,1.54,1.31,1.54,0.76,3.70,7.49,4.35,379.72,0.97,0.89,-5.00,-5.61,2.77,1.69
186,9.10,8.62,0.48,9.10,8.71,8.61,0.10,8.71,0.97,2.18,2.18,0.78,3.50,8.00,5.02,449.89,0.68,0.94,-4.20,-3.68,1.26,3.76
187,8.49,8.84,0.35,8.84,8.54,8.71,0.17,8.71,1.54,1.55,1.55,0.60,3.24,8.07,5.32,483.29,0.93,0.84,-4.02,-5.12,3.30,1.68
188,8.66,9.03,0.38,9.03,8.93,8.84,0.09,8.93,2.46,0.92,2.46,0.38,3.39,8.00,5.12,461.24,0.93,0.84,-3.93,-5.31,3.57,1.48
189,8.92,9.18,0.26,9.18,8.91,8.94,0.02,8.94,0.76,0.64,0.76,0.78,3.67,8.00,4.88,433.20,0.95,0.76,-4.09,-4.76,3.55,1.34
190,9.16,8.47,0.69,9.16,8.78,8.74,0.04,8.78,0.88,2.66,2.66,0.76,3.32,8.00,5.18,467.77,0.76,0.97,-4.76,-4.04,1.36,3.75
191,8.76,8.52,0.23,8.76,8.57,8.51,0.06,8.57,0.89,1.50,1.50,0.78,2.85,8.00,5.58,514.99,0.79,1.00,-4.58,-3.90,1.64,3.99
192,8.57,8.67,0.10,8.67,8.84,8.67,0.17,8.84,1.50,1.67,1.67,0.57,3.28,8.00,5.21,472.06,0.94,0.84,-3.76,-5.00,3.59,1.61
193,9.52,8.77,0.74,9.52,8.95,8.63,0.32,8.95,0.92,0.74,0.92,0.49,4.02,6.75,3.33,272.25,0.83,0.86,-5.34,-4.82,1.36,2.09
194,8.72,8.85,0.12,8.85,8.93,8.60,0.33,8.93,1.56,0.98,1.56,0.73,2.28,7.75,5.81,547.04,1.00,0.85,-3.97,-4.60,3.90,2.04
195,8.80,8.59,0.21,8.80,8.81,8.51,0.30,8.81,0.91,1.69,1.69,0.50,2.57,7.32,5.14,475.60,0.93,0.91,-4.81,-4.51,2.52,2.67
196,8.80,8.71,0.09,8.80,8.66,8.67,0.01,8.67,1.30,0.71,1.30,0.71,3.11,8.00,5.35,488.60,0.87,0.94,-5.39,-3.62,1.58,3.95
197,8.13,8.84,0.71,8.84,8.41,8.96,0.56,8.96,3.10,0.89,3.10,0.48,3.73,9.58,6.42,585.60,0.94,0.90,-3.81,-4.42,3.56,2.74
198,8.90,8.52,0.38,8.90,8.63,8.63,0.00,8.63,0.57,1.71,1.71,0.65,3.59,8.25,5.20,466.32,0.80,0.98,-5.00,-4.13,1.49,3.61
199,8.83,9.06,0.23,9.06,8.65,8.89,0.24,8.89,1.28,1.54,1.54,0.76,2.35,6.10,4.10,375.26,0.94,0.87,-5.43,-4.79,2.15,2.22
200,8.48,8.52,0.04,8.52,8.40,8.37,0.03,8.40,1.01,2.00,2.00,0.68,2.75,7.47,5.13,471.72,0.94,0.88,-4.85,-4.51,2.60,2.42
201,9.06,8.27,0.79,9.06,9.02,8.46,0.57,9.02,0.83,2.23,2.23,0.77,3.30,8.76,5.95,545.20,0.76,0.95,-4.32,-3.40,1.76,4.17
202,8.89,8.49,0.39,8.89,8.66,8.60,0.06,8.66,0.86,2.69,2.69,0.84,3.22,8.13,5.39,490.71,0.95,0.86,-4.42,-4.61,3.06,2.11
203,9.14,8.50,0.64,9.14,8.82,8.60,0.22,8.82,0.41,2.57,2.57,0.73,3.47,7.46,4.51,399.19,0.83,0.92,-4.27,-5.11,2.33,2.22
204,8.77,9.02,0.26,9.02,8.64,8.71,0.07,8.71,1.16,1.41,1.41,0.58,2.78,8.02,5.65,523.15,0.87,0.97,-5.22,-3.70,1.73,3.93
205,9.00,8.87,0.13,9.00,8.78,8.91,0.13,8.91,0.86,2.85,2.85,0.82,2.44,8.31,6.24,587.51,0.99,0.94,-3.95,-4.82,3.84,2.56
206,8.37,8.62,0.25,8.62,8.39,8.73,0.33,8.73,1.30,1.82,1.82,0.76,2.59,6.95,4.75,435.69,0.91,0.85,-4.59,-4.57,2.58,2.16
207,8.52,9.00,0.48,9.00,8.43,8.66,0.23,8.66,2.20,0.83,2.20,0.62,2.83,8.07,5.67,524.19,0.94,0.84,-3.45,-4.99,3.95,1.69
208,8.78,8.72,0.06,8.78,8.93,8.65,0.27,8.93,1.57,1.00,1.57,0.62,2.88,9.12,6.67,623.78,0.93,0.91,-3.69,-4.07,3.80,3.12
209,8.69,8.77,0.07,8.77,8.88,8.52,0.36,8.88,1.63,0.68,1.63,0.74,3.27,7.43,4.66,416.61,0.92,0.86,-4.09,-5.25,3.25,1.71
210,9.59,8.88,0.71,9.59,8.86,8.89,0.03,8.89,0.56,1.39,1.39,0.78,3.49,7.85,4.88,435.95,0.45,0.89,-1.79,-4.14,1.71,3.26
211,8.93,9.06,0.13,9.06,8.84,8.91,0.07,8.91,1.20,1.96,1.96,0.73,3.63,6.84,3.75,320.27,0.87,0.79,-4.83,-4.83,2.09,1.60
212,8.94,8.95,0.00,8.95,8.91,8.80,0.11,8.91,1.01,0.54,1.01,0.67,3.16,6.12,3.43,295.35,0.86,0.83,-5.05,-4.89,1.86,1.82
213,9.31,8.61,0.70,9.31,8.89,8.58,0.31,8.89,0.61,0.94,0.94,0.71,2.10,5.20,3.42,310.32,0.83,0.87,-5.30,-5.00,1.55,2.05
214,8.24,9.20,0.96,9.20,8.78,8.98,0.19,8.98,2.88,1.58,2.88,0.74,2.54,8.48,6.32,593.73,0.93,0.92,-4.30,-4.03,2.98,3.25
215,8.95,8.95,0.01,8.95,8.73,8.72,0.01,8.73,1.28,1.12,1.28,0.67,4.17,10.18,6.63,600.83,0.90,0.91,-3.24,-4.50,3.80,2.62
216,9.12,9.07,0.05,9.12,8.83,8.95,0.12,8.95,1.41,1.25,1.41,0.76,3.67,6.79,3.67,311.75,0.70,0.85,-4.74,-4.21,1.04,2.78
217,8.39,8.20,0.20,8.39,8.65,8.44,0.20,8.65,2.79,2.08,2.79,0.58,3.47,9.78,6.83,630.63,0.98,0.96,-3.99,-4.34,3.63,2.98
218,9.11,8.46,0.65,9.11,8.74,8.64,0.10,8.74,0.61,1.78,1.78,0.63,2.40,7.31,5.27,491.49,0.83,0.98,-4.17,-4.75,2.38,2.99
219,8.74,8.63,0.11,8.74,8.69,8.39,0.30,8.69,0.40,1.93,1.93,0.71,2.90,8.69,6.23,579.15,0.86,0.98,-4.68,-3.71,2.17,4.00
220,8.50,8.68,0.19,8.68,8.56,8.62,0.06,8.62,1.08,0.69,1.08,0.75,3.25,7.82,5.06,457.13,0.92,0.90,-4.98,-4.42,2.37,2.66
221,9.46,8.89,0.56,9.46,9.00,8.82,0.18,9.00,0.91,1.18,1.18,0.82,3.97,7.43,4.06,346.74,0.83,0.85,-5.23,-4.59,1.57,2.29
222,8.60,8.95,0.35,8.95,8.65,8.70,0.05,8.70,0.90,1.44,1.44,0.64,3.56,8.00,4.97,444.08,0.92,0.85,-4.07,-5.06,3.15,1.74
223,8.55,8.38,0.17,8.55,8.75,8.36,0.39,8.75,2.55,1.16,2.55,0.48,2.88,9.14,6.69,625.90,1.00,0.86,-3.92,-4.15,3.82,2.56
224,8.39,8.30,0.10,8.39,8.58,8.62,0.04,8.62,0.94,1.98,1.98,0.67,2.40,8.54,6.50,614.44,0.96,0.96,-4.35,-4.09,3.08,3.28
225,8.90,8.68,0.22,8.90,8.50,8.98,0.48,8.98,1.10,2.09,2.09,0.81,3.18,7.11,4.41,393.41,0.85,0.89,-4.92,-4.59,1.88,2.54
226,8.81,8.99,0.18,8.99,8.67,8.82,0.15,8.82,1.49,0.47,1.49,0.58,3.25,8.16,5.40,491.39,0.94,0.81,-3.63,-4.81,3.76,1.61
227,8.99,8.40,0.59,8.99,8.72,8.66,0.06,8.72,0.96,1.78,1.78,0.70,2.52,6.30,4.16,377.95,0.86,0.86,-4.84,-4.71,2.13,2.10
228,8.58,9.42,0.84,9.42,8.44,9.06,0.62,9.06,1.01,1.67,1.67,0.92,2.74,7.44,5.10,469.22,0.94,0.84,-4.07,-4.87,3.47,1.82
229,8.70,8.94,0.24,8.94,8.54,8.62,0.08,8.62,1.02,0.71,1.02,0.63,2.56,7.32,5.14,475.64,0.88,0.87,-3.60,-4.80,3.17,2.13
230,8.61,8.80,0.19,8.80,8.79,8.65,0.14,8.79,1.37,1.56,1.56,0.77,2.82,7.87,5.47,504.84,0.94,0.95,-4.76,-4.77,2.66,2.86
231,8.95,8.40,0.56,8.95,8.68,8.64,0.04,8.68,1.67,1.20,1.67,0.57,2.95,8.00,5.49,504.52,0.83,0.99,-4.90,-3.94,1.68,3.86
232,9.56,9.11,0.45,9.56,8.72,8.97,0.24,8.97,0.77,1.03,1.03,0.63,3.68,8.00,4.88,432.43,0.78,0.93,-4.84,-4.12,1.47,3.37
233,8.51,8.65,0.14,8.65,8.56,8.76,0.20,8.76,2.43,0.85,2.43,0.43,2.55,8.02,5.85,546.97,0.94,0.86,-3.61,-4.58,3.81,2.25
234,8.32,8.84,0.52,8.84,8.32,8.84,0.52,8.84,0.98,1.20,1.20,0.72,4.36,7.68,3.98,332.26,0.88,0.87,-5.25,-4.97,1.82,2.14
235,8.83,9.04,0.21,9.04,8.77,8.95,0.18,8.95,1.07,0.78,1.07,0.82,3.31,7.77,4.96,446.15,0.89,0.87,-4.45,-4.42,2.59,2.41
236,9.26,8.56,0.71,9.26,8.80,8.83,0.03,8.83,0.69,1.09,1.09,0.66,2.45,6.53,4.45,408.13,0.75,0.96,-4.97,-4.23,1.21,3.61
237,8.82,8.99,0.17,8.99,8.34,8.79,0.45,8.79,1.02,0.98,1.02,0.74,3.54,8.00,4.99,446.43,0.94,0.90,-5.19,-4.45,2.23,2.60
238,8.93,8.30,0.63,8.93,8.74,8.61,0.12,8.74,1.75,1.01,1.75,0.49,2.85,7.38,4.96,453.02,0.91,0.89,-5.20,-4.00,2.05,2.99
239,8.49,8.87,0.38,8.87,8.32,8.81,0.49,8.81,1.35,1.36,1.36,0.75,3.51,9.90,6.91,638.65,0.95,0.97,-3.99,-4.46,3.46,3.17
240,8.94,8.67,0.27,8.94,8.82,8.69,0.12,8.82,0.77,1.14,1.14,0.85,3.08,7.51,4.89,442.61,0.90,0.89,-4.94,-4.24,2.21,2.74
241,9.07,8.75,0.33,9.07,8.90,9.10,0.20,9.10,1.11,1.73,1.73,0.76,3.20,8.00,5.28,480.30,0.71,0.97,-4.31,-3.96,1.39,3.86
242,8.75,8.54,0.21,8.75,8.75,8.61,0.14,8.75,0.83,1.76,1.76,0.65,3.43,8.00,5.08,456.89,0.92,0.89,-4.56,-4.65,2.74,2.41
243,8.99,9.21,0.22,9.21,8.78,9.12,0.34,9.12,0.91,0.85,0.91,0.72,3.29,7.43,4.63,414.04,0.93,0.81,-4.08,-5.30,3.39,1.33
244,8.81,8.74,0.06,8.81,8.76,8.85,0.09,8.85,0.59,1.43,1.43,0.72,3.71,8.00,4.84,428.82,0.79,0.95,-4.89,-4.10,1.44,3.47
245,8.72,8.32,0.41,8.72,8.49,8.61,0.12,8.61,1.94,1.82,1.94,0.58,3.29,8.82,6.02,552.73,0.92,0.96,-4.93,-3.79,2.35,3.64
246,8.63,8.11,0.52,8.63,8.77,8.50,0.27,8.77,2.43,1.75,2.43,0.53,2.63,7.94,5.70,530.55,0.94,0.87,-4.09,-4.38,3.28,2.44
247,9.01,9.06,0.05,9.06,8.62,9.00,0.38,9.00,1.96,1.66,1.96,0.65,3.36,8.20,5.34,484.10,0.91,0.81,-3.96,-4.76,3.32,1.82
248,8.91,9.04,0.12,9.04,8.93,8.68,0.24,8.93,1.69,0.60,1.69,0.43,3.34,7.73,4.89,439.38,1.00,0.72,-4.35,-4.72,3.81,1.17
249,8.78,8.95,0.18,8.95,8.77,8.68,0.09,8.77,1.52,1.36,1.52,0.77,2.69,8.08,5.79,538.96,0.96,0.85,-3.57,-4.81,3.89,1.94
250,8.73,8.67,0.06,8.73,8.39,8.70,0.31,8.70,2.08,0.75,2.08,0.61,2.63,8.14,5.91,551.27,0.95,0.94,-4.25,-4.63,3.04,2.77
251,9.31,8.80,0.51,9.31,8.94,8.82,0.13,8.94,0.52,0.62,0.62,0.55,2.70,8.00,5.70,529.94,0.83,0.95,-4.76,-3.33,1.84,4.20
252,8.33,9.18,0.85,9.18,8.79,8.61,0.18,8.79,1.97,0.45,1.97,0.52,3.01,7.31,4.75,429.77,0.99,0.89,-5.41,-4.62,2.48,2.45
253,8.65,8.69,0.04,8.69,8.82,8.55,0.27,8.82,2.23,1.27,2.23,0.67,3.01,7.69,5.12,467.07,0.92,0.88,-4.14,-4.81,3.04,2.07
254,9.02,8.77,0.25,9.02,8.65,8.82,0.17,8.82,0.94,2.71,2.71,0.72,2.75,8.17,5.83,541.55,0.90,0.97,-4.44,-4.34,2.65,3.25
255,8.70,8.26,0.44,8.70,8.60,8.54,0.07,8.60,1.93,2.17,2.17,0.33,2.96,8.00,5.48,504.07,0.82,0.96,-5.01,-3.80,1.53,3.76
256,8.87,9.42,0.55,9.42,8.69,9.15,0.46,9.15,0.95,0.44,0.95,0.81,3.44,8.00,5.08,456.47,0.95,0.74,-3.90,-4.38,3.66,1.53
257,9.09,8.78,0.31,9.09,8.74,8.81,0.07,8.81,0.70,2.31,2.31,0.69,3.69,8.00,4.86,430.67,0.82,0.93,-4.51,-4.45,1.97,2.89
258,8.80,8.67,0.14,8.80,8.49,8.56,0.07,8.56,1.61,2.15,2.15,0.58,2.29,8.02,6.07,572.45,0.88,0.89,-4.82,-3.12,2.26,3.87
259,8.61,8.40,0.21,8.61,8.50,8.60,0.10,8.60,1.48,1.07,1.48,0.68,2.19,7.64,5.78,544.67,0.83,0.95,-4.70,-3.23,1.73,4.32
260,8.76,8.61,0.15,8.76,8.85,8.52,0.33,8.85,1.76,1.76,1.76,0.54,4.29,8.60,4.96,431.55,0.89,0.89,-4.58,-4.64,2.53,2.32
261,8.94,8.74,0.20,8.94,8.63,8.81,0.19,8.81,0.77,1.84,1.84,0.65,2.99,6.60,4.07,361.79,0.85,0.91,-5.14,-4.93,1.76,2.37
262,8.98,9.03,0.05,9.03,9.15,8.96,0.19,9.15,1.20,0.68,1.20,0.72,3.51,8.00,5.02,449.30,0.96,0.76,-4.12,-4.78,3.77,1.39
263,8.62,8.94,0.32,8.94,8.54,8.78,0.24,8.78,0.44,0.81,0.81,0.67,3.11,7.79,5.15,468.19,0.79,0.94,-4.82,-3.64,1.45,3.84
264,8.59,9.23,0.64,9.23,8.54,8.76,0.22,8.76,1.01,0.97,1.01,0.80,2.91,7.35,4.88,444.07,0.89,0.95,-4.70,-4.52,2.19,3.00
265,8.61,8.55,0.06,8.61,9.01,8.54,0.47,9.01,1.80,1.31,1.80,0.64,2.61,8.12,5.90,551.03,0.96,0.86,-4.26,-4.23,3.35,2.54
266,8.60,8.92,0.33,8.92,8.74,8.59,0.15,8.74,2.95,0.95,2.95,0.72,2.96,8.00,5.49,504.37,0.96,0.81,-3.63,-4.74,3.90,1.64
267,8.49,8.77,0.27,8.77,8.80,8.66,0.14,8.80,3.11,1.47,3.11,0.38,3.04,9.21,6.62,616.29,0.94,0.89,-3.29,-4.58,4.13,2.50
268,8.83,8.57,0.26,8.83,8.82,8.36,0.46,8.82,1.26,1.97,1.97,0.60,2.64,8.37,6.13,573.24,0.94,0.91,-4.18,-4.10,3.26,3.08
269,8.54,8.93,0.39,8.93,8.68,8.79,0.10,8.79,1.01,0.88,1.01,0.78,3.15,7.41,4.74,426.74,0.93,0.90,-5.07,-4.82,2.36,2.41
270,8.71,8.84,0.13,8.84,8.54,8.60,0.06,8.60,1.65,2.82,2.82,0.82,3.26,7.98,5.21,472.25,0.93,0.96,-4.84,-4.99,2.35,2.47
271,8.67,8.78,0.11,8.78,8.62,8.75,0.14,8.75,2.24,0.86,2.24,0.51,3.10,8.00,5.37,490.20,0.98,0.76,-4.13,-4.38,3.71,1.71
272,8.49,8.95,0.46,8.95,8.46,8.84,0.38,8.84,1.87,1.15,1.87,0.78,3.02,6.42,3.85,339.98,0.89,0.78,-5.05,-4.53,2.17,1.68
273,8.72,9.28,0.56,9.28,9.14,8.82,0.32,9.14,2.53,0.76,2.53,0.42,2.86,6.93,4.51,407.89,0.92,0.74,-4.24,-4.92,3.27,1.15
274,8.31,9.31,1.00,9.31,8.83,8.79,0.04,8.83,1.92,0.78,1.92,0.59,4.10,8.96,5.48,486.20,1.02,0.72,-3.95,-4.47,4.19,1.33
275,8.21,9.06,0.85,9.06,8.53,8.91,0.39,8.91,2.35,0.31,2.35,0.62,3.19,8.00,5.29,480.95,0.97,0.79,-3.83,-4.72,3.84,1.63
276,8.55,8.61,0.06,8.61,8.55,8.50,0.05,8.55,1.03,2.19,2.19,0.68,3.20,7.23,4.51,402.52,0.90,0.87,-5.04,-4.47,2.05,2.32
277,8.27,8.47,0.19,8.47,8.80,8.38,0.43,8.80,1.63,0.91,1.63,0.66,2.41,7.58,5.53,517.05,0.95,0.95,-3.85,-5.14,3.61,2.25
278,8.59,9.09,0.50,9.09,8.56,8.98,0.42,8.98,0.62,0.43,0.62,0.81,3.45,8.00,5.06,454.63,0.88,0.94,-4.85,-4.36,2.14,3.03
279,8.56,8.82,0.27,8.82,8.89,8.62,0.27,8.89,1.69,1.05,1.69,0.58,2.47,7.54,5.44,506.98,0.91,0.90,-4.30,-4.31,2.92,2.87
280,8.51,8.93,0.42,8.93,8.67,8.79,0.12,8.79,2.81,0.65,2.81,0.46,3.30,7.87,5.07,457.25,0.86,0.91,-4.59,-4.30,2.16,2.88
281,9.79,8.82,0.97,9.79,8.97,8.93,0.04,8.97,1.17,2.23,2.23,0.84,3.20,7.47,4.75,427.05,0.50,0.98,-3.32,-4.04,0.82,4.06
282,8.80,9.30,0.50,9.30,8.96,9.05,0.09,9.05,1.48,0.80,1.48,0.74,2.86,6.87,4.44,400.98,0.96,0.81,-4.29,-5.15,3.41,1.42
283,8.90,8.43,0.47,8.90,8.91,8.41,0.50,8.91,1.30,0.91,1.30,0.35,3.41,6.84,3.94,342.85,0.86,0.86,-5.11,-4.90,1.77,1.90
284,8.54,8.80,0.27,8.80,8.82,8.60,0.23,8.82,1.70,0.62,1.70,0.59,2.28,7.27,5.33,498.50,0.97,0.88,-4.29,-4.86,3.31,2.16
285,8.62,9.14,0.52,9.14,8.59,9.05,0.46,9.05,1.56,0.68,1.56,0.70,3.25,7.29,4.53,403.84,0.88,0.91,-4.72,-4.89,2.23,2.43
286,8.98,8.43,0.55,8.98,8.82,8.43,0.39,8.82,1.06,1.20,1.20,0.59,2.25,6.68,4.77,443.04,0.86,0.88,-4.14,-4.50,2.54,2.40
287,8.41,9.32,0.91,9.32,8.46,9.15,0.68,9.15,1.18,0.58,1.18,0.75,2.70,7.26,4.97,456.04,0.98,0.85,-4.58,-4.78,3.05,1.95
288,8.67,8.88,0.21,8.88,8.78,8.70,0.08,8.78,2.19,1.32,2.19,0.69,4.05,8.00,4.56,395.08,0.99,0.81,-4.43,-5.16,3.39,1.36
289,9.21,8.75,0.47,9.21,8.69,8.97,0.28,8.97,0.51,0.72,0.72,0.82,2.53,5.21,3.06,267.62,0.75,0.87,-5.15,-4.62,1.03,2.52
290,8.77,8.95,0.18,8.95,8.65,8.94,0.29,8.94,1.63,2.36,2.36,0.72,3.15,9.18,6.50,603.00,0.94,1.00,-4.80,-4.03,2.69,3.99
291,8.81,8.36,0.45,8.81,8.65,8.53,0.12,8.65,0.86,3.85,3.85,0.85,2.78,7.45,5.09,467.01,0.90,0.92,-4.17,-5.01,2.94,2.23
292,8.74,8.98,0.24,8.98,8.38,8.86,0.48,8.86,0.72,1.06,1.06,0.64,3.39,7.76,4.88,436.88,0.89,0.83,-3.93,-4.87,3.13,1.81
293,8.70,8.54,0.16,8.70,8.71,8.61,0.10,8.71,1.94,1.16,1.94,0.58,2.59,8.13,5.93,554.15,0.88,0.94,-4.60,-3.84,2.28,3.65
294,8.70,9.45,0.76,9.45,8.70,8.77,0.08,8.77,0.36,1.18,1.18,0.86,2.18,5.58,3.73,340.16,0.91,0.82,-4.73,-4.93,2.56,1.56
295,8.44,8.41,0.04,8.44,8.72,8.50,0.22,8.72,1.35,2.84,2.84,0.76,3.20,7.92,5.20,471.72,0.95,0.92,-4.66,-4.87,2.81,2.25
296,8.65,8.99,0.34,8.99,8.49,8.86,0.36,8.86,1.24,0.63,1.24,0.58,3.43,8.99,6.07,555.35,0.91,0.88,-4.03,-4.11,3.12,2.80
297,8.77,8.92,0.15,8.92,8.44,8.65,0.21,8.65,1.42,1.83,1.83,0.74,3.15,8.55,5.88,540.70,0.83,0.92,-4.49,-3.28,1.98,3.82
