,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,a_1,a_2,b_1,b_2,p1,p2
147,58.17,54.25,3.92,58.17,45.73,46.55,0.81,46.55,310.23,227.81,310.23,0.74,58.41,90.00,40.35,3158.58,0.69,0.85,-16.69,-23.65,18.05,19.05
148,51.63,52.45,0.82,52.45,46.70,47.80,1.10,47.80,94.56,172.37,172.37,0.82,56.21,90.00,42.22,3379.02,0.92,0.92,-26.43,-26.28,18.49,19.01
149,51.90,51.47,0.43,51.90,48.86,46.94,1.92,48.86,192.22,260.29,260.29,0.76,59.57,90.00,39.36,3042.86,0.85,0.87,-28.24,-24.77,16.67,19.23
150,51.42,50.90,0.53,51.42,47.16,45.67,1.49,47.16,109.84,252.90,252.90,0.75,54.39,86.57,40.34,3217.92,0.87,0.90,-27.97,-22.65,14.95,20.18
151,55.86,54.33,1.53,55.86,46.05,49.23,3.18,49.23,255.88,116.71,255.88,0.76,61.73,90.00,37.53,2827.17,0.90,0.88,-23.79,-32.82,20.12,13.04
152,52.49,53.91,1.42,53.91,47.76,46.33,1.43,47.76,230.58,302.98,302.98,0.25,62.39,99.59,46.56,3719.98,0.85,0.87,-26.41,-23.02,16.55,19.52
153,56.98,52.00,4.97,56.98,46.94,46.28,0.66,46.94,131.22,172.66,172.66,0.32,57.35,90.00,41.26,3265.34,0.73,0.89,-19.35,-23.12,16.22,20.05
154,53.81,50.19,3.63,53.81,48.21,46.42,1.79,48.21,214.99,251.04,251.04,0.69,56.95,90.00,41.59,3304.62,0.82,0.86,-25.41,-23.70,16.99,19.41
155,56.49,57.99,1.50,57.99,48.64,49.14,0.49,49.14,364.28,294.55,364.28,0.21,60.17,98.82,47.67,3864.31,0.86,0.90,-23.86,-30.79,19.43,16.37
156,51.16,53.69,2.54,53.69,47.01,47.82,0.82,47.82,75.52,84.11,84.11,0.87,60.73,86.95,35.33,2622.56,0.88,0.91,-26.75,-29.06,18.10,17.71
157,55.30,51.62,3.67,55.30,47.48,46.87,0.62,47.48,207.27,99.15,207.27,0.73,58.18,89.98,40.53,3180.09,0.91,0.93,-27.19,-26.17,17.68,19.08
158,59.53,63.27,3.74,63.27,46.21,46.20,0.01,46.21,401.42,244.20,401.42,0.26,52.90,92.57,47.61,3967.37,0.88,0.66,-24.00,-12.26,19.41,19.86
159,54.66,55.31,0.65,55.31,46.53,48.23,1.70,48.23,309.97,376.57,376.57,0.78,57.33,90.00,41.27,3266.74,0.88,0.86,-24.36,-27.87,19.15,15.74
160,56.06,55.46,0.60,56.06,48.34,49.17,0.83,49.17,238.76,238.27,238.76,0.73,57.90,90.00,40.79,3210.42,0.87,0.88,-27.69,-28.46,17.40,17.19
161,54.18,50.70,3.48,54.18,48.17,47.01,1.16,48.17,105.25,80.06,105.25,0.88,62.52,90.00,36.86,2747.74,0.90,0.91,-29.81,-24.59,16.07,20.54
162,50.98,49.62,1.36,50.98,48.79,48.20,0.59,48.79,341.24,274.72,341.24,0.71,64.41,96.96,42.21,3254.57,0.85,0.86,-28.40,-27.19,16.13,17.14
163,52.95,53.65,0.70,53.65,47.90,45.36,2.55,47.90,79.32,176.73,176.73,0.74,60.85,90.00,38.28,2914.73,0.89,0.87,-29.26,-21.35,15.57,20.21
164,55.36,57.13,1.77,57.13,46.41,47.49,1.08,47.49,409.76,274.69,409.76,0.79,59.57,90.00,39.36,3042.54,0.91,0.91,-24.13,-28.84,19.84,16.28
165,53.07,57.35,4.28,57.35,47.20,45.05,2.15,47.20,259.09,445.94,445.94,0.51,66.30,105.44,49.09,3914.28,0.83,0.85,-27.87,-20.16,14.26,20.23
166,49.83,50.57,0.75,50.57,45.59,44.22,1.37,45.59,220.13,205.60,220.13,0.84,56.62,92.33,44.21,3571.77,0.88,0.82,-22.96,-18.98,19.80,20.47
167,54.34,54.28,0.06,54.34,47.48,46.99,0.49,47.48,158.25,277.13,277.13,0.80,57.32,90.00,41.28,3268.05,0.86,0.89,-27.46,-23.72,16.63,20.51
168,51.77,48.51,3.27,51.77,48.14,46.10,2.03,48.14,99.11,118.29,118.29,0.55,51.64,82.29,38.40,3065.33,0.83,0.89,-25.99,-23.59,15.64,19.75
169,56.99,55.95,1.04,56.99,48.54,48.16,0.38,48.54,514.78,417.78,514.78,0.74,63.08,90.00,36.38,2691.81,0.82,0.86,-27.20,-27.29,16.34,17.34
170,55.30,57.51,2.21,57.51,43.92,43.65,0.27,43.92,311.93,463.30,463.30,0.39,52.09,90.00,45.72,3790.84,0.88,0.84,-20.60,-19.89,20.18,19.34
171,51.59,53.22,1.63,53.22,45.76,45.72,0.04,45.76,155.08,247.84,247.84,0.76,54.06,90.00,44.05,3594.02,0.89,0.89,-23.29,-22.49,19.82,20.27
172,48.02,51.00,2.98,51.00,45.45,42.83,2.62,45.45,156.96,383.76,383.76,0.67,58.36,90.09,40.48,3172.36,0.89,0.87,-25.58,-21.33,17.17,19.25
173,49.85,50.91,1.06,50.91,46.99,48.25,1.26,48.25,274.90,201.75,274.90,0.79,63.12,98.39,44.73,3526.65,0.87,0.85,-24.39,-26.49,18.62,16.87
174,49.34,52.34,3.00,52.34,47.96,49.58,1.63,49.58,136.39,107.70,136.39,0.73,64.04,87.75,33.31,2370.51,0.86,0.86,-25.84,-32.17,18.45,14.36
175,50.69,48.64,2.05,50.69,46.74,45.64,1.10,46.74,140.92,143.08,143.08,0.76,58.10,90.00,40.62,3190.36,0.91,0.90,-27.21,-23.86,17.33,18.93
176,52.90,52.37,0.54,52.90,47.77,47.07,0.70,47.77,143.73,132.39,143.73,0.74,60.06,90.00,38.95,2993.87,0.88,0.89,-28.54,-24.65,16.30,19.79
177,54.46,53.86,0.60,54.46,47.68,47.25,0.43,47.68,247.28,167.21,247.28,0.62,55.29,90.00,43.01,3471.44,0.89,0.89,-25.30,-25.94,19.17,18.52
178,51.92,53.74,1.82,53.74,46.53,47.46,0.92,47.46,156.90,133.03,156.90,0.77,58.94,90.00,39.90,3105.74,0.90,0.88,-24.26,-27.96,20.30,17.12
179,52.61,52.09,0.52,52.61,47.87,46.38,1.48,47.87,73.52,129.77,129.77,0.84,60.11,87.22,36.13,2711.01,0.91,0.90,-31.21,-22.87,15.16,21.03
180,50.81,48.74,2.07,50.81,45.13,44.98,0.14,45.13,152.38,130.82,152.38,0.79,59.93,90.00,39.06,3006.82,0.87,0.92,-25.01,-23.20,16.67,20.20
181,60.82,55.98,4.84,60.82,48.04,48.26,0.21,48.26,257.92,231.14,257.92,0.45,53.74,90.00,44.32,3626.11,0.88,0.88,-27.12,-25.33,17.32,18.52
182,52.22,55.04,2.81,55.04,46.64,46.82,0.18,46.82,125.66,192.78,192.78,0.37,56.85,90.00,41.68,3315.33,0.89,0.87,-25.16,-26.32,18.88,16.70
183,51.79,51.70,0.09,51.79,45.11,45.82,0.71,45.82,133.25,108.46,133.25,0.28,57.19,90.00,41.39,3281.11,0.88,0.90,-23.30,-25.53,18.11,17.88
184,53.51,52.30,1.21,53.51,47.64,47.41,0.23,47.64,143.32,97.71,143.32,0.67,60.56,90.00,38.52,2943.80,0.87,0.90,-26.99,-26.14,16.63,18.93
185,58.06,61.76,3.69,61.76,49.77,49.59,0.18,49.77,101.21,410.01,410.01,0.63,57.36,90.00,41.25,3264.25,0.89,0.90,-31.28,-26.06,15.44,20.17
186,53.33,53.05,0.29,53.33,48.01,47.20,0.81,48.01,93.57,188.01,188.01,0.72,61.41,90.00,37.80,2858.78,0.90,0.91,-27.76,-26.21,17.45,18.59
187,52.93,47.97,4.96,52.93,48.42,45.88,2.54,48.42,210.12,283.92,283.92,0.66,59.49,95.33,44.76,3583.70,0.82,0.87,-28.32,-20.34,14.04,21.56
188,54.05,54.32,0.27,54.32,46.96,47.69,0.73,47.69,126.69,165.82,165.82,0.83,59.94,90.00,39.05,3005.79,0.87,0.89,-25.31,-27.08,18.60,17.85
189,47.92,49.38,1.46,49.38,48.95,50.58,1.64,50.58,759.14,606.46,759.14,0.77,90.82,132.73,55.54,4191.41,0.84,0.76,-25.82,-23.93,18.71,17.29
190,51.38,51.87,0.49,51.87,47.40,49.21,1.81,49.21,246.61,184.17,246.61,0.65,62.40,96.26,43.22,3386.12,0.89,0.91,-25.37,-29.74,19.49,17.53
191,57.65,58.18,0.52,58.18,47.66,46.84,0.82,47.66,343.97,369.25,369.25,0.23,56.12,91.47,43.77,3535.15,0.89,0.86,-26.60,-24.12,17.99,17.95
192,54.94,55.81,0.88,55.81,46.71,49.39,2.68,49.39,285.98,215.57,285.98,0.65,58.34,90.00,40.41,3165.78,0.90,0.86,-24.93,-30.33,19.58,14.90
193,50.13,54.53,4.39,54.53,45.91,48.30,2.39,48.30,346.39,279.30,346.39,0.67,62.76,97.57,44.23,3481.64,0.90,0.86,-23.24,-31.50,20.32,13.32
194,54.29,52.90,1.39,54.29,46.22,45.60,0.62,46.22,81.05,72.77,81.05,0.65,57.20,88.67,40.05,3146.85,0.90,0.91,-25.18,-25.10,18.51,18.81
195,52.60,54.99,2.39,54.99,47.63,47.39,0.24,47.63,180.88,128.48,180.88,0.69,57.30,90.00,41.29,3269.94,0.89,0.80,-23.29,-22.95,21.73,18.33
196,50.27,55.06,4.79,55.06,47.09,46.67,0.42,47.09,184.15,188.07,188.07,0.68,55.72,90.00,42.64,3428.20,0.90,0.76,-25.06,-20.43,20.05,18.10
197,57.19,55.96,1.23,57.19,49.53,48.35,1.18,49.53,206.83,233.29,233.29,0.28,57.13,90.00,41.44,3286.80,0.87,0.85,-26.23,-27.95,18.65,16.28
198,56.60,52.65,3.95,56.60,45.56,45.41,0.15,45.56,234.68,182.28,234.68,0.60,59.08,90.00,39.78,3091.71,0.77,0.89,-20.48,-22.49,16.80,20.09
199,55.56,54.15,1.42,55.56,45.32,44.62,0.70,45.32,209.47,159.06,209.47,0.39,57.87,90.00,40.81,3212.57,0.91,0.89,-24.66,-23.99,18.24,18.14
200,56.50,52.99,3.52,56.50,46.66,46.03,0.63,46.66,419.05,142.61,419.05,0.77,61.08,90.00,38.08,2891.90,0.88,0.89,-26.42,-23.42,17.61,20.03
201,57.96,53.19,4.76,57.96,46.82,45.87,0.95,46.82,512.56,237.01,512.56,0.45,54.09,90.00,44.02,3590.73,0.87,0.90,-26.37,-23.95,16.54,19.29
202,54.33,50.67,3.66,54.33,49.04,47.70,1.34,49.04,273.94,173.26,273.94,0.71,58.80,88.99,39.01,3019.08,0.87,0.87,-28.59,-27.81,16.83,17.14
203,57.16,54.74,2.42,57.16,47.44,46.27,1.17,47.44,246.82,241.77,246.82,0.77,60.87,90.00,38.26,2913.26,0.86,0.90,-29.15,-23.52,14.62,20.44
204,54.04,55.97,1.93,55.97,46.60,46.50,0.10,46.60,199.24,118.49,199.24,0.23,55.57,90.00,42.76,3442.50,0.92,0.82,-24.17,-22.62,19.86,17.07
205,54.35,56.74,2.39,56.74,49.57,47.17,2.40,49.57,114.77,270.82,270.82,0.59,57.82,90.00,40.85,3218.09,0.82,0.89,-25.47,-24.52,17.00,20.45
206,55.47,55.99,0.52,55.99,45.11,44.76,0.36,45.11,169.12,337.54,337.54,0.48,53.48,90.00,44.54,3651.70,0.91,0.93,-25.29,-23.00,17.60,19.71
207,56.22,54.27,1.95,56.22,48.82,47.71,1.11,48.82,141.57,177.07,177.07,0.35,52.74,89.88,45.05,3714.03,0.79,0.90,-22.11,-26.06,18.21,19.45
208,52.96,52.24,0.72,52.96,45.22,47.84,2.62,47.84,156.45,148.90,156.45,0.82,62.73,90.00,36.68,2726.75,0.73,0.87,-19.83,-26.06,17.68,19.30
209,55.91,54.64,1.27,55.91,49.47,48.14,1.33,49.47,143.94,214.26,214.26,0.76,61.36,90.00,37.84,2863.70,0.86,0.88,-30.41,-26.21,15.13,18.97
210,50.66,52.68,2.02,52.68,46.22,46.91,0.68,46.91,238.21,212.51,238.21,0.78,58.01,90.00,40.69,3199.32,0.86,0.87,-25.62,-25.42,16.95,17.68
211,49.97,52.58,2.60,52.58,46.62,50.09,3.47,50.09,242.59,224.56,242.59,0.77,59.09,91.53,41.30,3244.08,0.90,0.84,-24.60,-30.07,19.84,13.57
212,53.20,51.55,1.66,53.20,45.20,44.54,0.66,45.20,221.22,138.76,221.22,0.70,53.92,90.00,44.17,3608.48,0.91,0.81,-22.90,-18.77,20.49,19.88
213,55.11,55.20,0.09,55.20,48.21,47.23,0.99,48.21,277.57,182.37,277.57,0.78,60.27,90.00,38.77,2973.08,0.93,0.89,-27.46,-26.38,19.89,18.72
214,53.10,49.34,3.76,53.10,47.17,43.64,3.52,47.17,355.68,563.03,563.03,0.77,67.00,101.35,44.40,3435.04,0.88,0.88,-31.20,-20.39,13.30,20.64
215,52.61,52.45,0.16,52.61,46.86,47.46,0.60,47.46,167.33,95.73,167.33,0.69,59.64,90.00,39.30,3035.67,0.89,0.86,-23.90,-27.91,19.96,16.21
216,54.31,54.52,0.22,54.52,47.60,48.46,0.86,48.46,222.44,199.69,222.44,0.68,58.80,90.00,40.02,3119.50,0.89,0.89,-25.70,-29.55,18.54,16.28
217,51.50,51.37,0.13,51.50,44.83,45.06,0.23,45.06,121.39,199.35,199.35,0.74,62.78,90.00,36.64,2722.22,0.85,0.91,-23.62,-25.04,17.18,18.62
218,55.58,53.88,1.70,55.58,46.49,43.69,2.80,46.49,468.21,213.91,468.21,0.16,52.96,95.97,50.95,4301.00,0.89,0.75,-20.27,-14.26,21.00,19.62
219,57.22,56.80,0.43,57.22,47.42,46.70,0.72,47.42,191.75,293.91,293.91,0.74,59.26,90.00,39.63,3074.45,0.88,0.88,-28.68,-22.87,15.53,19.98
220,57.71,55.91,1.80,57.71,47.53,47.21,0.32,47.53,226.39,330.19,330.19,0.79,58.14,93.79,44.37,3565.04,0.88,0.90,-27.85,-25.28,16.69,19.10
221,50.84,55.92,5.08,55.92,48.33,49.13,0.80,49.13,421.52,323.82,421.52,0.81,64.34,103.46,48.77,3912.09,0.90,0.74,-24.33,-23.17,21.27,14.97
222,52.11,51.03,1.08,52.11,44.32,42.15,2.17,44.32,119.30,46.28,119.30,0.68,50.20,82.23,39.56,3202.68,0.88,0.75,-20.45,-16.79,21.10,18.78
223,51.20,55.60,4.40,55.60,44.26,47.21,2.95,47.21,344.35,297.49,344.35,0.83,55.22,90.00,43.06,3477.71,0.86,0.86,-20.37,-27.56,20.38,15.63
224,51.06,49.53,1.53,51.06,47.18,46.07,1.11,47.18,126.75,166.38,166.38,0.72,54.22,85.22,39.13,3100.02,0.89,0.87,-27.32,-25.00,16.88,17.75
225,50.42,48.85,1.57,50.42,45.49,45.37,0.12,45.49,117.12,111.82,117.12,0.70,58.63,89.63,39.80,3100.05,0.93,0.88,-29.03,-22.45,15.85,18.98
226,52.26,55.24,2.98,55.24,47.48,47.04,0.44,47.48,66.42,128.02,128.02,0.80,62.11,90.00,37.21,2789.19,0.91,0.91,-27.02,-26.56,18.27,18.67
227,51.03,53.13,2.10,53.13,46.15,48.73,2.57,48.73,261.97,198.42,261.97,0.22,56.73,95.13,46.91,3840.23,0.88,0.83,-22.12,-25.88,20.07,15.70
228,52.51,53.87,1.36,53.87,47.17,47.67,0.50,47.67,258.78,219.66,258.78,0.82,53.21,87.29,42.06,3408.07,0.88,0.76,-25.39,-21.71,19.18,17.27
229,55.20,56.81,1.61,56.81,48.80,48.71,0.09,48.80,189.70,220.46,220.46,0.74,59.13,90.00,39.74,3086.55,0.91,0.85,-25.08,-29.83,21.22,14.96
230,54.53,52.41,2.11,54.53,47.05,46.62,0.43,47.05,295.82,269.26,295.82,0.69,56.25,91.21,43.40,3495.95,0.86,0.85,-26.27,-23.70,16.77,18.07
231,54.41,54.76,0.35,54.76,47.03,48.03,1.00,48.03,115.75,167.41,167.41,0.70,54.32,86.63,40.45,3230.60,0.82,0.89,-25.47,-24.18,16.09,20.63
232,52.83,52.51,0.31,52.83,46.22,46.09,0.13,46.22,173.82,177.70,177.70,0.73,56.84,90.00,41.69,3316.42,0.86,0.91,-25.39,-25.84,16.60,18.13
233,53.71,56.20,2.49,56.20,44.91,45.72,0.82,45.72,218.45,218.55,218.55,0.71,52.94,90.00,45.00,3705.59,0.90,0.89,-23.98,-24.86,18.32,17.38
234,51.82,50.79,1.03,51.82,46.58,47.61,1.03,47.61,130.31,80.93,130.31,0.56,47.53,77.65,37.24,3011.43,0.90,0.88,-25.91,-28.27,18.06,15.66
235,51.96,52.94,0.98,52.94,44.96,45.63,0.67,45.63,242.91,289.12,289.12,0.22,55.05,91.07,44.28,3602.38,0.84,0.85,-21.29,-24.62,18.06,16.40
236,49.31,53.36,4.05,53.36,45.18,49.06,3.88,49.06,347.78,223.45,347.78,0.53,61.68,97.55,45.12,3586.34,0.87,0.87,-20.93,-31.50,20.41,13.11
237,50.68,50.18,0.50,50.68,43.34,43.73,0.39,43.73,72.69,110.78,110.78,0.92,58.17,89.96,40.52,3179.08,0.85,0.90,-23.48,-19.52,16.84,21.70
238,57.07,54.73,2.34,57.07,45.64,47.45,1.81,47.45,263.83,309.51,309.51,0.59,57.76,94.59,45.49,3682.68,0.90,0.87,-21.91,-27.97,21.40,15.41
239,57.95,54.43,3.52,57.95,46.42,46.58,0.16,46.58,489.45,221.41,489.45,0.67,58.07,94.76,45.40,3668.96,0.90,0.83,-23.83,-23.97,20.16,17.63
240,57.13,55.33,1.80,57.13,46.67,48.65,1.97,48.65,338.50,98.70,338.50,0.54,58.11,88.52,39.13,3041.43,0.91,0.88,-22.91,-29.91,22.04,15.35
241,55.12,53.92,1.20,55.12,49.04,48.04,1.00,49.04,137.23,171.80,171.80,0.64,53.96,86.19,40.33,3223.31,0.86,0.92,-29.00,-24.95,15.18,20.93
242,52.48,54.02,1.54,54.02,45.80,45.72,0.08,45.80,88.75,187.59,187.59,0.78,60.60,90.00,38.49,2939.93,0.85,0.92,-24.34,-23.32,17.29,21.58
243,57.27,57.85,0.58,57.85,45.79,46.13,0.34,46.13,172.47,232.32,232.32,0.81,59.04,90.00,39.82,3096.46,0.79,0.91,-21.03,-24.64,17.87,19.70
244,58.00,54.04,3.96,58.00,46.65,46.31,0.34,46.65,358.30,338.40,358.30,0.54,59.39,96.65,46.17,3725.63,0.81,0.88,-21.05,-23.56,18.56,19.75
245,53.70,57.48,3.77,57.48,45.77,46.42,0.66,46.42,159.97,165.41,165.41,0.30,55.31,90.00,42.98,3468.62,0.88,0.80,-21.81,-23.24,20.53,16.26
246,49.56,46.52,3.04,49.56,47.73,46.66,1.07,47.73,115.65,98.60,115.65,0.75,55.01,81.89,35.13,2688.22,0.89,0.88,-29.28,-23.45,16.43,20.15
247,49.75,50.10,0.35,50.10,46.08,45.08,0.99,46.08,177.68,254.90,254.90,0.76,57.72,90.00,40.94,3228.40,0.90,0.89,-25.99,-24.11,18.01,18.69
248,58.99,54.32,4.67,58.99,46.62,47.19,0.56,47.19,411.45,154.84,411.45,0.66,57.77,90.00,40.90,3223.37,0.90,0.89,-26.65,-25.88,18.04,18.45
249,54.68,57.23,2.55,57.23,47.58,47.99,0.41,47.99,173.42,288.62,288.62,0.81,60.15,90.00,38.87,2985.00,0.88,0.89,-25.14,-29.35,19.53,16.51
250,47.99,51.71,3.72,51.71,47.70,49.35,1.65,49.35,295.16,356.17,356.17,0.80,66.33,101.56,45.18,3522.55,0.88,0.88,-25.29,-30.39,19.51,16.06
251,52.91,53.22,0.31,53.22,46.92,48.22,1.30,48.22,192.43,188.96,192.43,0.62,54.56,90.00,43.63,3544.24,0.86,0.89,-24.58,-25.42,17.92,18.68
252,50.73,50.14,0.60,50.73,45.45,44.50,0.95,45.45,147.03,212.84,212.84,0.80,55.41,90.00,42.90,3458.76,0.89,0.90,-23.90,-21.80,18.46,20.38
253,54.24,50.89,3.35,54.24,46.66,45.24,1.41,46.66,269.54,272.86,272.86,0.82,61.94,96.30,43.65,3435.82,0.85,0.89,-27.56,-22.09,14.92,20.94
254,62.14,61.23,0.91,62.14,47.45,47.27,0.18,47.45,338.94,261.64,338.94,0.65,58.91,90.00,39.93,3108.94,0.92,0.80,-25.04,-22.94,20.65,17.19
255,50.79,55.13,4.34,55.13,44.93,45.07,0.14,45.07,307.12,356.53,356.53,0.28,53.79,90.00,44.28,3620.62,0.88,0.85,-21.33,-25.23,20.37,16.18
256,54.56,55.92,1.37,55.92,47.65,46.91,0.74,47.65,221.99,264.07,264.07,0.80,61.24,90.00,37.94,2875.52,0.91,0.86,-28.88,-25.49,16.74,17.22
257,52.85,52.66,0.19,52.85,44.38,46.14,1.76,46.14,179.48,112.43,179.48,0.60,57.62,90.00,41.03,3238.32,0.89,0.90,-20.92,-27.43,20.63,16.14
258,52.81,54.45,1.64,54.45,47.16,45.98,1.19,47.16,76.58,174.76,174.76,0.84,57.46,90.00,41.16,3253.82,0.90,0.89,-27.25,-22.43,17.46,20.66
259,59.65,57.34,2.31,59.65,45.55,47.51,1.97,47.51,173.86,172.74,173.86,0.60,55.03,90.00,43.23,3497.22,0.67,0.88,-12.92,-25.03,20.03,19.46
260,53.26,52.58,0.68,53.26,48.39,49.45,1.06,49.45,266.48,212.33,266.48,0.72,59.95,90.00,39.05,3005.47,0.87,0.90,-27.18,-29.46,18.05,18.12
261,52.88,54.09,1.21,54.09,46.16,46.85,0.69,46.85,305.67,378.60,378.60,0.64,56.52,90.00,41.95,3347.62,0.87,0.89,-24.28,-25.48,18.62,18.14
262,53.96,56.75,2.79,56.75,46.85,43.98,2.88,46.85,68.71,71.83,71.83,0.79,55.00,88.82,42.07,3381.84,0.89,0.64,-24.66,-8.40,19.65,21.59
263,58.70,58.30,0.40,58.70,46.80,47.62,0.82,47.62,245.69,230.63,245.69,0.24,53.18,95.36,50.15,4217.52,0.67,0.86,-12.88,-24.45,19.41,18.84
264,55.58,51.15,4.43,55.58,49.02,47.33,1.69,49.02,224.36,265.23,265.23,0.63,59.01,93.81,43.65,3479.65,0.85,0.88,-28.47,-26.40,15.65,18.26
265,61.00,57.86,3.14,61.00,45.68,46.78,1.09,46.78,202.43,206.67,206.67,0.76,57.06,92.03,43.52,3496.33,0.64,0.86,-16.54,-23.65,15.55,19.60
266,54.72,55.32,0.60,55.32,44.72,45.95,1.23,45.95,360.76,522.05,522.05,0.75,56.32,90.00,42.12,3367.60,0.90,0.88,-23.71,-24.56,18.78,17.48
267,50.95,51.87,0.92,51.87,46.24,44.84,1.40,46.24,94.55,90.89,94.55,0.73,53.60,83.23,37.66,2962.20,0.84,0.85,-24.43,-21.87,17.26,19.21
268,50.83,49.93,0.89,50.83,46.62,47.28,0.66,47.28,52.91,83.52,83.52,0.82,59.03,86.75,36.57,2771.75,0.85,0.90,-24.13,-25.40,18.27,19.57
269,49.06,51.51,2.45,51.51,46.40,47.89,1.48,47.89,130.82,89.72,130.82,0.65,54.53,84.96,38.61,3043.00,0.88,0.90,-23.12,-30.38,19.51,15.29
270,54.94,51.50,3.44,54.94,44.03,44.85,0.82,44.85,110.31,95.19,110.31,0.69,54.32,89.08,42.91,3475.77,0.66,0.87,-12.31,-22.89,19.11,18.86
271,48.86,48.14,0.71,48.86,45.40,45.29,0.11,45.40,148.25,150.44,150.44,0.78,57.72,90.00,40.94,3228.26,0.85,0.91,-24.00,-24.16,17.16,19.66
272,51.59,55.66,4.07,55.66,46.18,47.95,1.77,47.95,75.52,159.49,159.49,0.75,61.12,90.00,38.05,2887.76,0.90,0.91,-24.43,-28.77,19.08,17.02
273,50.06,48.24,1.82,50.06,49.23,46.47,2.77,49.23,100.43,100.54,100.54,0.80,57.22,79.75,31.11,2253.05,0.89,0.88,-31.75,-23.89,15.31,20.12
274,47.74,53.33,5.59,53.33,45.96,47.94,1.98,47.94,111.57,108.79,111.57,0.82,54.14,80.50,34.48,2635.46,0.88,0.83,-22.32,-30.59,20.91,13.17
275,53.00,53.30,0.30,53.30,46.02,47.75,1.73,47.75,73.86,153.12,153.12,0.84,55.49,89.04,41.87,3355.00,0.80,0.90,-21.05,-24.89,19.23,20.57
276,54.70,53.51,1.19,54.70,45.41,47.45,2.04,47.45,230.62,176.66,230.62,0.87,64.80,90.00,34.92,2520.11,0.75,0.86,-20.28,-23.84,17.61,19.79
277,61.41,61.47,0.06,61.47,47.52,45.63,1.89,47.52,270.92,253.36,270.92,0.25,54.04,90.00,44.07,3596.17,0.90,0.89,-28.29,-20.94,15.46,20.66
278,51.44,54.05,2.61,54.05,45.78,45.37,0.41,45.78,343.29,136.55,343.29,0.24,57.31,91.98,43.27,3467.09,0.93,0.82,-22.85,-25.52,21.19,15.11
279,52.38,50.59,1.79,52.38,47.25,45.71,1.54,47.25,86.26,130.26,130.26,0.76,60.41,90.00,38.65,2959.19,0.90,0.89,-27.30,-24.23,17.99,19.00
280,55.54,53.52,2.02,55.54,46.62,46.93,0.31,46.93,122.40,130.76,130.76,0.70,58.06,89.63,40.28,3157.47,0.73,0.86,-19.20,-24.50,17.53,18.75
281,57.03,60.04,3.01,60.04,47.74,48.02,0.28,48.02,267.79,232.91,267.79,0.77,56.38,90.00,42.08,3362.36,0.89,0.76,-25.93,-23.69,19.71,16.11
282,50.42,53.06,2.63,53.06,47.45,50.06,2.62,50.06,154.88,98.12,154.88,0.79,60.09,90.00,38.92,2990.91,0.90,0.90,-24.54,-31.30,20.60,15.88
283,47.97,51.45,3.49,51.45,44.23,45.31,1.08,45.31,176.40,278.04,278.04,0.56,54.07,90.00,44.04,3593.21,0.88,0.88,-22.12,-25.16,18.97,16.61
284,48.15,48.67,0.52,48.67,44.88,45.71,0.83,45.71,116.34,67.26,116.34,0.82,49.01,78.69,37.03,2967.30,0.89,0.82,-22.05,-22.87,19.86,16.96
285,52.82,53.93,1.11,53.93,45.58,46.86,1.28,46.86,228.10,114.91,228.10,0.65,56.98,90.00,41.57,3301.83,0.89,0.81,-22.12,-23.11,20.45,17.59
286,52.42,55.06,2.64,55.06,43.22,42.42,0.80,43.22,407.65,290.77,407.65,0.64,56.18,90.00,42.24,3381.55,0.87,0.75,-20.90,-17.72,19.05,17.03
287,56.00,53.32,2.68,56.00,49.95,48.65,1.30,49.95,331.96,388.00,388.00,0.63,58.08,94.12,44.76,3604.40,0.87,0.86,-31.02,-24.38,15.48,19.67
288,50.01,50.44,0.42,50.44,47.61,45.89,1.71,47.61,160.23,296.95,296.95,0.71,65.10,95.02,39.68,2991.76,0.86,0.91,-30.72,-23.34,13.19,20.95
289,55.21,54.54,0.67,55.21,47.84,46.33,1.51,47.84,204.76,219.33,219.33,0.81,64.14,90.00,35.48,2586.22,0.92,0.89,-30.78,-24.94,16.52,19.31
290,54.54,53.78,0.76,54.54,48.70,49.19,0.50,49.19,288.54,224.35,288.54,0.71,57.70,90.22,41.17,3251.71,0.84,0.82,-23.75,-27.24,19.60,15.95
291,53.39,56.85,3.46,56.85,48.40,51.25,2.85,51.25,399.91,228.26,399.91,0.45,61.99,94.87,42.19,3288.71,0.89,0.84,-25.35,-34.13,19.26,10.97
292,51.50,51.15,0.35,51.50,45.77,46.91,1.15,46.91,149.05,96.76,149.05,0.34,57.27,90.00,41.32,3272.59,0.91,0.88,-22.23,-27.30,20.74,15.95
293,52.34,53.52,1.18,53.52,46.95,48.94,1.98,48.94,585.32,356.89,585.32,0.74,75.00,110.12,46.36,3511.29,0.89,0.81,-23.73,-29.12,20.33,13.11
294,52.41,51.62,0.78,52.41,47.75,46.84,0.92,47.75,131.52,183.00,183.00,0.57,54.96,90.00,43.28,3503.81,0.89,0.94,-28.22,-24.98,15.34,19.94
