,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2,p1,p2
167,9.03,9.02,0.01,9.03,9.39,9.09,0.30,9.39,1.14,1.46,1.46,0.71,10.10,14.70,6.12,460.70,6.17,4.45,2.30,3.63
168,8.92,9.44,0.52,9.44,9.18,9.26,0.08,9.26,1.60,0.67,1.60,0.84,9.48,15.81,7.75,633.17,4.56,4.71,3.77,3.79
169,8.89,8.61,0.27,8.89,8.99,8.92,0.07,8.99,0.73,1.55,1.55,0.84,9.20,15.30,7.48,609.53,4.37,4.45,3.82,3.64
170,9.17,8.57,0.60,9.17,9.35,9.10,0.24,9.35,0.59,1.37,1.37,0.94,10.10,15.04,6.46,494.19,4.86,4.94,3.71,3.65
171,8.44,8.90,0.46,8.90,8.77,9.09,0.32,9.09,1.66,1.06,1.66,0.87,9.71,16.00,7.75,629.38,4.34,4.38,3.78,3.82
172,9.01,9.38,0.37,9.38,9.17,9.20,0.03,9.20,1.45,1.54,1.54,0.93,9.55,12.66,4.54,311.17,5.24,6.35,3.26,2.34
173,8.90,8.95,0.05,8.95,9.14,9.02,0.12,9.14,1.11,1.15,1.15,0.75,11.75,15.21,5.23,346.37,5.89,6.08,2.49,2.27
174,9.47,9.15,0.32,9.47,9.35,9.17,0.18,9.35,0.72,1.16,1.16,0.67,8.70,14.64,7.24,593.69,5.03,4.48,3.44,3.93
175,8.86,8.29,0.57,8.86,8.73,8.87,0.13,8.87,1.37,1.07,1.37,0.77,10.59,16.00,7.00,540.99,5.05,4.52,3.27,3.77
176,9.16,9.23,0.07,9.23,9.15,9.19,0.04,9.19,0.35,0.90,0.90,0.86,8.64,13.63,6.28,498.69,5.84,4.47,2.46,3.78
177,9.16,8.62,0.54,9.16,9.14,8.99,0.15,9.14,1.26,1.77,1.77,0.77,7.73,12.33,5.75,459.38,6.30,4.49,2.12,3.58
178,8.47,8.46,0.01,8.47,9.04,8.93,0.11,9.04,2.43,1.85,2.43,0.92,9.20,16.00,8.18,679.71,3.96,4.19,4.45,4.11
179,9.16,9.14,0.03,9.16,9.35,9.19,0.16,9.35,0.73,0.85,0.85,0.70,9.30,14.09,6.18,478.99,5.02,5.84,3.38,2.74
180,9.28,8.62,0.66,9.28,9.20,8.95,0.26,9.20,1.62,2.13,2.13,0.73,8.90,15.24,7.67,633.77,4.61,4.98,3.82,3.50
181,8.59,8.33,0.26,8.59,8.86,8.85,0.01,8.86,0.80,1.36,1.36,0.66,10.20,15.97,7.30,576.78,4.92,4.37,3.30,3.69
182,9.13,8.97,0.15,9.13,9.19,8.92,0.27,9.19,1.36,0.56,1.36,0.89,10.35,15.83,7.03,548.01,4.46,4.76,3.85,3.74
183,8.43,8.92,0.48,8.92,8.91,9.18,0.27,9.18,1.86,1.00,1.86,0.82,9.20,14.96,7.14,575.74,4.48,4.81,3.70,3.42
184,9.03,9.41,0.38,9.41,9.26,9.21,0.05,9.26,0.91,0.58,0.91,0.85,8.17,11.18,4.24,301.73,6.25,6.24,2.36,2.34
185,9.12,8.75,0.37,9.12,8.99,8.83,0.16,8.99,1.76,1.17,1.76,0.77,9.20,16.00,8.18,680.20,4.36,4.22,3.75,3.83
186,8.96,9.44,0.48,9.44,9.01,9.45,0.44,9.45,0.92,0.67,0.92,0.87,9.99,14.23,5.73,423.07,4.52,6.32,3.81,2.20
187,8.97,9.03,0.06,9.03,9.09,9.16,0.06,9.16,1.16,0.94,1.16,0.65,8.57,15.03,7.75,646.13,4.44,4.69,3.86,3.71
188,9.42,8.69,0.73,9.42,9.04,8.78,0.25,9.04,1.11,1.44,1.44,0.55,9.04,16.00,8.31,695.61,4.34,4.35,3.85,3.87
189,9.68,9.01,0.67,9.68,9.37,9.32,0.05,9.37,1.21,0.96,1.21,0.88,11.02,14.06,4.69,303.46,6.37,5.69,2.34,2.80
190,8.79,8.88,0.09,8.88,8.89,8.61,0.29,8.89,1.18,1.33,1.33,0.96,9.68,15.64,7.42,596.64,4.46,4.26,3.86,4.03
191,9.02,9.27,0.25,9.27,9.21,9.44,0.24,9.44,1.46,1.29,1.46,0.86,9.73,14.49,6.22,476.18,4.55,6.39,3.80,2.32
192,9.33,9.10,0.22,9.33,9.21,9.16,0.05,9.21,1.07,0.77,1.07,0.65,7.99,12.60,5.81,461.38,4.84,6.05,3.71,2.54
193,9.18,9.41,0.22,9.41,9.32,9.52,0.20,9.52,0.80,0.76,0.80,0.90,10.54,16.00,7.04,545.81,5.07,4.51,3.59,4.01
194,8.52,9.11,0.59,9.11,8.96,9.14,0.19,9.14,2.32,1.22,2.32,0.81,9.27,16.00,8.12,672.61,4.30,4.48,3.92,3.81
195,8.89,9.46,0.57,9.46,9.18,9.48,0.31,9.48,1.82,2.50,2.50,0.84,10.01,15.63,7.12,562.02,4.35,6.33,3.98,2.43
196,9.13,9.22,0.09,9.22,9.15,9.02,0.13,9.15,0.55,0.55,0.55,0.78,9.67,13.89,5.67,421.40,6.19,4.38,2.30,3.74
197,9.40,8.98,0.43,9.40,8.90,9.40,0.50,9.40,0.97,0.81,0.97,0.77,10.12,13.73,5.13,360.99,6.27,5.71,2.38,2.77
198,9.17,8.73,0.44,9.17,8.99,9.11,0.12,9.11,0.81,0.94,0.94,0.86,9.60,13.97,5.81,436.76,6.28,4.36,2.26,3.95
199,8.93,9.91,0.99,9.91,9.14,9.44,0.29,9.44,2.70,1.53,2.70,0.69,9.59,16.00,7.85,641.15,4.86,4.76,3.56,3.72
200,8.63,9.00,0.37,9.00,8.82,8.96,0.14,8.96,1.67,0.91,1.67,0.69,8.48,14.65,7.45,617.54,4.32,4.28,3.83,3.83
201,8.79,8.79,0.01,8.79,9.14,8.83,0.31,9.14,1.04,0.64,1.04,0.61,7.32,10.72,4.50,340.25,6.14,6.11,2.27,2.25
202,9.32,9.06,0.26,9.32,9.32,9.15,0.18,9.32,0.69,0.96,0.96,0.80,11.41,14.66,4.96,324.94,6.05,6.29,2.43,2.41
203,8.98,9.26,0.28,9.26,9.12,9.21,0.08,9.21,1.41,1.07,1.41,0.65,8.25,13.63,6.62,538.09,4.76,5.63,3.66,2.76
204,8.99,8.76,0.23,8.99,9.15,9.09,0.07,9.15,1.16,1.37,1.37,0.72,9.48,15.56,7.50,608.23,4.48,4.98,3.72,3.30
205,8.81,8.78,0.04,8.81,9.17,8.76,0.41,9.17,1.56,1.07,1.56,0.76,8.07,14.63,7.77,656.03,4.27,4.24,3.98,3.92
206,8.65,9.21,0.56,9.21,8.76,9.03,0.26,9.03,1.76,0.77,1.76,0.65,10.63,15.66,6.62,502.88,3.93,6.13,4.02,2.36
207,9.31,9.09,0.22,9.31,9.14,9.23,0.09,9.23,1.02,0.54,1.02,0.81,8.77,13.62,6.17,485.05,4.35,5.97,3.98,2.57
208,9.21,9.40,0.20,9.40,9.18,9.44,0.26,9.44,0.57,0.99,0.99,0.91,6.60,10.09,4.48,349.25,5.41,6.29,3.15,2.33
209,9.08,8.71,0.37,9.08,8.95,8.96,0.01,8.96,1.25,1.76,1.76,0.80,8.99,12.12,4.49,313.71,6.16,6.20,2.23,2.18
210,8.65,8.77,0.12,8.77,9.15,9.02,0.14,9.15,1.02,0.74,1.02,0.77,9.20,16.00,8.18,679.86,4.27,4.03,4.01,4.19
211,8.51,8.72,0.21,8.72,8.88,9.10,0.22,9.10,2.18,1.44,2.18,0.75,9.07,15.20,7.50,613.54,4.30,4.71,3.96,3.78
212,8.45,8.34,0.11,8.45,8.85,8.70,0.16,8.85,1.76,1.74,1.76,0.66,9.51,14.75,6.66,523.69,4.36,5.34,3.63,2.64
213,8.84,8.76,0.08,8.84,9.06,8.93,0.13,9.06,1.33,0.89,1.33,0.88,9.32,15.33,7.41,601.03,4.48,4.41,3.85,3.89
214,9.04,8.99,0.05,9.04,9.16,9.14,0.01,9.16,1.27,0.78,1.27,0.71,7.82,12.73,6.08,490.80,5.48,4.70,2.89,3.54
215,8.71,9.01,0.30,9.01,8.77,9.40,0.63,9.40,0.74,2.86,2.86,0.84,9.55,16.00,7.88,645.10,4.68,4.47,3.57,3.90
216,9.01,9.37,0.36,9.37,9.22,9.44,0.22,9.44,1.65,1.48,1.65,0.70,8.76,13.55,6.11,479.08,4.67,5.96,3.59,2.55
217,9.08,9.03,0.04,9.08,9.33,9.29,0.04,9.33,1.18,0.67,1.18,0.90,9.51,13.74,5.66,423.07,6.42,4.75,2.26,3.60
218,9.35,9.13,0.22,9.35,9.42,9.11,0.31,9.42,1.16,1.01,1.16,0.77,8.68,13.13,5.75,445.21,6.54,4.58,2.18,3.68
219,8.97,9.19,0.22,9.19,9.25,9.43,0.18,9.43,1.71,0.84,1.71,0.83,8.46,12.83,5.64,437.56,6.30,4.81,2.47,3.73
220,8.76,9.45,0.69,9.45,9.10,9.26,0.16,9.26,2.01,0.96,2.01,0.62,10.66,15.13,6.08,447.66,4.70,6.48,3.42,2.11
221,9.27,9.01,0.26,9.27,9.17,9.25,0.08,9.25,0.82,1.92,1.92,0.85,8.21,14.94,7.96,673.29,4.63,4.43,3.55,3.92
222,9.10,9.20,0.09,9.20,9.48,9.42,0.06,9.48,0.85,1.22,1.22,0.80,8.58,11.72,4.42,313.26,6.42,6.18,2.33,2.46
223,9.14,9.12,0.02,9.14,9.23,9.43,0.20,9.43,0.78,1.48,1.48,0.71,8.07,14.32,7.45,624.35,4.58,4.58,3.67,3.83
224,9.12,8.86,0.26,9.12,9.34,9.27,0.07,9.34,0.79,1.15,1.15,0.84,9.36,12.94,4.98,357.45,5.49,6.47,2.98,2.37
225,8.89,8.90,0.00,8.90,9.23,9.15,0.09,9.23,1.29,1.42,1.42,0.84,7.84,14.16,7.50,632.41,4.77,4.38,3.77,3.88
226,9.06,9.24,0.17,9.24,9.41,9.29,0.12,9.41,1.08,1.25,1.25,0.84,9.86,15.80,7.41,593.49,4.53,4.86,3.97,3.67
227,8.76,9.40,0.64,9.40,8.87,9.23,0.36,9.23,1.51,1.36,1.51,0.60,10.34,15.18,6.40,484.55,4.78,6.04,3.39,2.37
228,8.82,9.29,0.47,9.29,9.30,9.31,0.01,9.31,1.12,1.65,1.65,0.87,9.37,12.77,4.80,340.01,5.23,6.24,3.12,2.49
229,8.85,9.22,0.37,9.22,9.34,9.31,0.03,9.34,1.39,0.66,1.39,0.91,9.28,13.41,5.52,412.78,4.73,6.42,3.70,2.28
230,9.10,8.63,0.46,9.10,9.08,8.85,0.24,9.08,1.55,1.84,1.84,0.87,10.02,15.71,7.20,569.36,4.73,5.00,3.60,3.22
231,8.81,9.24,0.43,9.24,9.02,9.22,0.20,9.22,0.34,0.87,0.87,0.96,8.44,13.60,6.43,516.13,5.17,4.33,3.20,3.95
232,8.58,9.04,0.46,9.04,8.91,9.01,0.10,9.01,1.49,1.18,1.49,0.71,10.02,16.00,7.48,598.13,4.96,4.75,3.30,3.37
233,9.27,8.93,0.33,9.27,9.08,8.85,0.23,9.08,1.06,0.57,1.06,0.76,6.76,9.21,3.46,244.50,6.50,6.46,2.12,2.07
234,8.32,8.96,0.64,8.96,9.01,9.23,0.22,9.23,2.89,1.13,2.89,0.78,7.79,12.53,5.91,474.36,4.58,5.97,3.62,2.49
235,9.11,8.99,0.12,9.11,9.01,9.03,0.02,9.03,1.30,0.89,1.30,0.83,10.29,12.97,4.22,267.94,6.48,6.45,2.18,2.24
236,9.31,8.48,0.83,9.31,9.34,9.02,0.31,9.34,1.33,1.50,1.50,0.62,8.93,15.37,7.77,643.49,4.61,4.41,3.76,3.75
237,8.64,9.02,0.37,9.02,8.84,8.91,0.07,8.91,2.34,0.99,2.34,0.81,9.39,16.00,8.02,660.92,4.41,4.34,3.84,3.81
238,8.99,8.95,0.04,8.99,9.29,8.98,0.31,9.29,1.45,0.79,1.45,0.60,10.64,15.58,6.53,493.68,4.60,5.90,3.68,2.51
239,8.60,8.93,0.33,8.93,8.76,9.07,0.31,9.07,2.07,1.14,2.07,0.67,6.94,11.55,5.65,460.97,5.03,5.83,3.06,2.48
240,8.96,9.53,0.57,9.53,9.22,9.31,0.10,9.31,0.94,0.67,0.94,0.80,9.08,13.80,6.09,472.82,4.51,5.93,3.84,2.71
241,9.40,9.27,0.12,9.40,9.46,9.26,0.20,9.46,1.02,0.79,1.02,0.77,8.81,14.49,7.00,567.50,4.97,4.97,3.70,3.64
242,8.95,8.95,0.00,8.95,9.24,9.00,0.25,9.24,1.31,1.30,1.31,0.63,7.11,13.70,7.66,659.13,4.47,4.26,3.76,4.03
243,9.03,9.24,0.21,9.24,8.71,9.02,0.31,9.02,1.28,0.48,1.28,0.70,8.70,13.37,5.98,467.00,4.21,6.60,3.96,2.02
244,9.43,9.09,0.34,9.43,9.25,9.25,0.00,9.25,1.72,0.98,1.72,0.88,9.65,13.18,4.98,353.52,6.19,5.37,2.39,3.17
245,9.13,8.86,0.26,9.13,9.41,9.15,0.27,9.41,1.13,0.65,1.13,0.90,10.57,15.83,6.85,525.99,4.78,4.88,3.64,3.52
246,9.49,9.33,0.16,9.49,9.30,9.50,0.20,9.50,0.99,0.36,0.99,0.87,6.80,10.71,4.92,390.13,4.97,6.41,3.54,2.41
247,9.03,8.76,0.26,9.03,9.30,9.18,0.13,9.30,1.17,1.21,1.21,0.73,8.08,14.64,7.77,656.08,4.17,4.22,3.92,4.06
248,9.19,8.65,0.54,9.19,9.31,8.82,0.49,9.31,1.09,1.14,1.14,0.84,9.55,14.58,6.47,503.37,5.33,4.79,3.15,3.54
249,8.94,9.17,0.23,9.17,9.04,9.03,0.01,9.04,0.73,0.87,0.87,0.83,7.86,14.29,7.60,642.36,4.29,4.44,3.80,3.84
250,8.65,8.77,0.12,8.77,8.87,8.80,0.07,8.87,0.91,0.68,0.91,0.91,10.21,16.00,7.32,579.19,4.34,4.50,3.70,3.67
251,8.98,9.11,0.13,9.11,9.18,9.28,0.10,9.28,1.11,1.05,1.11,0.74,8.28,12.64,5.60,435.90,4.76,6.04,3.58,2.65
252,8.91,8.60,0.31,8.91,9.23,9.01,0.22,9.23,1.11,1.14,1.14,0.84,10.03,14.99,6.47,496.43,6.18,4.18,2.53,4.16
253,8.92,8.97,0.05,8.97,9.05,9.25,0.20,9.25,0.94,0.47,0.94,0.88,9.45,14.40,6.37,495.41,5.72,4.65,2.88,3.92
254,9.01,8.70,0.31,9.01,9.06,8.90,0.17,9.06,1.19,1.51,1.51,0.83,8.94,14.56,6.96,561.48,5.46,4.43,2.81,3.84
255,8.68,8.94,0.26,8.94,9.07,9.00,0.07,9.07,1.22,1.69,1.69,0.77,8.50,14.38,7.16,588.08,4.54,4.66,3.73,3.53
256,8.82,8.64,0.18,8.82,8.94,9.21,0.27,9.21,1.21,1.73,1.73,0.89,9.40,15.07,7.08,566.70,4.68,4.44,3.51,3.86
257,8.86,9.19,0.32,9.19,8.95,8.91,0.03,8.95,1.34,1.26,1.34,0.82,10.92,15.44,6.16,452.14,4.84,6.51,3.60,2.05
258,8.91,8.77,0.14,8.91,8.90,8.98,0.09,8.98,1.36,0.80,1.36,0.80,10.35,15.91,7.12,556.29,4.72,4.54,3.54,3.67
259,8.59,8.96,0.37,8.96,8.86,9.01,0.15,9.01,1.05,0.81,1.05,0.76,9.90,14.40,5.99,450.43,4.56,6.28,3.61,2.16
260,9.16,9.17,0.01,9.17,9.04,9.21,0.17,9.21,0.69,0.34,0.69,0.96,9.94,14.52,6.07,457.89,4.93,5.20,3.54,3.17
261,9.19,9.17,0.02,9.19,9.16,9.25,0.10,9.25,1.01,0.87,1.01,0.81,8.45,11.64,4.45,318.29,6.49,6.07,2.07,2.50
262,8.37,8.59,0.22,8.59,8.77,8.76,0.00,8.77,1.08,1.88,1.88,0.63,10.20,16.00,7.33,580.32,4.65,4.51,3.41,3.53
263,9.36,9.06,0.30,9.36,9.43,9.21,0.22,9.43,0.53,0.97,0.97,0.78,8.10,14.37,7.49,627.04,4.14,4.74,4.12,3.59
264,8.81,8.64,0.17,8.81,8.91,8.98,0.08,8.98,1.19,1.06,1.19,0.75,9.65,15.62,7.42,597.60,4.59,5.17,3.72,3.08
265,8.71,8.69,0.02,8.71,8.89,9.29,0.40,9.29,0.91,1.73,1.73,0.85,10.39,16.00,7.17,561.30,4.38,4.55,3.88,3.77
266,9.25,8.24,1.01,9.25,9.13,8.80,0.33,9.13,1.19,3.15,3.15,0.59,10.26,16.00,7.28,573.74,5.93,4.38,2.43,3.67
267,8.98,8.78,0.20,8.98,9.29,9.04,0.24,9.29,0.59,1.81,1.81,0.90,9.65,14.14,5.94,449.43,6.03,4.47,2.49,3.85
268,9.07,9.13,0.05,9.13,9.07,9.14,0.07,9.14,1.18,1.81,1.81,0.79,9.86,15.17,6.79,530.96,5.65,4.54,2.60,3.59
269,8.88,8.83,0.05,8.88,8.95,9.03,0.08,9.03,1.27,0.86,1.27,0.85,10.05,15.90,7.36,585.23,4.48,4.29,3.82,3.83
270,9.52,9.41,0.11,9.52,9.26,9.42,0.16,9.42,0.71,0.66,0.71,0.91,6.59,11.05,5.45,445.97,6.15,4.91,2.50,3.59
271,9.03,8.73,0.29,9.03,9.06,9.01,0.05,9.06,0.87,1.30,1.30,0.81,7.14,11.65,5.58,451.14,6.32,4.54,2.21,3.77
272,9.06,8.81,0.25,9.06,9.03,9.10,0.07,9.10,1.00,0.89,1.00,0.95,9.09,14.55,6.82,545.22,4.99,4.47,3.40,3.76
273,8.75,8.86,0.11,8.86,9.14,9.14,0.01,9.14,1.61,0.78,1.61,0.65,8.58,14.10,6.81,552.34,4.61,5.11,3.68,3.17
274,9.05,9.05,0.00,9.05,9.19,9.14,0.06,9.19,0.76,0.71,0.76,0.82,7.59,11.74,5.29,415.38,4.96,6.36,3.37,2.30
275,9.23,9.13,0.11,9.23,9.26,9.16,0.10,9.26,0.95,1.52,1.52,0.89,8.69,14.04,6.65,534.72,4.80,4.77,3.62,3.58
276,8.87,9.13,0.25,9.13,9.04,9.19,0.15,9.19,0.76,1.78,1.78,0.83,10.62,15.94,6.91,531.58,5.44,4.37,3.11,4.06
277,9.30,9.16,0.14,9.30,9.25,9.51,0.26,9.51,1.14,0.59,1.14,0.88,9.65,13.70,5.50,405.39,5.59,6.23,2.93,2.49
278,9.26,9.06,0.20,9.26,9.51,8.97,0.54,9.51,1.03,0.79,1.03,0.71,7.98,12.00,5.22,402.05,5.01,6.40,3.52,2.34
279,8.87,9.26,0.40,9.26,9.13,9.54,0.41,9.54,1.07,0.81,1.07,0.81,8.46,13.21,6.01,474.54,4.21,6.52,4.00,2.27
280,8.69,9.02,0.33,9.02,9.17,9.16,0.01,9.17,1.38,0.78,1.38,0.72,7.61,13.40,6.93,579.26,4.79,4.44,3.60,3.78
281,9.17,9.05,0.11,9.17,9.32,8.90,0.43,9.32,0.95,0.91,0.95,0.74,9.50,16.00,7.93,650.15,4.39,4.26,3.96,3.91
282,9.59,8.96,0.63,9.59,9.52,9.30,0.22,9.52,0.98,1.34,1.34,0.91,7.71,12.36,5.81,465.14,6.50,4.67,2.33,3.79
283,8.98,8.76,0.22,8.98,9.00,8.88,0.12,9.00,0.69,1.35,1.35,0.86,7.12,12.88,6.83,575.75,4.03,4.19,4.11,3.83
284,8.83,8.56,0.27,8.83,8.91,9.04,0.13,9.04,1.54,1.22,1.54,0.85,8.40,14.85,7.71,644.67,4.20,4.43,3.95,3.78
285,9.27,8.92,0.35,9.27,9.28,8.99,0.30,9.28,0.70,0.80,0.80,0.85,9.53,14.03,5.93,449.87,6.49,4.57,2.23,3.76
286,8.73,8.63,0.10,8.73,9.01,9.10,0.09,9.10,1.64,1.37,1.64,0.73,8.83,16.00,8.49,716.98,4.17,4.33,4.10,3.94
287,8.72,8.91,0.19,8.91,8.84,9.06,0.22,9.06,0.47,0.77,0.77,0.90,8.36,13.78,6.67,541.47,4.69,4.25,3.62,4.09
288,9.02,9.02,0.00,9.02,9.00,9.42,0.42,9.42,1.57,1.06,1.57,0.94,8.81,14.19,6.70,538.12,4.93,4.77,3.54,3.71
289,9.36,8.87,0.50,9.36,9.45,9.24,0.21,9.45,0.75,1.31,1.31,0.85,8.74,14.35,6.92,561.02,4.84,4.74,3.62,3.64
290,9.37,9.09,0.29,9.37,9.41,9.35,0.06,9.41,0.57,0.44,0.57,0.84,7.99,13.73,6.94,574.37,4.77,5.01,3.69,3.41
291,8.96,8.81,0.15,8.96,9.05,8.81,0.24,9.05,1.88,1.23,1.88,0.74,9.26,15.19,7.32,592.97,5.29,4.59,3.20,3.76
292,8.99,9.27,0.28,9.27,9.04,9.18,0.14,9.18,0.64,1.64,1.64,0.79,7.90,12.37,5.66,447.43,4.27,6.15,4.11,2.50
293,9.01,8.75,0.27,9.01,9.23,9.18,0.04,9.23,0.70,1.31,1.31,0.85,10.22,15.74,7.05,552.15,4.62,4.88,3.92,3.72
294,9.68,9.60,0.08,9.68,9.46,9.65,0.20,9.65,0.85,1.08,1.08,0.83,10.67,14.58,5.51,390.94,4.78,6.59,3.88,2.38
295,8.46,9.29,0.83,9.29,8.92,9.41,0.50,9.41,1.91,1.73,1.91,0.66,8.94,13.34,5.74,439.99,5.00,6.48,3.13,2.16
296,8.97,8.75,0.22,8.97,9.25,9.27,0.01,9.27,1.17,2.00,2.00,0.75,6.85,12.56,6.74,571.12,5.00,4.37,3.41,3.79
297,9.08,8.95,0.13,9.08,9.11,9.03,0.08,9.11,1.27,0.79,1.27,0.49,7.34,11.14,4.90,379.76,5.89,5.82,2.43,2.32
298,9.44,9.42,0.02,9.44,9.35,9.20,0.16,9.35,0.61,1.73,1.73,0.83,9.89,13.25,4.84,335.41,6.50,5.14,2.29,3.30
299,9.22,8.44,0.78,9.22,9.19,9.08,0.12,9.19,1.06,1.23,1.23,0.88,9.39,14.41,6.42,501.51,4.77,4.49,3.62,3.78
300,8.84,8.86,0.02,8.86,9.20,9.19,0.02,9.20,1.26,2.17,2.17,0.84,7.50,14.01,7.63,650.80,4.27,4.25,3.88,3.89
301,8.97,9.10,0.12,9.10,8.97,9.27,0.30,9.27,0.90,0.92,0.92,0.85,8.85,13.68,6.16,483.17,4.62,5.55,3.71,2.92
302,8.88,9.30,0.42,9.30,9.11,9.08,0.03,9.11,1.28,0.98,1.28,0.77,8.30,14.51,7.46,621.57,4.47,4.58,3.68,3.83
303,8.71,8.95,0.24,8.95,9.02,9.02,0.00,9.02,1.92,1.72,1.92,0.71,8.20,13.53,6.56,532.47,5.04,4.39,3.30,3.88
304,9.32,9.11,0.22,9.32,9.19,9.28,0.09,9.28,1.10,1.12,1.12,0.85,8.52,14.24,6.99,571.28,4.76,4.67,3.67,3.79
305,9.24,8.67,0.57,9.24,9.24,8.97,0.27,9.24,1.13,1.09,1.13,0.62,6.19,12.51,7.25,632.03,4.62,4.30,3.75,3.99
306,9.04,8.75,0.28,9.04,8.98,8.74,0.24,8.98,1.14,1.79,1.79,0.70,8.30,13.61,6.55,530.07,5.85,4.12,2.20,3.71
307,9.13,9.79,0.67,9.79,9.48,9.70,0.22,9.70,0.82,0.98,0.98,0.92,8.64,11.50,4.15,285.62,5.94,6.59,2.62,2.16
308,9.29,9.07,0.21,9.29,9.44,9.26,0.18,9.44,0.79,1.31,1.31,0.81,10.31,15.81,7.05,550.25,4.62,5.13,3.87,3.35
309,9.18,8.77,0.41,9.18,9.20,8.94,0.26,9.20,0.69,1.02,1.02,0.80,7.87,13.27,6.59,540.60,4.89,4.90,3.68,3.52
310,9.21,9.06,0.15,9.21,9.16,9.21,0.04,9.21,0.80,2.05,2.05,0.74,9.19,15.87,8.06,668.14,4.79,4.42,3.59,4.00
311,8.86,8.87,0.01,8.87,9.11,8.87,0.24,9.11,1.45,1.10,1.45,0.67,8.71,15.25,7.84,653.24,4.44,4.52,3.66,3.67
312,8.70,9.41,0.71,9.41,8.90,9.35,0.45,9.35,1.60,1.47,1.60,0.75,10.48,16.00,7.09,551.92,4.22,6.03,4.02,2.50
313,9.20,9.47,0.27,9.47,9.41,9.41,0.00,9.41,0.88,1.13,1.13,0.86,9.60,14.24,6.08,464.17,4.56,6.06,3.89,2.63
314,9.56,9.74,0.18,9.74,9.51,10.00,0.49,10.00,0.94,0.82,0.94,0.87,9.15,12.84,5.06,369.26,5.61,6.55,3.22,2.42
315,8.81,8.30,0.50,8.81,9.15,8.77,0.38,9.15,1.75,1.26,1.75,0.78,8.24,14.71,7.70,646.56,4.21,4.35,4.06,3.79
316,8.66,8.93,0.27,8.93,9.05,9.12,0.08,9.12,1.29,0.82,1.29,0.82,9.42,14.52,6.52,510.31,4.47,5.39,3.85,2.96
317,9.08,9.49,0.40,9.49,9.21,9.32,0.10,9.32,1.14,0.66,1.14,0.78,7.86,13.34,6.67,548.82,4.50,5.30,3.76,3.14
318,9.29,8.16,1.13,9.29,9.33,8.76,0.57,9.33,1.03,3.07,3.07,0.80,9.72,15.95,7.69,623.10,4.64,4.19,3.65,3.87
319,9.15,8.57,0.58,9.15,9.27,8.93,0.33,9.27,0.91,1.54,1.54,0.73,9.60,16.00,7.84,639.96,4.45,4.44,3.76,3.78
320,8.33,8.64,0.31,8.64,9.16,9.04,0.12,9.16,3.08,2.26,3.08,0.60,9.46,15.93,7.89,646.65,4.66,4.35,3.70,3.97
321,9.25,9.07,0.18,9.25,9.30,9.38,0.09,9.38,1.68,2.02,2.02,0.71,10.75,16.00,6.86,524.61,4.52,6.41,3.94,2.42
322,9.22,9.39,0.17,9.39,9.11,9.38,0.27,9.38,1.44,0.66,1.44,0.89,8.43,12.69,5.52,425.96,6.19,4.76,2.49,3.62
323,8.84,9.33,0.49,9.33,8.90,9.05,0.15,9.05,1.22,1.35,1.35,0.58,9.10,14.05,6.31,494.76,4.52,6.08,3.51,2.33
324,8.94,8.83,0.11,8.94,9.18,9.24,0.06,9.24,1.24,1.42,1.42,0.83,8.42,14.58,7.42,615.70,5.10,4.02,3.37,4.26
325,9.50,9.15,0.34,9.50,9.63,9.37,0.27,9.63,0.49,1.02,1.02,0.77,11.54,15.52,5.71,397.62,6.44,5.20,2.40,3.34
326,8.57,8.78,0.21,8.78,8.72,8.85,0.13,8.85,1.51,1.51,1.51,0.70,10.32,16.00,7.23,567.84,4.28,5.09,3.90,3.12
327,8.93,8.92,0.01,8.93,8.97,9.00,0.03,9.00,1.75,0.87,1.75,0.74,7.99,14.44,7.64,644.56,4.32,4.52,3.76,3.85
328,8.68,8.84,0.16,8.84,8.85,9.05,0.20,9.05,0.61,1.18,1.18,0.84,9.29,15.22,7.32,593.15,4.58,4.65,3.59,3.66
329,8.73,8.94,0.21,8.94,9.03,8.75,0.28,9.03,0.86,1.30,1.30,0.71,9.04,15.01,7.33,597.17,5.12,4.32,3.13,3.85
330,9.25,8.75,0.50,9.25,9.29,8.96,0.33,9.29,1.24,0.58,1.24,0.76,10.46,16.00,7.11,553.53,4.73,4.51,3.57,3.64
331,9.16,9.13,0.04,9.16,9.14,9.41,0.27,9.41,0.78,1.34,1.34,0.83,9.03,12.72,5.05,369.15,6.09,5.60,2.40,2.89
332,8.83,8.89,0.07,8.89,9.03,9.26,0.23,9.26,1.82,1.50,1.82,0.78,9.00,15.31,7.67,631.66,4.23,4.72,3.91,3.63
333,9.05,9.06,0.01,9.06,9.28,9.08,0.20,9.28,0.77,0.58,0.77,0.89,8.07,13.29,6.43,522.07,4.86,4.69,3.52,3.68
334,9.13,9.44,0.31,9.44,9.00,9.39,0.39,9.39,1.60,0.75,1.60,0.83,6.94,11.85,5.95,491.02,4.53,6.04,3.82,2.56
