,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
171,6.21,6.17,0.04,6.21,6.12,6.03,0.09,6.12,5.25,5.12,0.13,0.00,6.79,11.51,5.06,0.80,0.81,-3.80,-3.78
172,5.65,5.92,0.27,5.92,5.50,5.54,0.03,5.54,4.54,4.61,0.07,0.01,9.72,15.31,6.07,0.88,0.83,-3.67,-3.39
173,7.32,7.33,0.01,7.33,6.85,6.92,0.07,6.92,5.99,5.87,0.12,0.08,8.34,12.41,4.49,0.84,0.80,-4.78,-4.29
174,5.76,5.26,0.50,5.76,5.46,5.31,0.15,5.46,4.47,4.49,0.02,0.00,6.75,13.03,6.62,0.80,0.85,-3.01,-3.38
175,6.28,6.20,0.08,6.28,6.15,6.00,0.16,6.15,5.20,5.12,0.08,0.01,6.16,10.33,4.48,0.80,0.77,-3.82,-3.63
176,6.18,7.01,0.83,7.01,6.04,6.52,0.48,6.52,5.25,5.42,0.16,0.01,10.02,15.23,5.71,0.84,0.79,-4.16,-3.85
177,6.52,6.50,0.02,6.52,6.32,6.50,0.17,6.50,5.55,5.33,0.22,0.04,7.90,11.85,4.35,0.80,0.77,-4.01,-3.77
178,5.66,5.31,0.35,5.66,5.71,5.46,0.24,5.71,4.61,4.43,0.18,0.00,9.69,15.72,6.52,0.89,0.86,-3.83,-3.47
179,6.45,7.33,0.88,7.33,6.35,6.58,0.23,6.58,5.37,5.54,0.18,0.05,7.82,11.80,4.38,0.81,0.76,-4.09,-3.70
180,5.95,5.73,0.22,5.95,5.80,5.95,0.15,5.95,5.02,4.90,0.12,0.00,6.69,11.75,5.39,0.85,0.84,-3.80,-3.71
181,6.15,5.75,0.41,6.15,5.91,5.62,0.28,5.91,4.97,4.82,0.15,0.00,8.51,13.75,5.66,0.85,0.81,-3.82,-3.42
182,6.68,6.02,0.66,6.68,6.10,5.88,0.22,6.10,5.07,4.92,0.15,0.01,9.25,14.03,5.24,0.78,0.81,-3.57,-3.67
183,5.98,6.41,0.43,6.41,6.06,6.14,0.08,6.14,5.17,5.28,0.12,0.01,9.05,13.83,5.23,0.87,0.81,-4.32,-3.86
184,5.78,5.69,0.08,5.78,5.46,5.28,0.18,5.46,4.55,4.33,0.22,0.00,7.45,13.47,6.39,0.82,0.81,-3.14,-3.04
185,6.34,5.59,0.75,6.34,5.76,5.43,0.32,5.76,4.65,4.49,0.16,0.01,7.81,13.83,6.41,0.79,0.82,-2.98,-3.15
186,6.17,6.13,0.04,6.17,6.09,5.56,0.53,6.09,5.05,4.98,0.07,0.00,6.44,11.56,5.44,0.84,0.82,-3.93,-3.64
187,6.50,6.23,0.27,6.50,6.09,6.31,0.21,6.31,5.10,5.41,0.31,0.00,5.63,10.58,5.24,0.77,0.84,-3.41,-4.17
188,7.09,7.34,0.25,7.34,6.78,6.97,0.18,6.97,5.80,5.91,0.12,0.02,6.39,10.05,3.98,0.71,0.74,-3.70,-3.90
189,6.04,5.95,0.09,6.04,5.87,5.92,0.06,5.92,4.90,4.94,0.04,0.00,7.70,13.03,5.72,0.87,0.81,-4.00,-3.54
190,5.83,5.61,0.22,5.83,5.52,5.39,0.13,5.52,4.73,4.44,0.29,0.00,7.03,13.27,6.59,0.91,0.78,-3.85,-2.73
191,6.18,6.09,0.08,6.18,5.86,6.18,0.32,6.18,4.89,5.22,0.33,0.01,6.89,11.58,5.03,0.83,0.83,-3.88,-3.94
192,5.76,6.01,0.25,6.01,5.85,5.92,0.07,5.92,4.95,4.90,0.06,0.01,7.72,12.27,4.94,0.84,0.86,-3.99,-4.11
193,6.61,7.05,0.44,7.05,6.44,6.72,0.28,6.72,5.37,5.56,0.19,0.08,5.99,9.35,3.66,0.82,0.74,-4.28,-3.87
194,5.49,5.31,0.18,5.49,5.07,5.56,0.49,5.56,4.30,4.73,0.42,0.01,7.64,13.77,6.51,0.80,0.83,-2.99,-3.16
195,6.01,6.08,0.07,6.08,5.82,5.97,0.15,5.97,4.72,4.99,0.27,0.03,11.22,16.00,5.34,0.87,0.84,-3.97,-3.85
196,5.65,5.37,0.27,5.65,5.17,5.26,0.09,5.26,4.60,4.56,0.05,0.00,7.76,13.86,6.48,0.83,0.87,-3.27,-3.61
197,5.43,5.59,0.16,5.59,5.13,5.17,0.04,5.17,4.35,4.19,0.16,0.01,9.27,16.00,7.20,0.83,0.80,-3.06,-2.60
198,6.20,6.07,0.13,6.20,5.87,6.00,0.12,6.00,4.83,5.08,0.25,0.01,8.77,13.73,5.39,0.79,0.82,-3.39,-3.75
199,4.99,5.70,0.72,5.70,5.26,5.48,0.22,5.48,4.40,4.63,0.24,0.00,9.28,14.67,5.85,0.89,0.83,-3.79,-3.45
200,7.00,7.63,0.63,7.63,6.78,6.96,0.19,6.96,5.71,5.88,0.17,0.05,4.88,8.05,3.41,0.76,0.72,-4.24,-3.92
201,6.62,6.41,0.21,6.62,6.23,6.41,0.18,6.41,5.25,5.20,0.04,0.08,7.52,11.58,4.44,0.81,0.82,-4.00,-4.08
202,5.79,5.97,0.17,5.97,5.73,5.77,0.04,5.77,4.70,4.80,0.10,0.00,6.77,12.15,5.72,0.85,0.86,-3.67,-3.74
203,6.63,6.67,0.05,6.67,6.18,6.24,0.06,6.24,5.32,5.26,0.06,0.03,7.80,12.20,4.79,0.79,0.80,-3.81,-3.99
204,5.63,6.42,0.79,6.42,5.74,6.20,0.46,6.20,4.77,5.26,0.49,0.03,9.54,14.42,5.36,0.80,0.85,-3.55,-4.21
205,6.82,6.09,0.73,6.82,6.48,6.16,0.32,6.48,5.27,5.30,0.02,0.00,8.01,13.40,5.79,0.86,0.87,-4.23,-4.30
206,5.91,6.33,0.43,6.33,5.89,6.07,0.18,6.07,5.03,5.05,0.01,0.00,10.88,16.00,5.66,0.86,0.82,-3.89,-3.65
207,6.74,6.46,0.28,6.74,6.07,5.93,0.14,6.07,5.31,5.12,0.19,0.07,6.77,10.54,4.11,0.83,0.77,-4.05,-3.52
208,6.77,6.65,0.12,6.77,6.44,6.40,0.04,6.44,5.26,5.00,0.26,0.00,6.46,11.05,4.91,0.80,0.72,-3.70,-2.92
209,6.84,6.63,0.22,6.84,6.42,6.11,0.31,6.42,5.47,5.11,0.37,0.02,6.58,11.17,4.92,0.81,0.81,-3.97,-3.85
210,5.49,5.51,0.01,5.51,5.38,5.45,0.08,5.45,4.51,4.50,0.01,0.00,8.65,15.25,7.03,0.80,0.88,-2.80,-3.50
211,5.74,5.46,0.28,5.74,5.38,5.43,0.05,5.43,4.36,4.48,0.12,0.00,6.93,12.87,6.29,0.82,0.86,-3.03,-3.32
212,6.73,7.10,0.36,7.10,6.51,6.73,0.22,6.73,5.62,5.66,0.03,0.03,8.69,12.35,4.09,0.84,0.78,-4.53,-4.02
213,6.65,6.75,0.10,6.75,6.64,6.29,0.34,6.64,5.60,5.48,0.12,0.01,8.95,13.53,5.03,0.85,0.80,-4.45,-3.84
214,6.39,6.63,0.23,6.63,5.88,6.04,0.16,6.04,5.00,4.98,0.02,0.03,6.95,12.01,5.41,0.81,0.81,-3.52,-3.62
215,5.45,5.17,0.28,5.45,5.30,5.24,0.06,5.30,4.30,4.22,0.08,0.00,6.83,13.06,6.57,0.82,0.87,-2.99,-3.42
216,6.18,6.04,0.14,6.18,5.82,5.97,0.15,5.97,4.99,5.14,0.14,0.01,9.62,15.19,6.05,0.79,0.83,-3.46,-3.67
217,6.59,6.71,0.12,6.71,6.01,6.48,0.48,6.48,5.19,5.54,0.34,0.05,6.32,10.48,4.47,0.72,0.80,-3.35,-4.04
218,5.82,5.77,0.06,5.82,5.53,5.49,0.04,5.53,4.58,4.78,0.19,0.00,10.01,16.00,6.49,0.87,0.85,-3.68,-3.49
219,7.34,7.11,0.23,7.34,6.95,6.75,0.20,6.95,5.92,5.72,0.19,0.02,7.13,10.64,3.87,0.80,0.76,-4.50,-4.12
220,6.21,5.42,0.79,6.21,5.83,5.46,0.37,5.83,5.06,4.71,0.35,0.00,10.95,15.76,5.36,0.85,0.84,-3.85,-3.72
221,7.35,7.38,0.03,7.38,7.17,6.96,0.21,7.17,5.89,5.87,0.02,0.05,9.62,13.36,4.23,0.73,0.70,-3.77,-3.60
222,6.99,7.26,0.27,7.26,6.77,6.86,0.09,6.86,5.75,6.05,0.30,0.05,10.28,13.73,3.97,0.75,0.77,-3.93,-4.16
223,6.35,6.19,0.16,6.35,6.06,5.84,0.22,6.06,5.02,5.01,0.00,0.00,6.69,11.73,5.37,0.74,0.81,-3.26,-3.89
224,6.34,6.01,0.33,6.34,6.05,5.93,0.12,6.05,5.20,4.93,0.27,0.00,10.55,15.49,5.46,0.86,0.83,-4.12,-3.76
225,6.94,6.24,0.69,6.94,6.30,5.93,0.36,6.30,5.41,5.06,0.35,0.01,7.46,12.18,5.08,0.77,0.76,-3.57,-3.42
226,5.20,5.06,0.14,5.20,5.05,4.97,0.08,5.05,4.26,4.08,0.19,0.00,8.26,14.48,6.63,0.86,0.85,-3.32,-3.23
227,6.45,6.29,0.16,6.45,6.19,6.16,0.04,6.19,5.23,5.18,0.05,0.00,10.11,14.80,5.19,0.83,0.83,-4.06,-3.94
228,5.83,6.34,0.51,6.34,5.79,6.36,0.57,6.36,4.89,5.30,0.40,0.00,9.80,15.25,5.94,0.84,0.78,-3.74,-3.35
229,5.33,5.28,0.05,5.33,5.06,5.30,0.24,5.30,4.20,4.39,0.18,0.00,9.71,15.65,6.42,0.79,0.89,-2.85,-3.61
230,7.36,7.31,0.04,7.36,7.07,7.12,0.06,7.12,5.82,5.94,0.12,0.08,7.29,10.61,3.68,0.70,0.78,-3.76,-4.43
231,7.36,7.43,0.08,7.43,6.80,6.84,0.04,6.84,5.84,5.76,0.08,0.14,9.05,11.82,3.23,0.73,0.73,-4.14,-4.09
232,5.89,6.16,0.27,6.16,5.62,5.71,0.10,5.71,4.73,4.80,0.07,0.00,5.88,11.14,5.55,0.81,0.80,-3.29,-3.34
233,6.34,5.44,0.90,6.34,6.07,5.45,0.62,6.07,4.89,4.51,0.38,0.01,9.94,15.68,6.24,0.82,0.81,-3.30,-3.18
234,7.30,7.95,0.66,7.95,6.95,7.19,0.25,7.19,5.82,6.06,0.24,0.12,5.47,8.03,2.83,0.72,0.72,-3.97,-4.09
235,5.24,5.53,0.29,5.53,5.18,5.22,0.04,5.22,4.38,4.58,0.20,0.01,6.82,12.61,6.13,0.87,0.83,-3.57,-3.28
236,7.12,7.68,0.56,7.68,6.92,7.36,0.45,7.36,5.90,5.99,0.09,0.14,6.17,9.09,3.22,0.79,0.79,-4.56,-4.73
237,7.20,6.90,0.30,7.20,6.96,6.76,0.19,6.96,5.70,5.52,0.17,0.02,8.24,12.28,4.45,0.75,0.82,-3.88,-4.32
238,6.78,6.90,0.12,6.90,6.34,6.66,0.32,6.66,5.24,5.40,0.16,0.04,7.06,11.06,4.36,0.71,0.79,-3.35,-4.21
239,6.59,6.60,0.01,6.60,6.37,6.19,0.18,6.37,5.40,5.40,0.00,0.01,7.69,12.37,5.06,0.81,0.81,-4.02,-3.97
240,6.29,5.89,0.40,6.29,6.09,5.94,0.15,6.09,5.18,5.12,0.06,0.00,6.99,12.21,5.57,0.82,0.79,-3.74,-3.40
241,6.92,6.96,0.03,6.96,6.25,6.43,0.18,6.43,5.36,5.64,0.28,0.08,7.09,11.02,4.28,0.80,0.85,-4.17,-4.56
242,6.59,6.51,0.08,6.59,6.49,6.29,0.20,6.49,5.44,5.23,0.21,0.01,7.40,11.84,4.80,0.79,0.81,-3.77,-4.01
243,5.22,5.74,0.52,5.74,5.24,5.52,0.29,5.52,4.26,4.72,0.45,0.00,8.21,13.88,6.09,0.82,0.89,-3.20,-3.86
244,7.39,7.18,0.21,7.39,6.91,6.87,0.04,6.91,5.85,5.75,0.10,0.06,5.66,8.81,3.43,0.77,0.74,-4.29,-4.14
245,6.25,6.34,0.09,6.34,6.02,6.35,0.33,6.35,5.16,5.26,0.10,0.01,7.14,11.81,5.03,0.80,0.80,-3.80,-3.80
246,6.46,6.68,0.21,6.68,6.45,6.37,0.08,6.45,5.44,5.42,0.02,0.00,6.23,10.68,4.76,0.80,0.74,-3.88,-3.43
247,5.44,5.48,0.05,5.48,5.27,5.51,0.24,5.51,4.40,4.46,0.07,0.00,6.82,13.04,6.57,0.82,0.76,-3.19,-2.72
248,5.91,5.53,0.38,5.91,5.50,5.32,0.18,5.50,4.67,4.51,0.16,0.00,6.65,12.67,6.35,0.83,0.82,-3.40,-3.27
249,7.45,7.16,0.29,7.45,7.29,6.90,0.40,7.29,6.27,5.72,0.56,0.02,6.42,9.55,3.45,0.70,0.73,-3.86,-4.06
250,5.60,5.44,0.16,5.60,5.43,5.43,0.00,5.43,4.64,4.48,0.17,0.00,9.64,14.66,5.50,0.87,0.83,-3.74,-3.50
251,5.12,5.09,0.03,5.12,4.77,5.07,0.30,5.07,4.03,4.18,0.15,0.00,7.42,13.98,6.94,0.83,0.86,-2.98,-3.09
252,6.34,6.32,0.02,6.34,6.18,5.92,0.26,6.18,5.08,4.89,0.20,0.00,7.56,12.40,5.22,0.80,0.87,-3.58,-4.13
253,5.36,5.25,0.11,5.36,5.42,5.22,0.20,5.42,4.58,4.41,0.17,0.00,6.68,12.28,5.93,0.88,0.84,-3.65,-3.19
254,5.50,5.76,0.26,5.76,5.36,5.47,0.11,5.47,4.68,4.60,0.07,0.00,8.39,14.60,6.63,0.89,0.85,-3.76,-3.47
255,5.85,5.15,0.70,5.85,5.72,5.19,0.53,5.72,4.59,4.42,0.17,0.00,8.44,14.91,6.89,0.88,0.85,-3.59,-3.19
256,6.03,6.08,0.05,6.08,5.99,5.75,0.24,5.99,4.77,4.80,0.02,0.00,6.94,13.07,6.48,0.89,0.84,-3.92,-3.50
257,6.17,5.62,0.55,6.17,5.87,5.87,0.00,5.87,4.91,5.03,0.12,0.01,9.43,14.44,5.48,0.80,0.89,-3.41,-4.29
258,5.73,5.60,0.13,5.73,5.38,5.74,0.36,5.74,4.41,4.69,0.28,0.00,7.42,13.87,6.82,0.84,0.88,-3.40,-3.82
259,6.19,6.54,0.35,6.54,6.12,5.93,0.18,6.12,5.24,4.93,0.31,0.01,9.94,14.45,5.01,0.78,0.77,-3.66,-3.61
260,7.31,6.87,0.44,7.31,6.70,6.58,0.12,6.70,5.65,5.59,0.07,0.05,7.91,11.73,4.22,0.77,0.78,-4.17,-4.15
261,6.81,6.55,0.27,6.81,6.37,6.41,0.04,6.41,5.55,5.40,0.14,0.00,6.37,10.97,4.92,0.76,0.79,-3.81,-4.05
262,6.04,5.83,0.22,6.04,5.78,5.74,0.04,5.78,4.82,4.76,0.05,0.00,6.43,11.55,5.45,0.83,0.84,-3.73,-3.77
263,6.06,6.58,0.52,6.58,6.08,6.42,0.34,6.42,5.11,5.43,0.32,0.01,9.01,13.79,5.23,0.83,0.82,-3.95,-3.97
264,7.07,7.18,0.10,7.18,6.59,6.85,0.26,6.85,5.68,5.68,0.00,0.02,7.15,11.00,4.21,0.79,0.75,-4.16,-3.86
265,6.32,6.47,0.15,6.47,6.14,6.22,0.08,6.22,5.33,5.24,0.09,0.00,5.48,10.36,5.15,0.83,0.84,-4.03,-3.97
266,5.47,5.83,0.36,5.83,5.36,5.84,0.48,5.84,4.58,4.80,0.22,0.00,7.07,12.76,6.05,0.78,0.81,-3.02,-3.37
267,6.88,7.42,0.54,7.42,6.82,7.17,0.34,7.17,5.78,5.84,0.06,0.04,7.36,11.00,4.01,0.73,0.76,-3.86,-3.98
268,5.66,5.27,0.39,5.66,5.27,5.10,0.16,5.27,4.46,4.39,0.07,0.00,9.11,15.60,6.94,0.81,0.83,-2.91,-3.13
269,6.02,6.17,0.14,6.17,5.69,5.70,0.00,5.70,4.88,4.88,0.00,0.00,7.26,12.93,6.03,0.86,0.86,-3.78,-3.76
270,6.85,7.30,0.45,7.30,6.66,6.75,0.09,6.75,5.77,5.83,0.07,0.13,7.31,10.26,3.32,0.83,0.77,-4.69,-4.21
271,6.44,6.72,0.28,6.72,6.23,6.26,0.03,6.26,5.31,5.43,0.12,0.01,8.40,12.83,4.85,0.81,0.77,-3.96,-3.66
272,5.60,5.55,0.05,5.60,5.38,5.25,0.13,5.38,4.43,4.31,0.12,0.00,7.28,13.12,6.21,0.81,0.77,-3.12,-2.70
273,5.71,5.91,0.19,5.91,5.70,6.01,0.30,6.01,4.85,5.10,0.24,0.00,7.60,12.11,4.89,0.81,0.86,-3.66,-3.89
274,5.55,6.49,0.94,6.49,5.39,6.22,0.83,6.22,4.57,5.17,0.59,0.01,8.74,13.76,5.46,0.85,0.82,-3.71,-3.67
275,6.93,7.21,0.28,7.21,6.92,6.83,0.09,6.92,5.79,5.75,0.04,0.09,5.95,9.32,3.66,0.77,0.75,-4.22,-3.97
276,6.28,6.21,0.07,6.28,6.09,5.97,0.12,6.09,5.00,5.13,0.13,0.00,9.54,14.43,5.37,0.86,0.85,-3.93,-3.98
277,5.94,5.62,0.31,5.94,5.66,5.50,0.17,5.66,4.77,4.65,0.12,0.00,7.86,14.27,6.81,0.86,0.85,-3.66,-3.53
278,6.22,5.81,0.41,6.22,5.79,5.64,0.15,5.79,4.93,4.58,0.35,0.00,7.08,12.70,5.98,0.82,0.83,-3.43,-3.41
279,5.70,5.78,0.08,5.78,5.68,5.66,0.02,5.68,4.84,4.66,0.18,0.00,8.53,13.51,5.41,0.81,0.82,-3.41,-3.35
280,6.78,6.53,0.25,6.78,6.63,6.26,0.38,6.63,5.48,5.36,0.12,0.01,7.26,11.37,4.47,0.76,0.83,-3.84,-4.33
281,7.48,7.07,0.41,7.48,7.13,6.75,0.38,7.13,6.11,5.51,0.61,0.06,6.53,9.39,3.19,0.73,0.78,-4.18,-4.38
282,6.66,6.94,0.28,6.94,6.56,6.79,0.23,6.79,5.46,5.83,0.37,0.03,6.56,9.97,3.74,0.75,0.76,-3.88,-3.96
283,5.81,6.23,0.42,6.23,5.71,5.89,0.18,5.89,4.89,4.86,0.03,0.01,6.21,10.98,5.07,0.85,0.83,-3.99,-3.74
284,6.00,6.21,0.21,6.21,5.60,6.03,0.43,6.03,4.75,5.00,0.25,0.00,9.18,14.05,5.33,0.82,0.76,-3.65,-3.19
285,6.36,5.75,0.61,6.36,6.01,5.58,0.43,6.01,5.07,4.77,0.30,0.00,7.46,11.99,4.90,0.83,0.82,-3.97,-3.78
286,6.87,6.81,0.06,6.87,6.34,6.50,0.16,6.50,5.46,5.33,0.14,0.01,7.17,11.57,4.76,0.84,0.84,-4.28,-4.35
287,6.78,6.73,0.06,6.78,6.19,6.59,0.40,6.59,5.41,5.55,0.14,0.04,8.90,13.10,4.64,0.77,0.80,-3.75,-4.01
288,6.24,5.94,0.30,6.24,5.97,5.56,0.41,5.97,5.11,4.85,0.26,0.00,7.62,12.72,5.49,0.83,0.82,-3.88,-3.74
289,6.57,6.23,0.34,6.57,6.56,6.26,0.31,6.56,5.47,5.19,0.28,0.02,7.91,12.67,5.16,0.83,0.84,-4.02,-3.90
290,5.70,5.75,0.05,5.75,5.38,5.45,0.06,5.45,4.56,4.63,0.07,0.01,7.47,13.23,6.13,0.90,0.85,-3.91,-3.54
291,5.87,5.54,0.33,5.87,5.62,5.39,0.22,5.62,4.72,4.48,0.24,0.00,7.75,13.91,6.55,0.86,0.86,-3.54,-3.53
292,6.13,5.93,0.20,6.13,6.03,5.96,0.08,6.03,5.13,5.09,0.04,0.00,8.79,14.04,5.69,0.86,0.83,-3.90,-3.74
293,5.93,6.38,0.45,6.38,5.82,5.95,0.13,5.95,5.00,4.81,0.19,0.00,9.17,14.44,5.73,0.82,0.86,-3.76,-4.01
294,5.56,5.41,0.15,5.56,5.26,5.35,0.08,5.35,4.34,4.34,0.00,0.00,7.88,14.57,7.09,0.80,0.82,-2.87,-2.93
295,5.40,5.61,0.21,5.61,5.34,5.26,0.08,5.34,4.32,4.35,0.02,0.00,6.81,13.28,6.82,0.83,0.82,-3.19,-3.03
296,6.08,5.80,0.28,6.08,5.86,5.36,0.50,5.86,4.89,4.60,0.29,0.00,7.16,12.86,6.05,0.80,0.82,-3.35,-3.38
297,6.64,6.42,0.21,6.64,6.72,6.30,0.42,6.72,5.62,5.42,0.20,0.00,6.85,11.47,4.96,0.81,0.75,-4.04,-3.53
298,5.71,5.56,0.15,5.71,5.55,5.49,0.06,5.55,4.61,4.57,0.04,0.00,8.58,14.59,6.44,0.89,0.84,-3.70,-3.39
299,5.90,6.82,0.92,6.82,5.93,6.31,0.38,6.31,5.07,5.37,0.30,0.00,7.03,12.14,5.45,0.84,0.79,-3.97,-3.70
300,7.39,7.08,0.31,7.39,6.89,6.65,0.24,6.89,5.79,5.84,0.06,0.06,9.16,12.66,3.95,0.77,0.75,-4.12,-4.00
301,6.49,6.50,0.01,6.50,6.33,6.28,0.05,6.33,5.42,5.29,0.14,0.00,7.12,11.79,5.03,0.78,0.75,-3.69,-3.41
302,4.96,5.28,0.32,5.28,5.06,5.17,0.11,5.17,4.12,4.15,0.03,0.00,6.70,13.06,6.69,0.86,0.87,-3.25,-3.23
303,5.51,5.68,0.17,5.68,5.51,5.51,0.00,5.51,4.69,4.61,0.08,0.00,7.64,13.40,6.15,0.87,0.86,-3.64,-3.66
304,6.50,6.43,0.06,6.50,6.29,6.34,0.05,6.34,5.29,5.44,0.15,0.00,7.28,11.97,5.06,0.75,0.82,-3.49,-4.12
305,6.46,6.20,0.27,6.46,6.02,6.12,0.11,6.12,5.20,5.17,0.02,0.01,7.89,11.94,4.45,0.78,0.84,-3.66,-4.31
306,7.67,7.29,0.38,7.67,7.19,6.88,0.31,7.19,6.07,5.80,0.27,0.09,6.66,9.63,3.30,0.74,0.73,-4.19,-4.03
307,5.53,5.64,0.11,5.64,5.23,5.30,0.08,5.30,4.37,4.40,0.03,0.00,6.25,12.92,6.99,0.87,0.85,-3.30,-3.22
308,6.84,7.25,0.41,7.25,6.63,6.77,0.14,6.77,5.52,5.57,0.06,0.00,7.41,11.56,4.52,0.83,0.81,-4.33,-4.24
309,6.32,5.97,0.35,6.32,5.97,5.91,0.07,5.97,4.99,4.96,0.04,0.01,6.38,11.79,5.73,0.84,0.89,-3.83,-4.20
310,6.14,5.73,0.41,6.14,6.00,5.70,0.29,6.00,4.89,4.80,0.09,0.00,9.06,14.67,6.06,0.79,0.82,-3.26,-3.47
311,5.83,5.54,0.29,5.83,5.53,5.23,0.29,5.53,4.61,4.53,0.08,0.00,8.64,14.43,6.22,0.84,0.83,-3.44,-3.37
312,6.08,6.16,0.07,6.16,5.63,5.60,0.03,5.63,4.85,4.79,0.06,0.01,9.11,14.96,6.31,0.88,0.86,-3.84,-3.64
313,6.62,6.61,0.01,6.62,6.25,6.32,0.07,6.32,5.24,5.28,0.04,0.05,9.38,12.97,4.06,0.77,0.81,-3.77,-4.11
314,5.49,5.34,0.14,5.49,5.37,4.99,0.38,5.37,4.48,4.02,0.46,0.01,9.25,15.41,6.62,0.88,0.83,-3.51,-2.93
315,6.65,6.50,0.15,6.65,5.99,6.29,0.29,6.29,5.16,5.17,0.02,0.00,6.89,11.60,5.06,0.77,0.80,-3.44,-3.74
316,5.71,5.50,0.20,5.71,5.41,5.34,0.07,5.41,4.58,4.55,0.04,0.00,7.35,13.44,6.46,0.78,0.82,-2.86,-3.27
317,5.96,5.74,0.22,5.96,5.56,5.51,0.05,5.56,4.64,4.56,0.09,0.00,7.67,13.58,6.29,0.87,0.80,-3.77,-3.10
318,5.82,5.24,0.58,5.82,5.46,5.35,0.11,5.46,4.44,4.45,0.01,0.00,7.37,13.45,6.44,0.80,0.87,-2.97,-3.57
319,6.15,6.35,0.20,6.35,5.97,6.06,0.09,6.06,4.97,5.17,0.19,0.00,10.03,15.00,5.47,0.74,0.80,-3.24,-3.73
320,5.92,6.49,0.57,6.49,5.95,6.40,0.45,6.40,5.01,5.26,0.24,0.01,6.86,11.80,5.28,0.80,0.79,-3.63,-3.68
321,5.26,5.39,0.12,5.39,5.18,5.09,0.10,5.18,4.13,4.29,0.16,0.00,8.34,14.12,6.20,0.86,0.86,-3.32,-3.36
322,6.10,5.82,0.28,6.10,5.78,5.66,0.12,5.78,4.54,4.78,0.24,0.00,6.17,11.99,6.13,0.68,0.87,-2.11,-3.79
323,5.89,5.51,0.38,5.89,5.40,5.52,0.12,5.52,4.57,4.62,0.06,0.00,7.21,13.38,6.53,0.86,0.84,-3.46,-3.35
324,6.10,6.05,0.05,6.10,6.05,5.89,0.17,6.05,5.10,5.23,0.13,0.00,6.58,12.02,5.77,0.81,0.80,-3.58,-3.57
325,6.82,6.49,0.33,6.82,6.43,6.39,0.03,6.43,5.31,5.42,0.11,0.03,6.52,11.26,5.06,0.80,0.80,-3.79,-3.93
326,6.59,6.33,0.26,6.59,6.36,6.31,0.05,6.36,5.35,5.26,0.09,0.00,8.64,13.90,5.69,0.82,0.83,-4.03,-4.06
327,5.49,5.59,0.10,5.59,5.46,5.50,0.05,5.50,4.46,4.62,0.16,0.00,8.38,14.51,6.54,0.87,0.86,-3.53,-3.59
328,5.79,6.23,0.45,6.23,5.92,6.11,0.19,6.11,4.90,5.17,0.27,0.01,9.59,14.06,4.95,0.84,0.88,-3.93,-4.29
329,6.35,6.12,0.23,6.35,6.05,6.13,0.07,6.13,5.21,5.15,0.06,0.00,7.67,12.52,5.24,0.81,0.79,-3.75,-3.61
330,6.14,5.87,0.27,6.14,5.99,5.95,0.04,5.99,4.96,4.98,0.02,0.00,9.64,13.95,4.80,0.82,0.85,-3.83,-3.94
331,6.73,6.26,0.48,6.73,6.16,6.02,0.14,6.16,5.33,5.11,0.22,0.00,9.82,14.76,5.43,0.82,0.79,-3.73,-3.51
332,5.97,6.05,0.08,6.05,5.72,5.75,0.03,5.75,4.72,4.77,0.05,0.00,6.94,12.06,5.48,0.82,0.88,-3.47,-3.94
333,5.37,5.72,0.35,5.72,5.39,5.35,0.04,5.39,4.48,4.29,0.19,0.01,7.45,13.11,6.03,0.82,0.77,-3.15,-2.83
334,5.55,5.39,0.15,5.55,5.48,5.26,0.22,5.48,4.46,4.22,0.24,0.00,7.89,14.84,7.35,0.81,0.84,-2.89,-3.07
335,7.17,7.77,0.60,7.77,6.73,7.42,0.69,7.42,5.61,6.06,0.45,0.05,6.11,9.36,3.56,0.71,0.81,-3.65,-4.67
336,6.74,6.59,0.15,6.74,6.48,6.55,0.07,6.55,5.45,5.58,0.13,0.02,9.24,13.05,4.27,0.75,0.81,-3.86,-4.32
337,5.39,5.42,0.03,5.42,5.12,5.47,0.35,5.47,4.30,4.49,0.19,0.00,11.03,16.00,5.52,0.87,0.86,-3.75,-3.62
338,5.22,5.17,0.05,5.22,4.92,4.94,0.02,4.94,3.94,4.02,0.08,0.00,8.21,14.97,7.17,0.79,0.87,-2.59,-3.19
339,7.56,7.31,0.25,7.56,7.08,6.89,0.19,7.08,5.80,5.93,0.13,0.19,6.19,8.70,2.82,0.76,0.66,-4.50,-3.62
340,6.64,6.89,0.25,6.89,6.51,6.67,0.16,6.67,5.59,5.46,0.13,0.03,8.55,12.12,4.00,0.79,0.75,-4.14,-3.89
341,4.92,5.36,0.44,5.36,5.06,5.19,0.14,5.19,4.38,4.32,0.06,0.00,5.70,12.18,6.77,0.85,0.86,-3.12,-3.18
342,7.35,7.22,0.13,7.35,6.77,6.67,0.11,6.77,5.71,5.60,0.12,0.08,6.17,9.36,3.50,0.72,0.74,-3.77,-3.94
343,6.51,6.33,0.18,6.51,6.38,6.08,0.29,6.38,5.41,5.19,0.23,0.00,6.32,10.09,4.08,0.75,0.80,-3.59,-3.93
