,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,a_1,a_2,b_1,b_2,p1,p2
147,56.90,54.71,2.19,56.90,46.78,45.67,1.11,46.78,202.14,91.41,202.14,0.46,47.60,81.10,40.63,3349.45,0.85,0.65,-23.97,-12.86,18.82,18.44
148,46.76,53.20,6.45,53.20,46.41,47.59,1.18,47.59,381.95,297.60,381.95,0.76,67.08,99.36,42.33,3227.23,0.86,0.70,-23.83,-26.00,18.87,10.13
149,55.55,51.37,4.18,55.55,46.07,45.94,0.13,46.07,118.45,176.85,176.85,0.81,48.09,81.53,40.66,3344.32,0.88,0.91,-23.36,-24.68,19.71,19.69
150,57.09,49.53,7.57,57.09,48.00,44.12,3.87,48.00,264.03,154.81,264.03,0.49,58.57,90.53,40.74,3195.42,0.91,0.89,-31.55,-20.96,13.58,19.88
151,52.22,54.93,2.71,54.93,44.64,44.57,0.07,44.64,136.55,120.39,136.55,0.97,52.54,82.73,38.07,3018.46,0.90,0.81,-22.52,-20.40,19.85,17.76
152,56.30,55.84,0.46,56.30,46.05,47.18,1.13,47.18,202.70,304.48,304.48,0.63,58.18,90.00,40.55,3182.10,0.71,0.89,-21.60,-25.70,12.40,18.49
153,54.45,58.50,4.06,58.50,46.32,45.51,0.80,46.32,204.01,425.79,425.79,0.63,54.35,87.88,41.68,3353.07,0.86,0.76,-23.99,-19.27,18.65,18.25
154,51.19,56.90,5.72,56.90,45.01,47.26,2.25,47.26,102.27,108.89,108.89,0.90,53.52,84.48,38.99,3096.11,0.89,0.83,-22.95,-24.32,19.90,17.07
155,49.74,61.41,11.68,61.41,45.88,46.16,0.28,46.16,57.39,326.73,326.73,0.87,53.23,82.56,37.31,2932.64,0.90,0.76,-24.37,-19.10,19.25,16.33
156,55.76,50.18,5.58,55.76,46.09,44.53,1.56,46.09,152.30,164.68,164.68,0.38,44.62,79.48,41.55,3485.76,0.85,0.90,-21.52,-22.31,18.92,20.33
157,52.15,50.92,1.23,52.15,45.95,47.04,1.09,47.04,210.37,48.30,210.37,0.81,43.48,70.92,33.97,2744.57,0.87,0.87,-23.46,-26.54,19.00,16.77
158,47.65,55.52,7.88,55.52,44.01,45.39,1.38,45.39,134.54,168.95,168.95,0.78,56.76,90.00,41.76,3324.24,0.88,0.80,-21.94,-24.27,19.56,14.65
159,49.63,55.84,6.22,55.84,45.52,43.98,1.54,45.52,64.06,132.47,132.47,0.46,41.53,73.06,37.76,3152.78,0.88,0.89,-25.51,-22.46,16.49,18.90
160,51.67,51.47,0.20,51.67,51.00,46.90,4.10,51.00,201.93,429.59,429.59,0.58,64.88,95.06,39.92,3018.33,0.82,0.86,-33.29,-25.25,12.02,17.89
161,56.38,55.21,1.17,56.38,45.78,45.27,0.51,45.78,333.84,105.05,333.84,0.76,52.08,84.24,39.97,3215.52,0.89,0.78,-22.46,-21.29,20.55,16.54
162,51.50,57.41,5.91,57.41,46.89,45.77,1.11,46.89,165.93,295.52,295.52,0.58,45.78,78.09,39.18,3231.27,0.85,0.76,-23.65,-21.50,18.44,15.07
163,52.70,52.04,0.66,52.70,43.96,45.32,1.36,45.32,270.37,112.10,270.37,0.84,49.23,82.94,41.09,3370.64,0.82,0.89,-21.21,-21.93,17.37,20.33
164,51.80,56.12,4.32,56.12,42.61,43.69,1.07,43.69,180.99,148.69,180.99,0.28,53.06,90.00,44.90,3693.90,0.88,0.83,-18.22,-22.19,21.19,16.50
165,49.95,60.72,10.77,60.72,45.92,46.19,0.26,46.19,84.08,314.88,314.88,0.95,55.72,88.91,41.55,3318.88,0.90,0.78,-24.42,-18.90,19.88,18.93
166,62.41,52.09,10.31,62.41,47.27,44.86,2.41,47.27,102.60,152.48,152.48,0.43,41.82,74.54,38.99,3271.36,0.54,0.84,-6.84,-21.73,18.30,18.77
167,52.97,48.77,4.20,52.97,47.87,46.97,0.90,47.87,198.75,205.63,205.63,0.52,55.76,87.24,39.85,3148.71,0.83,0.92,-26.73,-24.93,14.83,20.40
168,53.39,53.89,0.50,53.89,44.30,45.16,0.86,45.16,618.41,400.31,618.41,0.85,58.98,92.31,42.17,3332.03,0.86,0.75,-22.18,-27.82,18.43,9.27
169,50.13,50.48,0.35,50.48,46.78,43.73,3.05,46.78,165.79,206.11,206.11,0.27,51.80,89.04,45.01,3724.01,0.87,0.89,-25.04,-20.81,17.06,20.15
170,46.74,52.13,5.38,52.13,45.41,48.65,3.24,48.65,269.71,233.38,269.71,0.74,56.22,85.34,37.55,2912.12,0.91,0.82,-25.22,-33.53,18.94,9.13
171,51.16,57.20,6.04,57.20,45.63,44.14,1.49,45.63,38.51,249.83,249.83,0.90,39.18,70.82,37.51,3163.10,0.87,0.79,-22.78,-17.86,19.54,20.09
172,49.16,48.04,1.12,49.16,49.40,47.18,2.22,49.40,224.66,314.47,314.47,0.71,68.38,99.83,41.71,3144.97,0.85,0.89,-32.29,-26.22,12.81,18.88
173,55.46,55.20,0.27,55.46,45.78,44.06,1.72,45.78,143.49,195.93,195.93,0.30,51.47,87.53,43.79,3606.51,0.84,0.85,-21.28,-21.41,18.78,18.24
174,55.44,52.66,2.78,55.44,46.46,47.17,0.71,47.17,388.35,393.19,393.19,0.67,61.36,96.34,44.18,3498.08,0.74,0.87,-25.66,-24.23,11.69,18.80
175,57.96,53.04,4.92,57.96,44.99,45.12,0.13,45.12,137.71,164.89,164.89,0.76,47.10,80.62,40.58,3351.95,0.74,0.89,-17.23,-23.02,17.55,18.86
176,52.04,53.29,1.25,53.29,48.73,48.34,0.39,48.73,114.39,171.70,171.70,0.85,57.00,84.38,35.93,2737.58,0.89,0.84,-27.60,-26.58,18.62,16.90
177,54.24,52.59,1.65,54.24,45.05,45.75,0.70,45.75,125.35,154.65,154.65,0.82,51.91,83.05,38.93,3113.92,0.87,0.87,-23.17,-25.20,18.56,16.91
178,53.62,55.60,1.98,55.60,43.62,45.61,1.99,45.61,354.95,215.18,354.95,0.88,52.52,86.81,42.16,3428.33,0.84,0.88,-20.35,-22.60,19.22,19.84
179,51.14,51.81,0.68,51.81,44.30,45.85,1.55,45.85,298.71,267.32,298.71,0.59,53.03,87.82,42.74,3478.39,0.88,0.83,-20.29,-26.54,20.83,14.04
180,55.24,54.09,1.15,55.24,44.42,45.03,0.61,45.03,123.18,156.73,156.73,0.77,50.74,85.46,42.33,3472.16,0.87,0.90,-23.42,-22.68,17.38,19.65
181,50.94,57.56,6.62,57.56,45.13,46.04,0.91,46.04,77.73,164.20,164.20,0.89,42.93,73.24,36.75,3030.65,0.89,0.82,-23.51,-23.31,18.98,17.54
182,53.34,55.17,1.84,55.17,48.54,46.87,1.67,48.54,98.14,146.22,146.22,0.60,58.78,90.00,40.04,3121.85,0.90,0.89,-28.41,-24.59,17.09,18.92
183,51.39,54.09,2.71,54.09,45.78,47.34,1.56,47.34,45.41,33.06,45.41,0.83,47.47,76.06,35.71,2859.18,0.93,0.83,-22.38,-24.12,21.53,15.25
184,51.46,49.10,2.36,51.46,44.77,44.42,0.34,44.77,75.80,66.40,75.80,0.69,47.42,77.55,37.24,3012.69,0.88,0.83,-23.61,-20.71,18.25,18.31
185,48.25,54.22,5.97,54.22,45.62,45.98,0.36,45.98,232.74,284.07,284.07,0.68,47.46,84.57,44.23,3711.36,0.87,0.81,-22.97,-21.52,19.11,17.27
186,61.18,59.05,2.13,61.18,45.59,47.70,2.11,47.70,519.19,274.17,519.19,0.67,51.38,83.73,40.06,3235.40,0.87,0.86,-21.02,-26.47,20.84,16.68
187,58.35,53.94,4.41,58.35,45.49,44.36,1.13,45.49,188.20,161.23,188.20,0.26,51.32,89.15,45.53,3782.88,0.70,0.90,-13.91,-22.35,17.61,19.87
188,49.65,53.07,3.42,53.07,43.04,50.07,7.02,50.07,620.08,344.51,620.08,0.72,67.25,105.05,47.89,3780.05,0.86,0.76,-20.90,-29.66,18.98,8.82
189,51.37,56.61,5.23,56.61,45.62,46.01,0.39,46.01,87.64,123.50,123.50,0.33,47.76,80.82,40.23,3306.37,0.88,0.80,-22.05,-20.36,20.07,17.45
190,55.87,50.51,5.36,55.87,43.26,45.04,1.79,45.04,324.98,109.61,324.98,0.86,51.90,84.78,40.67,3288.40,0.86,0.82,-19.36,-23.35,20.47,16.25
191,49.50,55.01,5.51,55.01,46.27,48.74,2.47,48.74,213.94,223.64,223.64,0.55,57.03,89.67,41.19,3263.81,0.89,0.88,-24.38,-31.74,18.81,12.69
192,55.38,54.31,1.07,55.38,46.67,45.01,1.66,46.67,100.93,318.41,318.41,0.27,48.03,80.99,40.16,3295.53,0.75,0.92,-20.59,-23.88,15.39,19.57
193,47.70,54.13,6.43,54.13,43.85,44.68,0.82,44.68,101.77,158.97,158.97,0.78,44.88,76.13,37.98,3124.94,0.91,0.89,-21.70,-26.44,20.11,15.40
194,55.48,56.79,1.31,56.79,46.34,45.56,0.78,46.34,139.92,237.47,237.47,0.89,59.67,90.00,39.28,3033.06,0.91,0.93,-27.17,-25.01,16.39,19.28
195,53.51,56.47,2.96,56.47,46.27,48.27,1.99,48.27,90.82,110.54,110.54,0.74,50.70,84.71,41.62,3401.24,0.85,0.81,-22.73,-22.38,19.71,19.05
196,49.62,56.51,6.90,56.51,46.95,43.86,3.09,46.95,137.73,240.08,240.08,0.80,49.96,78.47,36.00,2850.74,0.89,0.68,-25.79,-14.97,18.59,17.75
197,49.94,49.89,0.04,49.94,43.78,44.06,0.28,44.06,271.11,306.77,306.77,0.84,55.00,94.18,47.43,3918.00,0.88,0.88,-23.31,-20.99,17.40,19.57
198,59.92,55.14,4.79,59.92,45.94,46.51,0.56,46.51,245.61,163.69,245.61,0.77,58.17,90.00,40.56,3182.96,0.90,0.87,-22.36,-26.78,19.91,16.09
199,61.05,54.24,6.81,61.05,45.56,46.36,0.80,46.36,192.01,275.60,275.60,0.71,42.98,73.09,36.56,3011.31,0.61,0.87,-16.74,-22.37,13.29,19.91
200,53.77,51.73,2.04,53.77,45.40,44.94,0.46,45.40,90.57,107.48,107.48,0.39,52.46,83.39,38.80,3092.69,0.80,0.90,-21.20,-23.25,17.34,20.18
201,49.32,55.67,6.35,55.67,44.95,44.57,0.38,44.95,160.21,168.28,168.28,0.80,49.71,77.21,34.95,2749.28,0.92,0.80,-23.60,-26.36,19.65,11.53
202,53.90,48.89,5.02,53.90,44.02,44.21,0.19,44.21,81.96,71.98,81.96,0.72,40.99,74.52,39.68,3352.91,0.73,0.92,-16.31,-22.02,17.34,20.20
203,58.61,52.85,5.76,58.61,46.11,46.61,0.50,46.61,306.44,158.30,306.44,0.58,46.89,82.09,42.24,3520.35,0.80,0.87,-21.88,-22.97,17.40,19.21
204,53.22,56.23,3.01,56.23,46.81,48.15,1.34,48.15,140.63,166.95,166.95,0.83,48.70,80.47,39.07,3176.99,0.89,0.77,-24.45,-21.77,19.87,16.63
205,52.85,52.44,0.41,52.85,50.23,46.63,3.60,50.23,284.77,424.35,424.35,0.79,59.94,92.33,41.39,3239.48,0.84,0.85,-34.64,-23.61,11.34,18.69
206,51.36,57.32,5.96,57.32,45.62,45.24,0.38,45.62,114.44,76.31,114.44,0.41,47.31,78.25,38.04,3094.64,0.88,0.70,-23.42,-16.63,19.18,17.17
207,53.12,49.84,3.28,53.12,47.38,48.79,1.42,48.79,159.37,133.01,159.37,0.76,58.24,86.51,37.00,2826.57,0.77,0.89,-24.52,-27.38,15.18,19.21
208,54.56,48.80,5.75,54.56,43.68,46.16,2.48,46.16,154.35,155.10,155.10,0.76,55.62,85.44,38.16,2981.88,0.71,0.90,-21.87,-23.04,11.99,20.29
209,53.93,53.58,0.35,53.93,46.41,45.17,1.24,46.41,113.41,291.74,291.74,0.86,48.93,80.76,39.17,3182.81,0.83,0.87,-22.30,-20.56,18.80,21.00
210,54.45,53.56,0.89,54.45,46.47,44.75,1.71,46.47,100.91,118.61,118.61,0.91,41.06,68.42,33.51,2735.49,0.88,0.92,-26.83,-23.40,15.72,20.09
211,49.48,51.53,2.06,51.53,45.13,45.79,0.65,45.79,284.94,249.22,284.94,0.58,56.39,90.19,42.26,3380.44,0.87,0.85,-22.18,-28.08,18.88,13.29
212,52.79,51.85,0.93,52.79,48.01,46.55,1.46,48.01,151.66,170.63,170.63,0.79,47.91,78.50,37.78,3059.32,0.90,0.90,-28.64,-24.81,17.09,19.73
213,51.12,56.07,4.95,56.07,44.82,46.21,1.38,46.21,177.82,256.12,256.12,0.74,49.62,86.90,44.72,3727.90,0.84,0.86,-22.76,-21.80,18.13,19.63
214,56.48,54.77,1.71,56.48,45.38,46.45,1.06,46.45,126.51,152.38,152.38,0.35,46.09,82.92,43.74,3682.66,0.67,0.85,-10.83,-23.40,21.04,18.97
215,55.92,52.78,3.13,55.92,44.28,46.60,2.32,46.60,62.22,107.65,107.65,0.81,50.69,84.55,41.47,3386.65,0.67,0.90,-14.13,-22.50,17.38,21.24
216,48.37,55.39,7.02,55.39,45.95,45.85,0.10,45.95,76.32,168.95,168.95,0.92,60.94,90.00,38.20,2905.90,0.91,0.86,-24.93,-26.43,19.23,15.21
217,54.98,54.69,0.29,54.98,45.44,44.66,0.78,45.44,68.74,170.64,170.64,0.37,46.19,82.68,43.42,3649.08,0.79,0.88,-20.06,-21.20,17.52,19.60
218,52.38,58.98,6.60,58.98,44.55,44.97,0.42,44.97,143.66,177.46,177.46,0.84,50.48,82.13,39.22,3165.14,0.90,0.71,-22.19,-19.25,21.13,15.34
219,54.97,53.91,1.07,54.97,45.95,45.38,0.56,45.95,108.18,202.63,202.63,0.25,56.53,90.00,41.95,3347.48,0.89,0.84,-21.77,-20.19,19.17,18.04
220,52.01,50.50,1.51,52.01,43.07,45.02,1.94,45.02,101.14,79.72,101.14,0.86,43.83,75.78,38.52,3194.58,0.82,0.89,-17.29,-23.88,20.60,18.80
221,52.33,46.98,5.35,52.33,48.42,45.70,2.73,48.42,265.34,319.70,319.70,0.79,66.01,98.46,42.36,3245.39,0.83,0.87,-31.97,-23.45,12.11,19.34
222,50.52,52.88,2.36,52.88,46.91,45.95,0.96,46.91,325.58,297.89,325.58,0.56,63.93,101.24,46.90,3731.41,0.92,0.79,-24.36,-22.91,20.42,15.10
223,54.22,50.76,3.47,54.22,44.42,42.35,2.06,44.42,352.51,154.23,352.51,0.30,52.61,90.95,46.24,3834.58,0.90,0.74,-22.41,-14.86,19.34,18.71
224,52.46,46.24,6.22,52.46,47.80,45.46,2.33,47.80,332.04,439.36,439.36,0.42,62.97,99.79,46.26,3681.05,0.79,0.89,-28.84,-23.43,10.60,18.91
225,48.91,50.41,1.50,50.41,45.23,42.48,2.75,45.23,438.53,341.81,438.53,0.58,60.37,95.22,43.91,3484.93,0.85,0.55,-22.62,-13.83,18.97,12.15
226,48.44,53.71,5.27,53.71,45.83,48.97,3.15,48.97,185.57,182.15,185.57,0.83,65.08,90.00,34.69,2492.42,0.89,0.90,-24.75,-34.13,18.60,12.24
227,50.47,50.94,0.47,50.94,47.23,44.85,2.38,47.23,200.43,223.61,223.61,0.79,59.27,92.75,42.37,3348.17,0.90,0.83,-26.37,-21.75,18.64,17.41
228,53.07,53.07,0.01,53.07,47.67,45.46,2.20,47.67,138.71,174.90,174.90,0.43,48.00,80.07,39.27,3206.89,0.83,0.86,-25.29,-22.22,16.46,19.70
229,51.33,54.32,2.99,54.32,43.71,46.59,2.89,46.59,154.15,239.74,239.74,0.32,48.35,84.54,43.44,3618.57,0.71,0.87,-15.36,-23.88,16.49,18.82
230,52.85,51.54,1.31,52.85,43.35,44.31,0.96,44.31,116.07,277.39,277.39,0.29,47.07,83.41,43.40,3633.41,0.78,0.89,-19.21,-23.98,15.48,17.50
231,51.51,56.38,4.86,56.38,44.82,43.64,1.18,44.82,188.78,188.31,188.78,0.33,57.80,90.00,40.87,3220.49,0.82,0.71,-20.76,-17.18,18.33,16.66
232,51.40,50.47,0.94,51.40,46.66,44.97,1.69,46.66,165.76,251.63,251.63,0.51,51.31,84.09,40.48,3278.12,0.86,0.90,-29.59,-23.76,12.60,18.76
233,53.95,56.09,2.14,56.09,44.68,46.44,1.76,46.44,223.86,273.74,273.74,0.28,52.17,89.68,45.34,3751.54,0.86,0.87,-19.99,-26.67,20.43,15.35
234,53.20,51.25,1.95,53.20,45.22,43.31,1.91,45.22,61.46,204.37,204.37,0.93,61.52,88.87,36.58,2734.78,0.85,0.90,-29.83,-20.13,11.67,21.02
235,61.22,53.31,7.90,61.22,45.76,46.20,0.44,46.20,809.88,188.11,809.88,0.80,51.05,85.89,42.49,3483.22,0.89,0.91,-21.58,-27.23,21.18,17.09
236,53.70,55.43,1.73,55.43,44.79,45.88,1.09,45.88,129.36,112.53,129.36,0.95,47.99,78.31,37.52,3032.48,0.89,0.73,-23.13,-18.91,19.88,15.94
237,57.79,56.74,1.05,57.79,45.50,48.23,2.73,48.23,329.17,131.76,329.17,0.65,57.18,90.00,41.40,3281.83,0.90,0.84,-22.19,-23.10,20.72,18.58
238,55.60,50.07,5.53,55.60,46.24,44.31,1.93,46.24,153.29,68.36,153.29,0.88,50.01,79.90,37.39,2988.80,0.88,0.73,-24.32,-17.69,19.08,17.18
239,53.56,52.08,1.48,53.56,45.92,46.13,0.21,46.13,244.89,85.34,244.89,0.29,56.37,86.70,38.79,3033.49,0.90,0.88,-21.88,-30.66,21.19,13.10
240,54.39,52.14,2.25,54.39,44.73,45.10,0.37,45.10,88.85,166.34,166.34,0.70,47.70,77.42,36.87,2971.53,0.79,0.90,-22.92,-23.73,14.76,19.15
241,46.12,48.65,2.52,48.65,44.00,47.98,3.98,47.98,530.26,402.48,530.26,0.85,77.08,112.54,47.03,3546.40,0.87,0.85,-22.43,-31.62,18.55,11.33
242,54.62,57.82,3.21,57.82,45.34,45.64,0.29,45.64,138.72,195.83,195.83,0.91,58.39,87.62,37.99,2923.04,0.94,0.71,-25.05,-16.68,19.23,15.36
243,52.75,48.89,3.86,52.75,44.87,46.18,1.31,46.18,76.51,35.85,76.51,0.65,45.03,73.56,35.29,2853.65,0.77,0.89,-17.51,-24.31,19.16,18.99
244,51.64,52.45,0.81,52.45,45.14,43.50,1.64,45.14,180.72,100.31,180.72,0.80,52.58,83.83,39.14,3125.17,0.91,0.80,-24.21,-21.55,19.60,15.64
245,53.81,55.71,1.90,55.71,45.20,45.55,0.35,45.55,90.47,344.43,344.43,0.52,48.71,80.94,39.54,3222.89,0.82,0.91,-23.51,-23.09,16.11,20.32
246,51.84,55.22,3.38,55.22,44.47,43.90,0.57,44.47,57.94,208.50,208.50,0.88,58.73,90.00,40.08,3127.38,0.84,0.89,-22.09,-21.65,17.24,19.15
247,58.41,55.78,2.63,58.41,44.27,48.68,4.40,48.68,984.57,388.78,984.57,0.89,54.90,87.03,40.37,3213.15,0.88,0.88,-19.77,-31.80,22.42,13.29
248,54.30,57.40,3.10,57.40,46.19,47.10,0.90,47.10,253.35,404.04,404.04,0.46,54.84,87.94,41.33,3310.06,0.86,0.79,-22.22,-23.04,19.64,16.58
249,54.25,54.42,0.17,54.42,46.91,44.90,2.00,46.91,145.34,60.55,145.34,0.58,52.51,84.99,40.35,3247.74,0.89,0.73,-23.66,-17.96,19.37,16.42
250,49.96,56.13,6.17,56.13,45.20,46.02,0.82,46.02,183.69,191.52,191.52,0.83,47.95,79.95,39.19,3199.97,0.87,0.82,-22.38,-24.94,18.78,15.36
251,50.42,53.95,3.53,53.95,50.39,48.57,1.82,50.39,112.64,360.26,360.26,0.88,55.76,87.71,40.32,3195.31,0.88,0.87,-32.17,-23.88,15.13,20.39
252,57.34,50.92,6.42,57.34,45.12,47.09,1.97,47.09,168.60,161.00,168.60,0.87,43.24,75.19,38.43,3194.69,0.70,0.90,-20.19,-24.14,14.77,19.45
253,51.06,51.67,0.61,51.67,44.50,45.60,1.09,45.60,103.87,75.08,103.87,0.69,47.16,78.66,38.58,3150.62,0.87,0.95,-22.08,-26.32,18.22,18.82
254,54.33,54.13,0.20,54.33,45.68,45.14,0.55,45.68,142.66,69.30,142.66,0.64,42.85,76.44,40.02,3359.50,0.85,0.82,-21.17,-20.40,18.93,18.75
255,51.84,55.03,3.19,55.03,46.48,45.70,0.79,46.48,137.37,178.11,178.11,0.30,45.62,84.31,45.53,3868.91,0.93,0.83,-25.15,-20.66,19.16,18.45
256,59.67,51.41,8.26,59.67,45.88,47.17,1.29,47.17,267.47,60.55,267.47,0.27,52.19,86.63,42.27,3443.72,0.79,0.87,-18.45,-25.84,19.74,17.95
257,55.59,50.73,4.85,55.59,46.93,44.08,2.86,46.93,181.33,198.65,198.65,0.71,52.36,84.70,40.19,3233.75,0.90,0.84,-28.75,-19.81,15.81,19.19
258,48.54,50.65,2.11,50.65,44.95,43.23,1.72,44.95,89.14,82.95,89.14,0.44,50.18,82.79,40.14,3261.10,0.90,0.86,-22.35,-21.33,19.87,18.10
259,55.50,55.06,0.44,55.50,47.00,42.15,4.86,47.00,121.00,200.35,200.35,0.73,55.01,86.69,39.93,3168.09,0.91,0.73,-25.32,-12.95,19.33,20.26
260,56.41,48.18,8.23,56.41,44.17,45.55,1.38,45.55,175.36,77.11,175.36,0.33,48.51,81.45,40.22,3294.35,0.68,0.88,-12.63,-24.13,18.83,18.35
261,51.71,49.12,2.59,51.71,43.50,42.66,0.84,43.50,197.50,215.28,215.28,0.28,48.75,87.35,45.91,3860.03,0.85,0.90,-20.51,-19.46,17.84,20.67
262,53.47,50.78,2.70,53.47,45.32,43.59,1.74,45.32,102.06,129.33,129.33,0.34,46.46,79.17,39.68,3270.99,0.72,0.87,-16.26,-20.94,17.49,19.76
263,56.24,46.52,9.73,56.24,49.26,48.50,0.77,49.26,503.68,310.86,503.68,0.78,66.35,97.92,41.51,3156.15,0.78,0.87,-30.39,-25.11,11.63,19.95
264,57.32,56.12,1.20,57.32,47.36,45.92,1.43,47.36,167.08,59.79,167.08,0.67,44.01,76.70,39.29,3269.01,0.90,0.72,-25.67,-16.34,19.05,17.88
265,45.03,45.75,0.72,45.75,45.40,48.71,3.30,48.71,509.53,315.23,509.53,0.80,74.55,108.52,45.16,3397.33,0.90,0.90,-24.01,-35.57,19.42,11.19
266,54.91,56.94,2.03,56.94,45.01,45.47,0.46,45.47,121.10,411.89,411.89,0.52,52.73,86.73,41.91,3399.82,0.74,0.89,-17.53,-24.04,17.79,18.17
267,56.49,52.78,3.71,56.49,46.65,44.63,2.02,46.65,119.83,80.00,119.83,0.62,59.38,90.00,39.53,3061.99,0.88,0.90,-28.53,-22.70,14.64,20.16
268,52.87,56.55,3.68,56.55,45.89,45.28,0.61,45.89,44.15,203.97,203.97,0.98,52.51,81.52,36.88,2900.65,0.90,0.90,-29.08,-21.27,15.26,21.89
269,55.75,57.71,1.97,57.71,45.16,47.07,1.91,47.07,107.86,228.14,228.14,0.97,48.54,81.33,40.07,3278.48,0.74,0.87,-16.50,-22.19,18.66,19.62
270,51.51,57.01,5.50,57.01,45.92,47.76,1.84,47.76,78.15,211.22,211.22,0.80,47.47,80.35,40.00,3287.95,0.80,0.88,-23.85,-23.36,15.72,20.27
271,56.78,49.28,7.50,56.78,44.47,46.12,1.65,46.12,123.93,88.93,123.93,0.50,51.01,81.12,37.76,3010.66,0.70,0.89,-16.74,-24.66,15.67,19.00
272,52.79,48.28,4.51,52.79,45.75,44.66,1.08,45.75,190.57,122.35,190.57,0.37,46.14,78.75,39.53,3261.05,0.81,0.90,-23.12,-21.53,15.48,20.75
273,54.60,50.35,4.24,54.60,45.25,44.66,0.59,45.25,148.78,59.50,148.78,0.94,53.00,84.70,39.65,3170.13,0.87,0.87,-22.50,-22.41,19.72,19.09
274,54.08,48.61,5.47,54.08,45.66,44.91,0.76,45.66,163.83,200.47,200.47,0.30,51.47,86.67,42.92,3519.95,0.88,0.90,-24.95,-22.07,17.29,19.73
275,56.74,58.85,2.11,58.85,44.93,45.27,0.34,45.27,193.95,701.00,701.00,0.85,52.31,83.56,39.10,3125.53,0.82,0.89,-20.97,-23.99,18.21,19.06
276,53.78,51.60,2.18,53.78,48.59,48.55,0.05,48.59,190.10,287.89,287.89,0.75,61.88,93.79,41.19,3190.93,0.85,0.91,-31.79,-26.07,12.53,19.70
277,55.45,60.04,4.59,60.04,47.84,45.60,2.24,47.84,170.10,380.12,380.12,0.78,50.23,82.20,39.51,3197.92,0.85,0.91,-30.78,-22.78,12.26,20.92
278,52.43,55.09,2.66,55.09,44.47,44.98,0.52,44.98,111.87,155.21,155.21,0.92,53.80,88.62,42.89,3482.33,0.91,0.87,-22.93,-21.59,19.16,18.52
279,51.31,49.79,1.51,51.31,44.19,43.84,0.35,44.19,228.05,90.54,228.05,0.41,48.36,83.59,42.48,3522.78,0.90,0.79,-22.86,-20.03,18.97,16.77
280,50.86,60.21,9.34,60.21,46.22,44.58,1.64,46.22,123.27,170.48,170.48,0.93,46.50,74.70,35.18,2820.03,0.91,0.66,-23.92,-17.30,20.89,13.46
281,50.60,49.62,0.98,50.60,48.02,45.91,2.11,48.02,269.78,472.46,472.46,0.85,57.42,91.10,42.29,3367.78,0.88,0.88,-30.59,-24.14,14.59,18.35
282,49.74,51.94,2.21,51.94,45.16,47.14,1.98,47.14,161.95,232.86,232.86,0.87,52.43,89.30,44.74,3687.12,0.83,0.88,-18.83,-25.42,21.72,18.52
283,56.98,48.15,8.83,56.98,48.96,48.68,0.28,48.96,234.40,229.65,234.40,0.70,58.65,89.54,39.69,3089.27,0.79,0.91,-29.54,-27.43,12.12,19.09
284,54.24,49.18,5.06,54.24,45.35,44.84,0.51,45.35,175.16,223.33,223.33,0.44,52.70,87.56,42.76,3485.56,0.72,0.88,-20.28,-23.89,14.76,18.14
285,52.02,51.48,0.53,52.02,48.82,43.86,4.96,48.82,234.27,405.96,405.96,0.47,66.59,99.96,43.36,3337.46,0.85,0.81,-32.30,-19.55,11.51,18.23
286,51.47,53.77,2.30,53.77,46.12,47.59,1.46,47.59,217.70,195.23,217.70,0.86,57.11,90.00,41.46,3288.90,0.87,0.88,-22.62,-26.76,19.40,17.07
287,54.03,53.24,0.78,54.03,46.13,46.49,0.36,46.49,207.30,94.39,207.30,0.27,51.71,86.26,42.31,3455.28,0.88,0.81,-23.33,-22.83,18.28,16.40
288,50.84,51.73,0.89,51.73,45.45,46.24,0.79,46.24,150.92,71.26,150.92,0.82,52.60,80.10,35.39,2749.94,0.91,0.78,-24.05,-24.53,20.02,14.88
289,49.36,55.96,6.60,55.96,45.26,45.81,0.55,45.81,104.16,175.73,175.73,0.79,49.67,82.46,40.24,3279.19,0.88,0.81,-22.62,-20.92,19.50,17.93
290,51.43,53.68,2.25,53.68,44.50,44.10,0.40,44.50,251.47,273.55,273.55,0.66,47.07,84.26,44.25,3718.77,0.82,0.91,-21.48,-21.49,17.00,20.45
291,47.85,49.66,1.81,49.66,45.26,45.01,0.26,45.26,468.63,319.42,468.63,0.45,61.44,101.32,49.10,3988.10,0.90,0.74,-21.74,-23.23,21.52,13.52
292,53.99,53.32,0.67,53.99,45.43,46.07,0.64,46.07,72.35,90.68,90.68,0.83,59.55,90.00,39.39,3045.45,0.79,0.90,-21.39,-23.98,16.61,19.46
293,49.49,55.82,6.33,55.82,46.28,46.07,0.21,46.28,262.32,209.56,262.32,0.27,50.38,88.93,46.11,3855.35,0.89,0.69,-23.05,-16.76,19.86,16.42
294,50.81,51.53,0.72,51.53,46.64,46.90,0.26,46.90,64.59,117.86,117.86,0.93,46.14,76.90,37.68,3076.13,0.88,0.90,-26.39,-24.32,17.86,19.97
