,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
171,7.31,7.42,0.11,7.42,6.88,7.07,0.19,7.07,5.74,6.10,0.36,0.08,2.86,6.02,3.30,0.72,0.80,-3.88,-4.72
172,5.99,5.33,0.66,5.99,5.48,5.10,0.38,5.48,4.49,4.51,0.02,0.00,2.39,8.13,5.86,0.90,0.90,-3.82,-3.87
173,6.39,6.08,0.31,6.39,6.25,5.89,0.36,6.25,5.37,5.12,0.25,0.01,3.57,7.91,4.52,0.87,0.82,-4.50,-3.94
174,5.70,5.46,0.24,5.70,5.61,5.42,0.19,5.61,4.67,4.58,0.09,0.00,2.46,8.00,5.66,0.90,0.88,-3.98,-3.82
175,6.27,6.59,0.32,6.59,6.00,6.39,0.40,6.39,5.20,5.37,0.17,0.03,3.02,7.47,4.59,0.89,0.86,-4.35,-4.35
176,6.54,5.89,0.65,6.54,6.23,5.93,0.30,6.23,5.05,5.07,0.01,0.04,2.85,7.64,4.93,0.91,0.87,-4.48,-4.23
177,6.52,6.68,0.16,6.68,6.39,6.59,0.20,6.59,5.24,5.65,0.41,0.03,2.07,6.03,4.06,0.86,0.85,-4.68,-4.58
178,5.66,5.38,0.28,5.66,5.62,5.30,0.31,5.62,4.70,4.62,0.08,0.00,2.91,8.70,5.94,0.92,0.88,-4.17,-3.74
179,6.08,5.59,0.48,6.08,5.97,5.68,0.29,5.97,4.86,4.83,0.02,0.00,3.02,8.52,5.64,0.81,0.90,-3.44,-4.15
180,5.26,5.30,0.05,5.30,5.54,5.48,0.06,5.54,4.43,4.45,0.02,0.00,2.90,9.17,6.42,0.93,0.95,-4.00,-4.11
181,5.49,5.11,0.38,5.49,5.53,5.30,0.23,5.53,4.67,4.40,0.27,0.00,4.44,10.46,6.24,0.93,0.88,-4.04,-3.65
182,6.28,6.47,0.20,6.47,6.12,6.26,0.14,6.26,5.23,5.37,0.14,0.00,3.60,8.00,4.58,0.85,0.82,-4.20,-4.00
183,5.84,5.50,0.34,5.84,5.59,5.50,0.10,5.59,4.75,4.60,0.15,0.00,3.06,8.58,5.67,0.92,0.94,-4.11,-4.26
184,5.06,5.44,0.39,5.44,5.45,5.32,0.12,5.45,4.54,4.57,0.03,0.00,2.51,8.80,6.42,0.91,0.91,-3.83,-3.75
185,5.45,6.10,0.64,6.10,5.48,5.96,0.48,5.96,4.67,4.90,0.23,0.00,2.30,7.42,5.23,0.94,0.81,-4.53,-3.45
186,5.92,5.70,0.22,5.92,5.73,5.46,0.27,5.73,4.76,4.64,0.12,0.00,2.21,8.24,6.15,0.90,0.91,-3.82,-3.98
187,5.56,4.94,0.62,5.56,5.66,5.18,0.47,5.66,4.69,4.27,0.42,0.00,2.85,8.65,5.94,0.89,0.89,-3.87,-3.77
188,6.69,6.35,0.35,6.69,6.51,6.27,0.24,6.51,5.45,5.36,0.09,0.01,3.06,6.93,4.02,0.84,0.86,-4.47,-4.78
189,5.81,5.83,0.02,5.83,5.93,6.06,0.12,6.06,4.99,5.18,0.19,0.00,3.25,8.20,5.11,0.91,0.86,-4.50,-4.26
190,6.21,5.98,0.24,6.21,5.97,6.12,0.15,6.12,5.00,5.12,0.11,0.00,2.31,6.84,4.64,0.89,0.85,-4.31,-4.06
191,6.62,6.42,0.20,6.62,6.39,6.50,0.11,6.50,5.24,5.37,0.13,0.00,2.95,7.28,4.48,0.84,0.88,-4.12,-4.59
192,6.21,6.15,0.07,6.21,6.04,6.05,0.01,6.05,5.17,5.17,0.00,0.00,2.91,7.53,4.77,0.84,0.87,-4.14,-4.44
193,6.04,5.85,0.20,6.04,5.77,5.98,0.21,5.98,4.94,5.10,0.15,0.00,3.59,8.36,4.95,0.90,0.89,-4.37,-4.29
194,7.01,6.23,0.78,7.01,6.35,6.06,0.29,6.35,5.53,5.15,0.38,0.01,3.23,7.76,4.69,0.84,0.88,-4.22,-4.48
195,5.85,5.23,0.62,5.85,5.69,5.30,0.40,5.69,4.63,4.46,0.17,0.02,2.69,8.74,6.19,0.88,0.90,-3.84,-3.86
196,5.87,6.30,0.43,6.30,5.84,6.27,0.44,6.27,5.04,5.29,0.25,0.00,2.81,7.67,5.01,0.87,0.94,-4.15,-4.80
197,5.23,5.68,0.46,5.68,5.32,5.66,0.34,5.66,4.46,4.92,0.46,0.01,2.52,8.33,5.93,0.95,0.92,-4.23,-4.18
198,5.42,5.73,0.31,5.73,5.52,5.60,0.08,5.60,4.55,4.56,0.02,0.00,2.91,8.48,5.71,0.92,0.86,-4.00,-3.64
199,5.44,6.23,0.79,6.23,5.53,6.08,0.55,6.08,4.59,5.04,0.45,0.01,3.47,8.96,5.66,0.88,0.91,-3.93,-4.17
200,5.20,5.70,0.50,5.70,5.41,5.53,0.12,5.53,4.66,4.59,0.07,0.00,3.52,9.13,5.78,0.96,0.89,-4.50,-3.90
201,6.40,6.64,0.25,6.64,6.33,6.76,0.43,6.76,5.47,5.58,0.11,0.04,2.50,6.12,3.74,0.83,0.86,-4.46,-4.78
202,5.34,5.34,0.00,5.34,5.40,5.62,0.22,5.62,4.75,4.53,0.21,0.00,2.48,7.93,5.58,0.92,0.90,-4.14,-4.01
203,5.90,6.09,0.19,6.09,5.92,5.80,0.12,5.92,4.98,4.86,0.12,0.02,2.91,7.64,4.88,0.87,0.88,-4.32,-4.30
204,6.10,6.73,0.63,6.73,6.17,6.55,0.38,6.55,5.27,5.33,0.06,0.00,3.20,7.88,4.84,0.81,0.90,-3.79,-4.57
205,6.27,5.77,0.50,6.27,5.95,6.01,0.06,6.01,5.04,5.10,0.06,0.02,2.87,7.59,4.86,0.85,0.85,-4.15,-4.05
206,5.79,5.92,0.13,5.92,5.59,5.67,0.08,5.67,4.80,4.74,0.06,0.00,3.12,8.77,5.80,0.92,0.82,-4.11,-3.43
207,6.42,6.20,0.22,6.42,6.41,6.03,0.38,6.41,5.28,5.14,0.14,0.01,2.69,7.51,4.96,0.87,0.82,-4.28,-3.89
208,6.03,6.38,0.35,6.38,5.97,6.28,0.31,6.28,5.21,5.23,0.01,0.00,3.27,7.98,4.88,0.86,0.84,-4.08,-4.06
209,6.04,5.89,0.15,6.04,5.99,5.69,0.29,5.99,5.06,4.81,0.25,0.00,3.59,9.05,5.65,0.90,0.83,-4.15,-3.56
210,5.75,5.15,0.61,5.75,5.67,5.35,0.32,5.67,4.80,4.49,0.31,0.00,3.55,9.11,5.74,0.93,0.91,-4.12,-3.96
211,6.09,6.03,0.07,6.09,5.99,6.03,0.04,6.03,5.02,5.06,0.04,0.01,2.98,8.00,5.17,0.87,0.92,-4.22,-4.64
212,5.28,5.21,0.08,5.28,4.96,5.07,0.11,5.07,4.07,4.19,0.12,0.00,2.95,9.20,6.40,0.89,0.93,-3.62,-3.91
213,6.45,6.69,0.24,6.69,6.51,6.60,0.09,6.60,5.54,5.68,0.14,0.04,2.75,6.25,3.64,0.85,0.85,-4.82,-4.71
214,5.56,5.94,0.38,5.94,5.65,5.80,0.15,5.80,4.66,4.78,0.13,0.00,2.64,8.31,5.80,0.96,0.88,-4.50,-3.98
215,5.95,6.56,0.61,6.56,6.06,6.30,0.24,6.30,5.22,5.40,0.18,0.03,2.87,7.09,4.37,0.85,0.84,-4.30,-4.23
216,5.48,6.09,0.62,6.09,5.51,5.80,0.29,5.80,4.63,4.73,0.11,0.00,2.17,8.00,5.94,0.94,0.88,-4.15,-3.76
217,5.37,4.79,0.58,5.37,5.33,4.93,0.41,5.33,4.37,4.21,0.16,0.00,2.12,8.58,6.56,0.96,0.93,-4.10,-3.81
218,6.25,6.11,0.14,6.25,6.09,6.05,0.04,6.09,5.05,5.11,0.06,0.02,2.63,7.13,4.64,0.79,0.94,-3.95,-4.95
219,5.00,5.14,0.15,5.14,5.27,5.11,0.16,5.27,4.23,4.45,0.22,0.00,3.99,10.27,6.48,0.86,0.94,-3.36,-4.05
220,5.31,5.65,0.34,5.65,5.29,5.62,0.32,5.62,4.62,4.70,0.08,0.00,3.82,9.26,5.64,0.88,0.84,-3.95,-3.52
221,6.39,6.50,0.10,6.50,6.29,6.21,0.08,6.29,5.42,5.48,0.06,0.01,2.24,6.40,4.27,0.78,0.85,-3.83,-4.33
222,6.30,6.49,0.19,6.49,6.16,6.49,0.33,6.49,5.25,5.51,0.26,0.01,1.97,6.27,4.40,0.85,0.91,-4.20,-4.70
223,6.71,6.13,0.57,6.71,6.45,6.27,0.19,6.45,5.39,5.23,0.16,0.02,3.07,7.45,4.53,0.84,0.89,-4.34,-4.58
224,7.10,7.10,0.01,7.10,6.75,6.79,0.04,6.79,5.74,5.72,0.02,0.01,2.86,6.49,3.77,0.83,0.82,-4.66,-4.58
225,7.75,7.39,0.36,7.75,7.23,6.95,0.28,7.23,6.10,5.92,0.18,0.07,4.12,7.26,3.35,0.81,0.78,-4.75,-4.62
226,5.21,5.44,0.22,5.44,5.22,5.16,0.06,5.22,4.23,4.20,0.02,0.00,3.58,10.07,6.66,0.94,0.80,-3.84,-2.67
227,5.89,6.02,0.13,6.02,5.75,6.19,0.44,6.19,4.91,5.20,0.29,0.00,3.15,7.97,4.97,0.88,0.89,-4.21,-4.41
228,5.21,5.74,0.53,5.74,5.31,5.51,0.20,5.51,4.46,4.55,0.09,0.00,2.21,8.21,6.12,0.89,0.87,-3.56,-3.49
229,4.90,5.19,0.28,5.19,5.11,5.33,0.22,5.33,4.41,4.55,0.14,0.00,4.18,10.42,6.45,0.99,0.87,-4.28,-3.44
230,5.43,5.49,0.07,5.49,5.52,5.49,0.03,5.52,4.57,4.73,0.16,0.00,3.52,9.35,6.01,0.98,0.91,-4.39,-3.93
231,6.37,6.22,0.15,6.37,6.18,6.21,0.02,6.21,5.00,5.33,0.33,0.02,2.57,7.28,4.84,0.86,0.83,-4.13,-3.99
232,6.01,6.39,0.38,6.39,5.84,6.28,0.43,6.28,5.08,5.29,0.21,0.01,2.85,7.46,4.75,0.88,0.89,-4.34,-4.48
233,5.62,5.81,0.20,5.81,5.78,5.61,0.17,5.78,4.66,4.57,0.09,0.00,2.61,8.78,6.30,0.91,0.78,-3.98,-2.77
234,6.70,7.14,0.44,7.14,6.65,6.69,0.03,6.69,5.63,5.61,0.02,0.06,3.26,6.98,3.88,0.87,0.78,-4.93,-3.96
235,5.13,4.99,0.14,5.13,5.25,4.95,0.30,5.25,4.26,4.15,0.11,0.00,2.95,9.40,6.61,0.92,0.91,-3.70,-3.62
236,6.56,6.61,0.05,6.61,6.41,6.44,0.03,6.44,5.53,5.56,0.03,0.00,2.02,6.46,4.54,0.85,0.88,-4.31,-4.51
237,6.02,6.42,0.40,6.42,6.13,6.14,0.01,6.14,5.17,5.27,0.11,0.00,2.81,7.20,4.54,0.90,0.83,-4.70,-4.14
238,6.27,7.00,0.73,7.00,6.31,6.62,0.31,6.62,5.42,5.59,0.17,0.01,2.20,5.99,3.89,0.82,0.86,-4.39,-4.69
239,5.50,5.70,0.20,5.70,5.11,5.44,0.33,5.44,4.44,4.60,0.16,0.00,2.80,8.69,6.02,0.85,0.94,-3.59,-4.29
240,6.08,5.73,0.35,6.08,5.72,5.68,0.04,5.72,4.74,4.81,0.07,0.00,2.95,8.85,6.04,0.84,0.93,-3.49,-4.19
241,6.34,6.35,0.02,6.35,6.21,6.31,0.09,6.31,5.30,5.27,0.03,0.01,2.26,6.54,4.39,0.91,0.86,-4.78,-4.35
242,6.01,6.05,0.05,6.05,5.69,6.02,0.33,6.02,4.94,5.07,0.13,0.00,3.10,7.81,4.86,0.85,0.89,-4.04,-4.41
243,5.75,5.19,0.56,5.75,5.68,5.54,0.14,5.68,4.83,4.55,0.28,0.00,2.77,8.11,5.47,0.87,0.90,-3.84,-4.15
244,5.13,5.05,0.09,5.13,4.97,5.23,0.26,5.23,4.15,4.36,0.21,0.00,3.02,9.26,6.39,0.90,0.91,-3.53,-3.79
245,7.12,7.37,0.25,7.37,7.01,6.88,0.12,7.01,5.97,5.93,0.05,0.02,3.10,6.34,3.40,0.85,0.80,-5.08,-4.62
246,5.97,5.62,0.35,5.97,5.71,5.73,0.01,5.73,4.86,4.72,0.14,0.00,2.67,8.22,5.68,0.93,0.87,-4.32,-3.83
247,5.65,5.22,0.42,5.65,5.24,5.26,0.03,5.26,4.35,4.34,0.01,0.00,3.01,9.47,6.61,0.87,0.94,-3.34,-3.85
248,6.58,5.77,0.81,6.58,6.32,6.11,0.21,6.32,5.15,5.15,0.00,0.01,3.62,8.00,4.56,0.91,0.93,-4.70,-4.89
249,6.12,5.74,0.39,6.12,5.78,5.66,0.12,5.78,4.96,4.88,0.07,0.01,3.07,8.00,5.08,0.85,0.92,-3.90,-4.43
250,7.23,7.30,0.07,7.30,6.66,6.96,0.30,6.96,6.01,6.04,0.03,0.09,2.21,5.21,3.10,0.77,0.79,-4.31,-4.49
251,5.61,5.40,0.22,5.61,5.60,5.36,0.24,5.60,4.60,4.57,0.02,0.01,2.26,8.36,6.22,0.88,0.95,-3.79,-4.38
252,5.36,5.31,0.05,5.36,5.02,5.16,0.14,5.16,4.18,4.38,0.19,0.00,2.83,9.24,6.56,0.87,0.91,-3.32,-3.65
253,5.57,5.76,0.19,5.76,5.79,5.67,0.11,5.79,4.81,4.69,0.12,0.00,2.38,8.00,5.74,0.87,0.92,-3.86,-4.26
254,5.67,5.53,0.14,5.67,5.64,5.31,0.33,5.64,4.65,4.38,0.27,0.00,3.02,9.18,6.31,0.90,0.87,-3.76,-3.48
255,5.28,5.59,0.31,5.59,5.58,5.42,0.16,5.58,4.39,4.60,0.21,0.00,2.42,8.61,6.31,0.94,0.88,-4.06,-3.56
256,5.20,5.49,0.29,5.49,5.09,5.44,0.35,5.44,4.35,4.54,0.19,0.00,3.24,8.97,5.90,0.90,0.91,-3.90,-3.98
257,6.25,5.88,0.37,6.25,6.14,6.09,0.06,6.14,5.12,5.03,0.09,0.00,2.07,6.72,4.76,0.85,0.83,-4.29,-3.91
258,6.05,6.00,0.05,6.05,5.87,6.00,0.13,6.00,5.00,5.07,0.07,0.00,2.95,8.09,5.28,0.88,0.86,-4.06,-3.94
259,5.70,5.97,0.28,5.97,5.69,5.72,0.03,5.72,4.84,4.86,0.02,0.00,3.10,8.47,5.53,0.90,0.89,-4.17,-3.96
260,7.08,6.99,0.09,7.08,6.97,6.86,0.11,6.97,6.01,5.81,0.20,0.02,2.71,5.84,3.27,0.85,0.82,-5.02,-4.85
261,6.56,6.06,0.50,6.56,6.67,6.07,0.60,6.67,5.83,5.07,0.76,0.01,3.21,7.25,4.19,0.87,0.84,-4.77,-4.32
262,5.41,5.40,0.01,5.41,5.20,5.40,0.21,5.40,4.39,4.52,0.13,0.00,3.16,9.26,6.26,0.94,0.87,-3.93,-3.46
263,6.83,6.35,0.48,6.83,6.51,6.40,0.12,6.51,5.59,5.42,0.17,0.02,3.11,7.14,4.19,0.79,0.86,-3.94,-4.56
264,5.86,5.65,0.21,5.86,5.58,5.50,0.08,5.58,4.66,4.63,0.03,0.00,3.41,9.20,5.96,0.88,0.92,-3.74,-4.18
265,6.93,6.90,0.03,6.93,6.83,6.44,0.38,6.83,5.91,5.59,0.32,0.00,3.70,7.32,3.80,0.86,0.76,-4.82,-4.01
266,5.80,5.86,0.06,5.86,5.60,5.62,0.02,5.62,4.82,4.55,0.27,0.00,2.66,8.33,5.81,0.91,0.87,-4.05,-3.79
267,5.61,5.51,0.09,5.61,5.63,5.37,0.26,5.63,4.77,4.61,0.16,0.00,3.15,8.64,5.65,0.87,0.91,-3.79,-4.08
268,6.46,7.05,0.58,7.05,6.45,6.64,0.18,6.64,5.37,5.74,0.37,0.01,3.00,6.84,3.99,0.86,0.85,-4.60,-4.68
269,5.11,5.00,0.11,5.11,5.17,5.17,0.00,5.17,4.33,4.42,0.09,0.00,3.67,9.85,6.36,0.92,0.92,-3.88,-3.91
270,5.96,5.73,0.23,5.96,5.88,5.65,0.24,5.88,5.00,4.77,0.23,0.00,2.52,7.80,5.41,0.87,0.90,-3.95,-4.26
271,5.15,5.20,0.05,5.20,5.38,5.26,0.12,5.38,4.51,4.43,0.08,0.00,3.08,9.05,6.13,0.94,0.94,-4.13,-4.11
272,6.24,6.62,0.38,6.62,6.15,6.32,0.16,6.32,5.18,5.28,0.10,0.01,3.68,8.06,4.56,0.87,0.87,-4.39,-4.36
273,5.23,5.05,0.18,5.23,5.31,5.23,0.09,5.31,4.41,4.43,0.02,0.00,2.99,9.16,6.32,0.93,0.95,-4.02,-4.07
274,6.18,5.81,0.36,6.18,5.91,5.64,0.28,5.91,5.08,4.87,0.21,0.00,3.49,8.48,5.16,0.82,0.90,-3.63,-4.28
275,5.72,5.87,0.14,5.87,5.73,5.84,0.11,5.84,4.70,4.93,0.23,0.01,3.44,8.66,5.40,0.93,0.84,-4.36,-3.64
276,6.35,6.64,0.29,6.64,6.44,6.29,0.15,6.44,5.52,5.53,0.01,0.00,2.33,6.35,4.14,0.86,0.86,-4.49,-4.49
277,6.45,6.51,0.06,6.51,6.49,6.29,0.20,6.49,5.34,5.13,0.21,0.00,3.89,8.00,4.31,0.87,0.79,-4.65,-3.86
278,6.00,6.50,0.50,6.50,5.80,5.96,0.16,5.96,5.03,5.05,0.02,0.00,2.81,7.89,5.23,0.84,0.90,-4.01,-4.40
279,5.12,5.00,0.12,5.12,5.39,5.26,0.12,5.39,4.52,4.40,0.12,0.00,3.51,9.28,5.95,0.92,0.92,-4.01,-3.94
280,6.05,6.26,0.21,6.26,6.02,6.12,0.10,6.12,5.11,5.12,0.01,0.07,3.20,8.01,4.97,0.90,0.87,-4.46,-4.18
281,6.22,5.92,0.29,6.22,6.11,5.92,0.19,6.11,5.23,5.01,0.23,0.00,2.35,7.01,4.78,0.89,0.86,-4.58,-4.12
282,6.06,5.90,0.16,6.06,6.17,6.03,0.14,6.17,5.07,5.02,0.04,0.00,3.29,8.00,4.88,0.79,0.90,-3.59,-4.52
283,5.37,5.87,0.50,5.87,5.96,5.73,0.23,5.96,4.97,4.79,0.18,0.00,2.95,8.23,5.43,0.99,0.89,-5.00,-4.00
284,7.14,7.27,0.13,7.27,6.95,6.75,0.20,6.95,5.89,5.78,0.11,0.04,4.61,8.00,3.62,0.79,0.80,-4.36,-4.54
285,5.44,5.68,0.24,5.68,5.32,5.64,0.32,5.64,4.39,4.69,0.30,0.00,2.92,8.93,6.16,0.86,0.94,-3.48,-4.22
286,5.31,5.37,0.06,5.37,5.56,5.38,0.19,5.56,4.55,4.49,0.07,0.00,3.27,9.36,6.26,0.89,0.88,-3.68,-3.53
287,5.81,6.48,0.67,6.48,5.68,6.50,0.83,6.50,4.85,5.35,0.50,0.00,3.10,8.00,5.05,0.85,0.93,-3.99,-4.75
288,6.25,6.49,0.24,6.49,6.06,6.34,0.28,6.34,5.21,5.35,0.13,0.00,3.46,8.10,4.82,0.84,0.85,-4.18,-4.21
289,5.70,6.30,0.60,6.30,5.62,6.17,0.56,6.17,4.80,5.04,0.24,0.02,2.31,7.30,5.11,0.90,0.84,-4.28,-3.89
290,6.19,6.37,0.18,6.37,6.03,6.16,0.13,6.16,5.17,5.20,0.03,0.04,2.87,7.43,4.71,0.82,0.85,-3.82,-4.25
291,5.93,5.74,0.19,5.93,6.10,5.81,0.28,6.10,5.12,4.86,0.25,0.00,2.53,7.47,5.06,0.86,0.87,-4.04,-4.16
292,6.57,6.86,0.29,6.86,6.36,6.37,0.01,6.37,5.46,5.45,0.01,0.03,2.16,6.11,4.06,0.89,0.80,-4.69,-4.04
293,6.55,6.29,0.27,6.55,6.23,6.11,0.13,6.23,5.27,5.24,0.03,0.00,1.97,6.55,4.67,0.89,0.86,-4.54,-4.20
294,6.38,6.36,0.02,6.38,6.30,6.15,0.15,6.30,5.36,5.11,0.25,0.00,3.62,8.10,4.66,0.82,0.86,-3.95,-4.25
295,6.58,6.44,0.14,6.58,6.30,6.24,0.06,6.30,5.49,5.30,0.20,0.02,2.37,6.42,4.17,0.85,0.81,-4.57,-4.04
296,5.90,6.45,0.56,6.45,5.81,6.29,0.48,6.29,4.81,5.23,0.42,0.01,3.00,7.88,5.03,0.79,0.89,-3.52,-4.40
297,4.90,4.70,0.20,4.90,5.06,4.86,0.21,5.06,4.19,4.25,0.06,0.00,2.91,9.30,6.54,0.92,0.92,-3.78,-3.68
298,5.21,5.49,0.28,5.49,5.37,5.46,0.09,5.46,4.52,4.53,0.01,0.00,2.45,8.55,6.22,0.89,0.92,-3.89,-3.99
299,5.68,6.31,0.63,6.31,6.05,6.10,0.05,6.10,5.15,5.14,0.02,0.01,3.68,8.35,4.86,0.89,0.86,-4.46,-4.21
300,7.68,7.37,0.31,7.68,7.36,6.78,0.58,7.36,6.07,5.73,0.33,0.02,4.01,7.28,3.47,0.79,0.71,-4.68,-3.68
301,6.85,6.33,0.51,6.85,6.66,6.44,0.22,6.66,5.44,5.51,0.06,0.01,3.09,7.20,4.26,0.82,0.92,-4.29,-4.97
302,5.20,5.42,0.22,5.42,5.29,5.46,0.17,5.46,4.26,4.56,0.30,0.00,2.71,8.96,6.39,0.92,0.90,-3.90,-3.70
303,6.11,6.02,0.08,6.11,5.98,5.84,0.14,5.98,5.05,4.98,0.07,0.01,2.56,7.67,5.23,0.91,0.85,-4.47,-4.04
304,5.68,5.66,0.02,5.68,5.57,5.75,0.18,5.75,4.61,4.84,0.22,0.00,3.50,9.08,5.75,0.87,0.90,-3.87,-4.08
305,5.86,6.09,0.23,6.09,5.97,6.03,0.06,6.03,5.04,5.03,0.01,0.00,2.14,7.01,4.97,0.86,0.85,-4.07,-3.99
306,6.00,6.45,0.44,6.45,5.82,6.25,0.43,6.25,4.95,5.28,0.32,0.03,2.49,7.37,5.00,0.83,0.91,-3.93,-4.60
307,6.05,5.89,0.16,6.05,5.87,5.81,0.06,5.87,5.01,4.82,0.18,0.01,3.61,8.82,5.39,0.93,0.89,-4.42,-4.19
308,6.05,6.42,0.37,6.42,5.97,6.32,0.35,6.32,5.03,5.30,0.27,0.03,3.14,7.59,4.61,0.84,0.92,-4.13,-4.68
309,7.34,7.15,0.19,7.34,7.00,7.04,0.05,7.04,5.95,6.05,0.10,0.19,2.82,5.95,3.26,0.80,0.79,-4.69,-4.55
310,5.08,5.14,0.07,5.14,5.21,5.22,0.01,5.22,4.28,4.43,0.15,0.00,3.38,9.60,6.39,0.92,0.91,-3.79,-3.84
311,5.27,4.95,0.32,5.27,5.45,5.18,0.27,5.45,4.54,4.41,0.13,0.00,2.40,8.53,6.25,0.90,0.93,-3.73,-3.96
312,6.64,5.67,0.97,6.64,6.08,5.73,0.35,6.08,5.14,4.86,0.29,0.00,2.75,7.61,5.00,0.85,0.88,-3.95,-4.21
313,5.52,5.16,0.36,5.52,5.43,5.20,0.22,5.43,4.44,4.33,0.12,0.01,2.17,8.15,6.09,0.88,0.90,-3.62,-3.67
314,6.20,6.52,0.32,6.52,6.22,6.49,0.27,6.49,5.24,5.32,0.08,0.00,2.47,6.45,4.10,0.80,0.86,-3.95,-4.62
315,5.22,5.02,0.19,5.22,5.22,5.37,0.15,5.37,4.28,4.47,0.19,0.00,2.55,8.66,6.23,0.91,0.94,-3.79,-3.94
316,5.79,5.95,0.16,5.95,5.60,5.72,0.12,5.72,4.76,4.81,0.04,0.00,2.89,8.50,5.75,0.87,0.91,-3.86,-4.18
317,6.92,7.26,0.33,7.26,6.89,6.90,0.01,6.90,5.99,5.81,0.19,0.05,2.59,5.94,3.48,0.80,0.83,-4.47,-4.70
318,5.93,5.47,0.46,5.93,5.72,5.70,0.02,5.72,4.58,4.79,0.21,0.00,2.58,8.29,5.84,0.79,0.91,-3.05,-4.12
319,6.90,6.35,0.55,6.90,6.26,6.29,0.03,6.29,5.46,5.25,0.21,0.03,2.11,6.28,4.27,0.86,0.82,-4.48,-4.09
320,5.09,5.30,0.21,5.30,5.26,5.20,0.06,5.26,4.27,4.26,0.01,0.00,2.79,9.14,6.49,0.91,0.91,-3.71,-3.58
321,6.48,6.49,0.01,6.49,6.23,6.08,0.15,6.23,5.17,5.06,0.11,0.00,3.32,8.00,4.85,0.82,0.82,-3.90,-3.81
322,7.21,6.96,0.25,7.21,6.80,6.66,0.13,6.80,5.61,5.58,0.04,0.15,2.53,6.48,4.08,0.86,0.82,-4.74,-4.19
323,6.79,5.91,0.88,6.79,6.37,6.00,0.38,6.37,5.51,4.99,0.52,0.01,2.90,7.61,4.86,0.84,0.87,-4.08,-4.29
324,5.84,5.99,0.16,5.99,5.90,6.00,0.10,6.00,5.02,5.20,0.19,0.00,3.45,8.16,4.88,0.85,0.87,-4.08,-4.18
325,5.91,6.42,0.50,6.42,6.08,6.39,0.31,6.39,5.05,5.33,0.28,0.01,3.01,7.29,4.43,0.88,0.88,-4.50,-4.51
326,5.02,5.50,0.48,5.50,5.26,5.61,0.35,5.61,4.41,4.62,0.21,0.00,3.40,9.25,6.02,0.91,0.92,-3.87,-4.06
327,5.34,4.68,0.66,5.34,5.11,4.97,0.14,5.11,4.32,4.12,0.19,0.00,2.74,9.29,6.68,0.91,0.92,-3.65,-3.73
328,6.24,5.43,0.81,6.24,6.09,5.51,0.58,6.09,4.94,4.64,0.31,0.00,2.76,8.00,5.38,0.89,0.88,-4.30,-3.98
329,5.87,5.96,0.09,5.96,5.92,5.93,0.00,5.93,5.02,4.89,0.13,0.00,3.38,8.45,5.24,0.91,0.92,-4.47,-4.53
330,6.01,6.18,0.17,6.18,6.02,5.98,0.04,6.02,5.15,5.03,0.12,0.01,4.20,9.21,5.22,0.86,0.90,-4.13,-4.42
331,6.24,6.65,0.41,6.65,6.47,6.50,0.03,6.50,5.45,5.45,0.00,0.02,3.90,7.74,4.04,0.88,0.82,-4.64,-4.16
332,6.22,5.93,0.29,6.22,5.94,6.09,0.15,6.09,5.14,5.05,0.09,0.02,3.37,8.19,4.99,0.85,0.94,-4.05,-4.80
333,6.02,6.04,0.02,6.04,5.82,5.90,0.09,5.90,4.86,4.98,0.12,0.01,2.55,7.49,5.07,0.86,0.86,-4.06,-4.05
334,6.12,5.89,0.23,6.12,5.90,5.99,0.09,5.99,5.03,5.08,0.05,0.01,2.87,8.00,5.27,0.83,0.90,-3.84,-4.28
335,5.30,5.98,0.68,5.98,5.38,5.53,0.16,5.53,4.51,4.76,0.25,0.02,2.78,8.60,5.96,0.91,0.89,-3.93,-3.90
336,5.44,5.16,0.28,5.44,4.99,5.26,0.27,5.26,4.16,4.38,0.22,0.00,2.97,9.26,6.44,0.86,0.93,-3.37,-3.99
337,5.44,5.51,0.07,5.51,5.34,5.19,0.14,5.34,4.51,4.29,0.22,0.00,2.45,8.67,6.34,0.93,0.91,-3.95,-3.73
338,5.46,5.28,0.18,5.46,5.37,5.37,0.01,5.37,4.51,4.48,0.02,0.00,2.67,8.42,5.89,0.92,0.89,-4.04,-3.57
339,5.67,6.18,0.51,6.18,5.82,5.99,0.17,5.99,4.93,5.12,0.20,0.02,2.84,7.60,4.91,0.88,0.90,-4.20,-4.35
340,6.57,6.36,0.20,6.57,6.35,6.08,0.27,6.35,5.22,5.20,0.02,0.00,2.09,6.55,4.57,0.82,0.78,-4.10,-3.63
341,5.22,4.73,0.48,5.22,4.94,5.32,0.38,5.32,4.17,4.39,0.21,0.00,2.66,9.13,6.61,0.89,0.94,-3.42,-3.94
342,5.25,5.39,0.14,5.39,5.25,5.39,0.13,5.39,4.33,4.44,0.11,0.00,2.71,9.04,6.47,0.91,0.90,-3.85,-3.71
343,5.49,5.49,0.00,5.49,5.46,5.71,0.24,5.71,4.52,4.62,0.10,0.00,3.00,8.88,6.03,0.92,0.85,-4.12,-3.57
