,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2,p1,p2
165,50.93,61.21,10.28,61.21,47.29,47.64,0.36,47.64,41.10,333.63,333.63,1.00,56.81,90.00,41.71,3318.88,26.86,25.29,21.56,21.79
166,55.37,52.36,3.01,55.37,47.03,46.12,0.91,47.03,139.48,161.58,161.58,0.73,47.55,80.26,39.85,3271.36,27.08,26.76,19.08,21.21
167,53.24,52.28,0.96,53.24,46.41,47.96,1.56,47.96,138.02,89.27,138.02,0.62,58.51,90.00,40.26,3148.71,24.64,29.15,21.51,20.13
168,59.68,55.36,4.32,59.68,46.64,44.22,2.42,46.64,309.33,252.14,309.33,0.98,56.68,90.00,41.82,3332.03,27.34,23.67,20.16,20.20
169,50.93,52.73,1.79,52.73,45.33,45.55,0.22,45.55,123.95,89.05,123.95,0.19,48.56,85.80,44.52,3724.01,22.29,27.18,22.96,18.99
170,52.28,50.94,1.34,52.28,48.25,46.08,2.16,48.25,58.81,131.26,131.26,0.92,51.58,80.70,36.86,2912.12,29.66,27.01,19.58,19.20
171,50.69,56.23,5.54,56.23,46.86,46.18,0.68,46.86,34.10,269.78,269.78,0.96,50.02,81.65,39.13,3163.10,26.58,25.97,21.29,21.26
172,48.76,52.29,3.53,52.29,46.39,47.44,1.05,47.44,51.22,75.44,75.44,0.93,47.11,78.56,38.52,3144.97,26.68,27.27,20.32,21.40
173,55.15,56.06,0.91,56.06,47.01,44.86,2.15,47.01,144.10,183.92,183.92,0.27,47.71,83.77,43.22,3606.51,26.97,25.53,19.95,20.02
174,56.35,57.68,1.32,57.68,45.88,48.57,2.69,48.57,309.43,165.35,309.43,0.92,55.02,90.00,43.23,3498.08,26.28,28.65,20.15,20.71
175,55.81,53.05,2.76,55.81,46.84,46.85,0.00,46.85,179.22,159.58,179.22,0.95,50.77,84.29,41.14,3351.95,27.08,27.14,19.32,19.70
176,53.97,53.71,0.27,53.97,48.98,48.69,0.29,48.98,63.00,139.24,139.24,0.98,62.62,90.00,36.77,2737.58,28.99,29.46,21.52,20.54
177,55.31,52.76,2.55,55.31,47.20,46.59,0.62,47.20,100.56,155.89,155.89,0.99,58.86,90.00,39.97,3113.92,27.84,27.35,19.91,19.91
178,53.79,56.49,2.70,56.49,44.87,47.56,2.69,47.56,345.41,201.83,345.41,0.98,55.72,90.00,42.64,3428.33,25.41,25.29,20.94,22.01
179,54.22,52.53,1.69,54.22,46.13,44.35,1.79,46.13,159.42,238.58,238.58,0.72,51.25,86.04,42.47,3478.39,24.91,25.56,21.47,19.88
180,56.55,54.93,1.62,56.55,44.74,47.00,2.26,47.00,135.19,118.20,135.19,0.92,55.28,90.00,43.01,3472.16,24.28,27.61,20.86,19.51
181,51.37,56.82,5.45,56.82,46.76,47.92,1.16,47.92,58.85,184.67,184.67,0.96,51.25,81.56,37.99,3030.65,28.22,28.56,19.55,20.23
182,53.10,56.07,2.97,56.07,48.84,48.04,0.80,48.84,82.75,117.71,117.71,0.79,58.78,90.00,40.04,3121.85,29.66,28.45,19.52,19.76
183,51.78,51.28,0.49,51.78,47.95,46.63,1.32,47.95,31.87,61.76,61.76,0.91,52.92,81.51,36.53,2859.18,28.83,27.63,19.71,18.92
184,51.18,48.26,2.91,51.18,46.49,46.37,0.12,46.49,71.60,63.06,71.60,0.96,56.94,87.07,38.67,3012.69,27.17,27.33,20.00,19.56
185,49.84,56.36,6.52,56.36,45.62,46.79,1.17,46.79,152.76,176.80,176.80,0.89,52.89,90.00,45.05,3711.36,23.46,26.72,22.94,19.95
186,61.13,58.70,2.42,61.13,48.40,47.93,0.47,48.40,494.92,325.21,494.92,0.92,53.25,85.60,40.34,3235.40,28.08,28.42,20.23,19.88
187,55.92,55.55,0.37,55.92,46.64,46.27,0.37,46.64,226.36,144.53,226.36,0.24,50.53,88.35,45.41,3782.88,25.79,24.70,19.25,21.89
188,56.90,53.65,3.25,56.90,46.09,47.10,1.01,47.10,197.52,93.41,197.52,0.96,52.20,90.00,45.63,3780.05,25.75,26.42,21.06,19.16
189,51.32,54.76,3.44,54.76,48.89,47.24,1.65,48.89,77.09,181.31,181.31,0.63,54.19,87.25,41.19,3306.37,29.17,25.82,19.32,20.34
190,57.83,50.32,7.51,57.83,46.07,45.07,1.00,46.07,242.80,94.64,242.80,0.99,53.33,86.22,40.88,3288.40,26.70,23.75,20.30,22.35
191,52.25,57.04,4.78,57.04,46.52,48.35,1.83,48.35,87.70,156.17,156.17,0.66,57.36,90.00,41.24,3263.81,26.96,29.16,20.59,18.43
192,53.41,56.06,2.65,56.06,46.61,46.95,0.33,46.95,83.98,271.13,271.13,0.29,54.78,87.74,41.17,3295.53,27.74,27.09,19.03,20.23
193,48.83,54.57,5.74,54.57,45.50,44.66,0.84,45.50,60.23,180.58,180.58,0.92,43.38,74.63,37.76,3124.94,26.76,25.32,19.52,19.49
194,55.30,57.03,1.72,57.03,47.77,48.34,0.58,48.34,152.34,223.87,223.87,0.94,59.67,90.00,39.28,3033.06,28.50,28.57,18.51,19.20
195,53.56,56.25,2.68,56.25,47.45,49.66,2.21,49.66,60.10,96.36,96.36,0.98,55.99,90.00,42.41,3401.24,26.63,29.05,21.62,20.63
196,50.84,53.84,3.00,53.84,47.09,45.28,1.81,47.09,117.11,264.96,264.96,0.96,57.34,85.85,37.11,2850.74,28.72,26.04,20.19,20.42
197,52.71,56.85,4.15,56.85,44.69,44.80,0.11,44.80,143.07,115.60,143.07,0.98,50.82,90.00,46.80,3918.00,26.10,17.94,19.26,25.35
198,59.92,54.17,5.76,59.92,48.32,47.28,1.04,48.32,224.02,185.29,224.02,0.94,58.17,90.00,40.56,3182.96,28.67,29.19,19.11,19.16
199,56.97,56.04,0.93,56.97,46.28,48.15,1.87,48.15,180.17,208.40,208.40,0.95,59.89,90.00,39.10,3011.31,27.64,29.45,18.96,19.69
200,52.34,52.91,0.57,52.91,46.02,46.85,0.82,46.85,109.52,83.88,109.52,0.69,59.07,90.00,39.79,3092.69,26.12,27.91,20.33,20.35
201,52.06,55.12,3.06,55.12,47.23,45.12,2.11,47.23,78.99,190.79,190.79,0.95,55.44,82.94,35.81,2749.28,29.68,26.47,18.58,18.25
202,50.76,49.16,1.60,50.76,44.96,46.47,1.51,46.47,88.96,58.99,88.96,0.93,50.63,84.16,41.12,3352.91,26.42,26.24,19.24,20.19
203,58.38,53.18,5.20,58.38,46.94,48.10,1.16,48.10,330.48,131.72,330.48,0.94,46.97,82.17,42.25,3520.35,27.93,28.02,20.09,20.21
204,55.15,56.12,0.97,56.12,46.45,48.22,1.76,48.22,114.54,135.53,135.53,0.98,56.60,88.37,40.26,3176.99,25.58,29.67,22.39,18.85
205,51.80,57.89,6.10,57.89,47.78,47.18,0.60,47.78,134.66,168.74,168.74,0.99,54.66,87.06,40.59,3239.48,28.22,27.20,20.10,20.98
206,51.66,53.80,2.14,53.80,46.77,47.97,1.20,47.97,96.61,94.07,96.61,0.81,51.54,82.49,38.68,3094.64,27.65,28.53,20.50,19.12
207,52.14,52.30,0.16,52.30,47.62,50.16,2.54,50.16,71.73,18.96,71.73,0.94,61.73,90.00,37.53,2826.57,27.52,29.81,20.87,21.45
208,52.73,51.60,1.12,52.73,44.29,48.02,3.73,48.02,122.25,57.93,122.25,0.97,44.59,74.41,36.51,2981.88,25.76,29.29,19.07,19.91
209,53.19,54.02,0.83,54.02,47.39,46.26,1.13,47.39,120.75,280.93,280.93,0.98,52.02,83.85,39.63,3182.81,26.84,25.88,21.42,21.59
210,53.71,54.09,0.38,54.09,47.71,46.49,1.22,47.71,102.44,106.02,106.02,0.97,37.84,65.19,33.03,2735.49,29.54,26.65,17.98,20.51
211,53.51,53.46,0.05,53.51,46.10,45.03,1.07,46.10,118.91,175.62,175.62,0.71,56.20,90.00,42.23,3380.44,25.68,25.57,20.95,19.88
212,53.53,53.05,0.48,53.53,48.02,47.21,0.80,48.02,119.69,125.98,125.98,0.97,57.79,88.39,39.26,3059.32,28.72,26.89,20.15,21.29
213,51.03,57.84,6.81,57.84,46.14,46.31,0.17,46.31,135.18,179.28,179.28,0.91,52.12,89.40,45.10,3727.90,24.87,26.65,21.68,20.61
214,54.40,55.46,1.06,55.46,47.72,46.20,1.52,47.72,118.05,178.22,178.22,0.44,52.83,89.66,44.75,3682.66,27.82,24.54,20.14,23.12
215,51.50,53.33,1.82,53.33,45.50,49.12,3.62,49.12,89.59,82.74,89.59,0.93,56.13,90.00,42.29,3386.65,25.20,28.58,20.58,20.69
216,50.29,56.53,6.24,56.53,47.41,45.52,1.89,47.41,48.57,173.49,173.49,1.00,60.94,90.00,38.20,2905.90,29.24,26.12,19.29,19.78
217,53.88,55.63,1.76,55.63,47.00,46.41,0.59,47.00,62.17,141.50,141.50,0.62,53.51,90.00,44.52,3649.08,27.08,26.17,19.97,20.23
218,53.91,57.19,3.28,57.19,46.36,45.92,0.45,46.36,90.86,174.37,174.37,0.98,53.48,85.13,39.67,3165.14,26.38,26.68,21.36,19.52
219,54.52,52.59,1.93,54.52,46.63,45.42,1.20,46.63,119.11,230.70,230.70,0.20,56.53,90.00,41.95,3347.48,26.93,26.75,19.52,18.99
220,51.92,50.58,1.34,51.92,44.45,46.27,1.83,46.27,90.93,68.13,90.93,0.97,48.34,80.28,39.20,3194.58,23.16,26.69,22.49,20.62
221,54.07,51.56,2.51,54.07,45.01,47.45,2.44,47.45,164.56,70.18,164.56,0.97,54.62,87.07,40.65,3245.39,22.72,27.60,23.12,20.79
222,56.18,54.57,1.61,56.18,46.93,46.31,0.62,46.93,154.24,157.49,157.49,0.62,52.69,90.00,45.22,3731.41,21.38,26.80,25.39,19.26
223,58.87,50.85,8.02,58.87,43.85,43.97,0.12,43.97,267.11,89.77,267.11,0.26,51.65,90.00,46.09,3834.58,19.66,25.26,24.20,19.50
224,53.45,52.13,1.32,53.45,45.45,46.25,0.81,46.25,140.86,137.16,140.86,0.45,51.47,88.28,44.53,3681.05,25.36,27.01,19.65,20.49
225,54.46,49.31,5.16,54.46,46.63,43.96,2.67,46.63,178.35,93.66,178.35,0.88,48.26,83.11,42.09,3484.93,24.76,24.00,23.10,20.41
226,51.82,54.47,2.64,54.47,47.54,48.70,1.17,48.70,127.95,135.95,135.95,0.96,65.08,90.00,34.69,2492.42,29.73,28.84,19.31,19.42
227,54.69,53.17,1.51,54.69,46.21,46.71,0.50,46.71,167.39,95.89,167.39,0.99,56.52,90.00,41.96,3348.17,20.72,27.54,25.82,19.10
228,52.13,54.59,2.45,54.59,47.98,47.10,0.89,47.98,125.50,124.02,125.50,0.61,52.41,84.48,39.93,3206.89,27.64,28.03,20.45,20.32
229,49.71,57.31,7.60,57.31,46.22,48.19,1.96,48.19,133.11,144.28,144.28,0.37,46.53,82.72,43.17,3618.57,25.26,25.68,19.32,22.44
230,51.95,53.42,1.47,53.42,44.66,45.83,1.18,45.83,77.41,216.46,216.46,0.33,53.67,90.00,44.38,3633.41,26.09,26.00,17.94,19.89
231,52.34,54.41,2.06,54.41,45.24,46.44,1.20,46.44,153.72,206.78,206.78,0.68,57.80,90.00,40.87,3220.49,26.54,26.32,20.30,20.03
232,52.37,53.75,1.38,53.75,45.03,46.52,1.50,46.52,90.94,101.34,101.34,0.69,57.22,90.00,41.36,3278.12,26.62,27.10,19.00,19.76
233,55.76,57.32,1.56,57.32,46.68,46.54,0.14,46.68,139.35,267.59,267.59,0.27,52.48,90.00,45.39,3751.54,26.77,25.56,20.54,20.41
234,51.42,52.74,1.32,52.74,46.48,45.89,0.59,46.48,55.08,141.31,141.31,0.97,62.65,90.00,36.75,2734.78,28.52,26.54,17.74,20.11
235,62.60,54.47,8.13,62.60,47.55,46.16,1.39,47.55,764.20,176.79,764.20,0.95,49.97,84.80,42.33,3483.22,25.72,26.07,21.79,20.65
236,54.87,52.42,2.44,54.87,47.27,46.65,0.62,47.27,101.61,129.67,129.67,0.99,58.21,88.53,39.06,3032.48,27.38,28.01,20.79,18.56
237,58.52,56.00,2.52,58.52,46.63,50.07,3.44,50.07,341.91,142.01,341.91,0.91,57.18,90.00,41.40,3281.83,24.47,30.34,22.75,19.42
238,57.31,48.10,9.21,57.31,48.44,45.68,2.76,48.44,119.97,45.82,119.97,0.97,59.99,89.88,38.89,2988.80,27.23,27.15,21.27,19.68
239,55.53,51.04,4.49,55.53,48.82,45.24,3.58,48.82,154.21,70.64,154.21,0.42,53.79,84.12,38.40,3033.49,29.37,26.30,19.54,19.68
240,51.90,53.35,1.45,53.35,47.17,48.17,1.00,48.17,98.88,113.70,113.70,0.94,48.76,78.48,37.03,2971.53,27.87,29.28,18.77,18.92
241,54.33,51.98,2.35,54.33,44.31,45.77,1.46,45.77,168.39,100.25,168.39,0.99,54.54,90.00,43.64,3546.40,20.47,26.69,24.41,19.43
242,55.01,54.80,0.20,55.01,47.85,45.11,2.73,47.85,121.03,238.40,238.40,0.97,58.55,87.78,38.01,2923.04,29.21,26.58,18.67,17.95
243,52.29,48.89,3.41,52.29,46.22,46.91,0.69,46.91,73.99,24.49,73.99,0.92,53.60,82.14,36.58,2853.65,26.35,27.06,21.00,20.94
244,53.33,51.57,1.76,53.33,47.49,44.90,2.59,47.49,113.44,87.76,113.44,0.98,58.75,90.00,40.06,3125.17,27.69,25.47,20.45,19.61
245,52.62,56.54,3.92,56.54,46.90,46.62,0.28,46.90,92.58,316.89,316.89,0.87,52.42,84.65,40.09,3222.89,28.55,26.71,18.72,20.87
246,50.52,55.37,4.86,55.37,45.88,45.44,0.44,45.88,73.33,212.51,212.51,0.96,58.73,90.00,40.08,3127.38,27.78,26.23,18.74,19.77
247,62.22,57.30,4.91,62.22,45.74,45.57,0.17,45.74,857.64,378.01,857.64,1.00,57.87,90.00,40.81,3213.15,24.12,25.55,23.17,20.49
248,55.54,57.85,2.32,57.85,46.65,47.16,0.51,47.16,205.83,430.52,430.52,0.71,49.12,82.22,40.47,3310.06,27.10,27.98,20.82,20.26
249,54.49,51.84,2.65,54.49,48.78,46.28,2.50,48.78,129.90,69.60,129.90,0.87,57.52,90.00,41.11,3247.74,29.73,27.30,19.30,19.48
250,51.41,56.46,5.06,56.46,46.23,47.56,1.34,47.56,115.84,181.94,181.94,0.97,58.00,90.00,40.70,3199.97,27.27,27.13,19.83,20.13
251,49.66,55.96,6.30,55.96,47.60,50.20,2.60,50.20,41.75,217.43,217.43,0.99,54.90,86.85,40.19,3195.31,27.14,30.21,21.73,20.08
252,54.66,53.04,1.62,54.66,47.71,48.73,1.01,48.73,92.97,82.64,92.97,0.98,56.29,88.24,40.39,3194.69,28.73,28.13,20.04,20.68
253,49.64,52.47,2.83,52.47,45.64,46.64,1.00,46.64,124.68,57.83,124.68,0.90,47.54,79.05,38.64,3150.62,25.61,28.07,19.71,19.20
254,53.09,52.41,0.68,53.09,47.20,46.54,0.66,47.20,161.44,84.83,161.44,0.91,49.51,83.10,41.02,3359.50,27.77,26.41,19.13,20.39
255,52.91,54.69,1.79,54.69,47.26,48.21,0.95,48.21,106.59,179.54,179.54,0.27,41.29,79.98,44.88,3868.91,26.24,27.49,20.76,19.44
256,59.84,51.91,7.93,59.84,47.61,47.39,0.22,47.61,257.33,35.25,257.33,0.31,55.56,90.00,42.77,3443.72,27.02,28.21,20.87,20.84
257,57.09,51.65,5.44,57.09,47.50,45.15,2.35,47.50,168.00,143.33,168.00,0.95,55.96,88.29,40.73,3233.75,27.44,25.52,19.91,20.16
258,48.65,50.72,2.07,50.72,45.92,44.93,0.99,45.92,79.18,77.95,79.18,0.67,54.07,86.68,40.72,3261.10,25.14,26.09,21.42,19.48
259,55.74,52.97,2.77,55.74,48.83,43.74,5.08,48.83,116.89,229.12,229.12,0.88,58.32,90.00,40.43,3168.09,28.83,22.48,20.17,22.11
260,54.04,47.85,6.18,54.04,45.61,46.69,1.09,46.69,209.58,62.44,209.58,0.47,53.75,86.69,41.01,3294.35,26.34,27.15,19.83,20.67
261,53.46,50.51,2.95,53.46,44.40,44.76,0.35,44.76,180.59,149.79,180.59,0.31,51.40,90.00,46.31,3860.03,20.56,25.21,22.78,19.93
262,50.53,50.86,0.33,50.86,44.41,45.82,1.40,45.82,121.40,111.73,121.40,0.40,56.86,89.57,41.24,3270.99,25.75,26.25,19.72,20.32
263,57.30,51.25,6.04,57.30,44.72,49.02,4.30,49.02,434.67,38.92,434.67,0.94,50.31,81.87,39.11,3156.15,24.84,29.21,20.92,21.31
264,58.05,53.15,4.90,58.05,49.29,46.56,2.73,49.29,154.07,57.41,154.07,0.88,47.37,80.06,39.80,3269.01,29.91,27.06,19.96,19.98
265,52.35,47.62,4.72,52.35,46.63,45.65,0.98,46.63,114.83,30.27,114.83,0.99,53.46,87.43,41.99,3397.33,25.96,24.18,21.70,22.18
266,53.87,58.72,4.85,58.72,46.81,46.54,0.27,46.81,119.18,391.12,391.12,0.84,56.00,90.00,42.40,3399.82,26.63,27.12,20.55,20.04
267,56.19,53.16,3.03,56.19,47.17,48.72,1.55,48.72,160.78,49.70,160.78,0.84,59.38,90.00,39.53,3061.99,27.62,30.07,19.27,18.55
268,51.79,56.98,5.19,56.98,46.37,49.21,2.84,49.21,33.39,158.33,158.33,1.00,60.99,90.00,38.16,2900.65,27.30,27.91,19.77,20.45
269,52.93,56.85,3.92,56.85,46.19,48.75,2.55,48.75,114.55,253.14,253.14,0.97,49.88,82.66,40.27,3278.48,26.77,27.96,20.12,20.27
270,49.36,58.59,9.22,58.59,46.94,50.72,3.78,50.72,57.05,142.40,142.40,0.95,57.12,90.00,41.45,3287.95,27.55,29.17,19.84,20.39
271,54.36,50.59,3.77,54.36,45.90,47.45,1.54,47.45,136.99,45.92,136.99,0.75,59.89,90.00,39.09,3010.66,26.41,28.66,18.71,20.18
272,51.67,49.63,2.04,51.67,46.86,46.09,0.77,46.86,193.16,64.25,193.16,0.54,52.67,85.28,40.51,3261.05,27.23,25.30,19.24,21.72
273,53.94,49.05,4.89,53.94,48.16,46.28,1.88,48.16,143.46,61.43,143.46,0.98,58.30,90.00,40.45,3170.13,28.20,26.04,20.18,20.84
274,54.20,48.86,5.34,54.20,46.38,46.21,0.16,46.38,158.96,168.70,168.70,0.39,54.65,89.85,43.40,3519.95,26.38,25.97,20.07,20.13
275,56.46,59.93,3.47,59.93,46.49,47.33,0.84,47.33,219.68,689.38,689.38,0.98,55.83,87.08,39.63,3125.53,25.57,28.51,21.28,19.88
276,54.20,55.35,1.14,55.35,47.49,49.06,1.58,49.06,87.97,113.72,113.72,0.96,48.69,80.60,39.21,3190.93,27.85,28.11,19.96,21.28
277,55.05,63.21,8.16,63.21,46.71,48.09,1.38,48.09,164.33,242.97,242.97,0.95,58.02,90.00,40.68,3197.92,26.39,28.01,19.78,20.44
278,52.40,54.86,2.46,54.86,45.73,46.91,1.19,46.91,114.25,166.66,166.66,0.96,55.18,90.00,43.10,3482.33,25.91,26.59,20.26,19.58
279,52.91,48.68,4.23,52.91,45.58,44.23,1.35,45.58,156.79,60.81,156.79,0.60,51.56,86.79,42.96,3522.78,26.60,24.56,19.74,20.42
280,53.29,56.69,3.40,56.69,49.50,46.35,3.15,49.50,80.21,187.37,187.37,0.99,46.61,74.81,35.19,2820.03,31.18,25.69,19.66,19.55
281,53.37,53.76,0.39,53.76,46.15,45.77,0.38,46.15,136.66,302.61,302.61,0.98,56.32,90.00,42.13,3367.78,25.75,27.06,21.08,19.82
282,51.02,53.79,2.77,53.79,45.73,47.50,1.77,47.50,101.08,137.83,137.83,0.98,48.98,85.86,44.22,3687.12,21.53,27.08,25.21,20.92
283,57.42,52.63,4.79,57.42,48.74,49.78,1.04,49.78,121.11,45.48,121.11,0.93,59.11,90.00,39.76,3089.27,27.66,29.83,20.58,20.85
284,52.94,52.44,0.50,52.94,46.35,45.97,0.38,46.35,64.69,95.24,95.24,0.65,40.72,75.58,40.96,3485.56,27.12,26.53,19.73,20.43
285,54.29,56.21,1.92,56.21,46.17,45.11,1.06,46.17,115.92,178.60,178.60,0.56,50.55,83.92,40.96,3337.46,26.45,26.22,20.41,20.17
286,53.35,55.55,2.20,55.55,46.32,46.85,0.54,46.85,155.67,150.01,155.67,0.98,57.11,90.00,41.46,3288.90,26.96,25.66,20.48,21.42
287,55.09,51.83,3.26,55.09,46.76,48.39,1.63,48.39,167.84,82.02,167.84,0.27,55.45,90.00,42.87,3455.28,27.25,29.14,19.53,18.48
288,52.85,49.62,3.23,52.85,47.54,47.02,0.52,47.54,85.73,31.66,85.73,0.98,59.86,87.36,36.48,2749.94,28.00,28.31,20.42,19.78
289,50.21,56.69,6.49,56.69,45.32,45.86,0.54,45.86,69.76,171.25,171.25,0.94,43.57,76.36,39.33,3279.19,25.81,25.87,20.89,20.46
290,51.55,56.02,4.47,56.02,45.17,46.23,1.07,46.23,215.02,193.97,215.02,0.95,47.21,84.40,44.27,3718.77,25.51,23.63,20.01,21.84
291,54.81,49.97,4.83,54.81,45.10,45.20,0.10,45.20,141.94,122.97,141.94,0.41,43.98,83.86,46.48,3988.10,20.03,25.89,25.42,19.40
292,52.46,53.58,1.12,53.58,47.12,48.79,1.67,48.79,77.34,74.80,77.34,0.97,59.55,90.00,39.39,3045.45,28.58,28.50,19.09,19.99
293,52.49,54.22,1.73,54.22,46.47,46.15,0.32,46.47,125.20,144.72,144.72,0.23,51.45,90.00,46.27,3855.35,24.61,26.06,22.31,20.08
294,49.72,52.32,2.60,52.32,46.99,47.95,0.96,47.95,51.76,77.71,77.71,1.00,53.99,84.75,38.86,3076.13,26.49,28.76,21.40,20.07
295,52.05,49.03,3.01,52.05,45.79,46.48,0.69,46.48,71.09,48.80,71.09,0.99,49.13,78.03,36.27,2889.61,26.96,27.47,19.94,20.09
296,59.44,56.31,3.13,59.44,45.59,48.00,2.41,48.00,231.27,86.88,231.27,0.32,46.34,90.00,50.61,4365.85,17.83,26.28,25.43,22.36
297,57.92,61.36,3.44,61.36,45.90,48.47,2.57,48.47,217.70,202.90,217.70,0.89,49.84,84.24,41.88,3440.47,26.31,28.16,19.76,19.39
298,56.22,50.87,5.35,56.22,47.08,42.99,4.09,47.08,192.25,317.86,317.86,0.85,42.11,79.89,44.10,3778.15,28.46,19.66,19.79,24.66
299,62.48,52.53,9.95,62.48,48.33,47.47,0.86,48.33,492.48,71.19,492.48,0.96,59.09,90.00,39.77,3090.94,27.13,28.07,20.99,20.64
300,58.33,49.61,8.72,58.33,47.57,47.04,0.52,47.57,227.68,83.45,227.68,0.31,48.58,86.85,45.55,3826.27,21.52,27.40,24.53,19.51
301,57.90,50.32,7.58,57.90,45.29,45.75,0.47,45.75,135.05,54.79,135.05,0.96,60.27,90.00,38.77,2972.91,25.05,27.89,20.69,19.03
302,52.57,56.11,3.54,56.11,45.39,46.28,0.89,46.28,96.75,221.49,221.49,0.26,53.20,90.00,44.78,3680.44,23.49,26.47,22.85,20.17
303,49.63,58.69,9.06,58.69,45.30,48.83,3.54,48.83,89.97,304.16,304.16,0.93,57.24,88.95,40.29,3170.56,26.55,29.33,20.00,19.92
304,59.88,54.60,5.29,59.88,47.83,48.48,0.65,48.48,120.38,68.23,120.38,0.98,55.93,89.74,42.20,3381.10,26.41,28.82,22.05,19.76
305,54.42,49.92,4.51,54.42,47.24,45.29,1.94,47.24,134.09,78.15,134.09,0.47,57.69,90.00,40.97,3231.24,28.14,25.95,20.34,20.72
306,53.38,55.84,2.46,55.84,48.35,49.02,0.67,49.02,133.12,93.76,133.12,0.94,63.62,90.00,35.92,2637.73,28.79,30.01,20.20,20.06
307,49.90,60.52,10.62,60.52,46.31,49.20,2.90,49.20,126.38,160.00,160.00,0.64,56.04,90.00,42.36,3395.67,25.94,28.93,19.56,20.70
308,51.28,52.33,1.05,52.33,45.85,47.17,1.32,47.17,150.99,47.48,150.99,0.78,51.26,86.41,42.84,3515.14,24.10,27.84,22.07,19.98
309,51.58,58.97,7.39,58.97,46.90,50.57,3.67,50.57,103.02,188.19,188.19,1.00,60.53,87.84,36.38,2730.39,27.35,31.15,20.30,20.17
310,53.00,59.32,6.31,59.32,47.37,48.36,0.99,48.36,65.05,149.52,149.52,0.96,54.34,86.09,39.90,3175.35,27.74,27.94,20.21,19.65
311,51.35,51.87,0.52,51.87,46.90,46.66,0.25,46.90,34.86,75.66,75.66,1.00,59.94,90.00,39.05,3006.33,28.25,25.68,19.37,21.45
312,57.07,54.50,2.57,57.07,46.37,46.16,0.21,46.37,322.05,320.12,322.05,0.98,52.91,87.00,42.03,3409.09,24.27,26.29,22.53,19.79
313,57.61,51.04,6.58,57.61,45.48,45.97,0.49,45.97,301.35,107.42,301.35,0.80,54.50,90.00,43.67,3549.86,26.24,24.16,19.99,22.06
314,55.36,55.90,0.53,55.90,49.69,47.11,2.58,49.69,73.91,155.23,155.23,0.99,54.41,85.92,39.66,3150.30,29.13,28.02,20.19,20.20
315,52.46,54.10,1.64,54.10,47.58,45.00,2.57,47.58,143.18,335.57,335.57,0.90,52.36,89.50,44.99,3713.35,25.64,20.66,21.61,25.35
316,54.00,57.23,3.24,57.23,46.43,49.01,2.58,49.01,168.76,169.51,169.51,0.81,49.00,80.64,38.98,3163.36,26.83,28.91,19.43,20.65
317,56.30,56.01,0.29,56.30,47.28,44.47,2.80,47.28,183.70,205.90,205.90,0.58,55.36,90.00,42.94,3463.84,27.25,24.82,21.23,20.34
318,52.17,58.79,6.62,58.79,47.40,48.79,1.39,48.79,98.08,320.63,320.63,0.92,54.11,83.86,37.86,2974.45,28.37,30.05,19.76,19.30
319,55.54,55.75,0.21,55.75,46.81,46.10,0.71,46.81,92.26,185.11,185.11,0.96,55.55,90.00,42.78,3445.22,25.17,23.41,22.34,23.36
320,53.72,52.77,0.94,53.72,47.23,46.22,1.01,47.23,171.13,252.20,252.20,0.98,46.90,78.11,38.25,3121.08,28.07,25.62,20.57,20.39
321,58.47,52.12,6.36,58.47,46.61,46.62,0.01,46.62,151.68,232.59,232.59,0.92,51.00,84.25,40.90,3325.33,26.72,27.11,19.52,21.11
322,52.18,51.75,0.43,52.18,44.89,46.15,1.26,46.15,147.93,124.47,147.93,0.90,54.58,90.00,43.60,3541.70,24.91,27.00,20.12,18.92
323,55.75,54.60,1.15,55.75,47.62,44.41,3.22,47.62,102.22,226.54,226.54,0.88,55.06,90.00,43.20,3494.17,29.21,24.54,19.03,20.20
324,47.74,61.73,13.99,61.73,46.03,47.43,1.40,47.43,50.58,227.60,227.60,0.73,53.65,90.00,44.40,3634.82,26.14,25.06,20.99,22.42
325,54.02,55.41,1.40,55.41,46.61,48.50,1.89,48.50,70.56,147.80,147.80,0.97,55.67,87.32,40.00,3164.85,27.68,29.31,19.87,19.97
326,50.29,48.72,1.57,50.29,48.22,45.36,2.85,48.22,42.80,45.38,45.38,0.93,55.92,84.26,36.73,2834.16,29.16,25.35,20.22,20.71
327,58.64,53.99,4.65,58.64,46.41,48.40,1.99,48.40,454.53,125.69,454.53,0.93,57.38,90.00,41.23,3261.92,23.08,30.02,23.50,18.65
328,51.84,54.61,2.77,54.61,46.54,46.84,0.29,46.84,47.01,130.63,130.63,0.97,55.94,90.00,42.45,3405.91,25.88,23.10,22.53,23.96
329,52.74,57.01,4.27,57.01,47.99,47.32,0.67,47.99,162.54,179.19,179.19,0.95,50.22,85.92,43.23,3569.60,26.78,26.27,21.02,20.97
330,51.87,52.20,0.33,52.20,44.18,46.19,2.01,46.19,104.21,66.96,104.21,0.86,51.91,82.76,38.63,3084.70,25.99,27.78,19.11,19.37
