,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,a_1,a_2,b_1,b_2,p1,p2
148,9.17,9.06,0.10,9.17,8.97,8.94,0.03,8.97,1.08,1.56,1.56,0.73,7.59,12.69,6.24,509.75,0.85,0.97,-5.32,-3.72,1.78,4.22
149,9.22,8.92,0.30,9.22,8.99,9.05,0.06,9.05,1.08,0.90,1.08,0.83,7.04,10.10,4.12,306.86,0.91,0.83,-5.04,-5.18,2.60,1.93
150,9.01,9.18,0.16,9.18,8.92,8.94,0.02,8.94,1.27,0.72,1.27,0.73,6.79,10.71,4.93,391.46,0.94,0.81,-4.50,-4.91,3.18,1.77
151,9.51,9.26,0.25,9.51,8.87,9.11,0.24,9.11,1.02,0.54,1.02,0.78,6.14,11.60,6.39,546.54,0.90,0.97,-4.50,-3.91,2.82,4.01
152,8.90,9.18,0.28,9.18,8.78,8.93,0.15,8.93,0.62,1.43,1.43,0.78,4.93,9.89,5.70,496.12,0.91,0.83,-3.78,-4.47,3.61,2.23
153,8.81,8.99,0.18,8.99,9.02,8.94,0.07,9.02,1.41,0.92,1.41,0.71,6.63,11.51,5.88,488.43,0.88,0.89,-4.92,-4.11,2.36,3.33
154,9.25,8.63,0.62,9.25,9.11,9.09,0.01,9.11,0.78,1.24,1.24,0.62,7.10,11.40,5.36,429.93,0.68,0.98,-4.15,-3.94,1.46,4.02
155,8.91,9.51,0.60,9.51,8.93,9.16,0.23,9.16,1.64,0.40,1.64,0.78,5.34,10.33,5.79,499.38,0.95,0.82,-3.81,-4.73,3.86,1.88
156,9.35,8.80,0.55,9.35,8.74,8.91,0.16,8.91,0.90,1.14,1.14,0.85,5.85,9.81,4.84,395.91,0.86,0.89,-4.99,-4.45,2.26,2.92
157,8.66,9.15,0.49,9.15,8.86,8.98,0.11,8.98,2.00,0.89,2.00,0.66,6.85,11.89,6.06,503.45,0.95,0.89,-3.77,-5.43,3.91,1.91
158,9.41,8.61,0.80,9.41,9.20,8.73,0.46,9.20,1.26,0.81,1.26,0.61,6.25,11.38,6.07,513.64,0.83,0.96,-4.93,-3.85,2.02,3.99
159,8.96,9.50,0.54,9.50,9.18,9.22,0.03,9.22,1.14,0.28,1.14,0.67,4.41,8.71,4.96,429.91,0.93,0.78,-4.31,-4.73,3.26,1.75
160,9.31,8.94,0.37,9.31,9.13,9.06,0.07,9.13,0.83,1.31,1.31,0.63,6.54,11.35,5.79,481.13,0.72,0.94,-4.44,-3.27,1.47,4.33
161,8.92,8.95,0.03,8.95,8.88,8.65,0.22,8.88,1.25,1.00,1.25,0.66,7.11,10.94,4.89,382.74,0.92,0.89,-5.04,-5.25,2.43,2.09
162,8.83,9.24,0.40,9.24,8.96,9.03,0.07,9.03,1.17,1.07,1.17,0.79,8.31,13.74,6.67,542.53,0.97,0.85,-3.87,-4.97,4.15,2.19
163,8.85,8.88,0.04,8.88,8.84,9.00,0.15,9.00,1.59,1.76,1.76,0.79,6.17,11.32,6.07,514.23,0.92,0.84,-3.78,-4.82,3.69,2.10
164,9.41,8.78,0.63,9.41,9.19,8.94,0.25,9.19,0.59,0.93,0.93,0.78,5.08,9.21,4.89,413.17,0.80,0.92,-5.00,-3.96,1.80,3.76
165,9.03,8.96,0.07,9.03,9.00,9.09,0.09,9.09,1.25,1.07,1.25,0.71,6.98,12.47,6.53,548.54,0.84,0.93,-5.11,-3.26,2.00,4.28
166,9.21,9.08,0.14,9.21,8.78,8.95,0.17,8.95,1.04,0.94,1.04,0.72,6.29,12.02,6.68,573.35,0.81,0.91,-3.51,-3.74,3.09,3.62
167,8.57,8.95,0.39,8.95,8.97,8.95,0.02,8.97,1.05,1.19,1.19,0.79,7.41,12.39,6.10,498.38,0.93,0.90,-4.33,-4.49,3.26,2.92
168,9.06,9.38,0.32,9.38,9.16,8.91,0.26,9.16,1.33,0.46,1.33,0.81,6.99,11.25,5.30,425.40,0.93,0.81,-3.83,-5.18,3.93,1.72
169,9.09,8.90,0.18,9.09,8.93,9.03,0.10,9.03,1.09,2.57,2.57,0.80,8.25,14.04,7.03,579.27,0.92,0.86,-4.37,-4.10,3.21,3.02
170,8.76,9.12,0.37,9.12,8.72,8.83,0.11,8.83,1.51,0.99,1.51,0.65,4.66,9.01,5.05,435.33,0.89,0.87,-4.51,-4.52,2.62,2.46
171,8.91,9.10,0.19,9.10,8.95,8.87,0.08,8.95,0.85,0.71,0.85,0.75,6.08,9.67,4.50,358.86,0.83,0.87,-4.74,-4.93,2.06,2.29
172,8.99,9.08,0.09,9.08,8.93,8.91,0.03,8.93,0.85,1.66,1.66,0.81,6.92,12.68,6.80,576.59,0.90,0.93,-5.01,-3.24,2.58,4.39
173,9.13,8.77,0.36,9.13,9.22,8.94,0.28,9.22,0.72,0.77,0.77,0.58,5.13,11.13,6.77,599.77,0.89,0.92,-4.94,-2.97,2.18,4.47
174,9.21,9.10,0.11,9.21,9.11,8.89,0.22,9.11,0.85,0.77,0.85,0.61,5.18,8.02,3.62,284.06,0.83,0.89,-5.32,-5.13,1.58,2.26
175,9.07,9.57,0.50,9.57,9.26,9.27,0.02,9.27,0.88,0.49,0.88,0.75,4.51,8.35,4.52,384.24,0.94,0.72,-4.23,-4.61,3.69,1.55
176,9.06,9.39,0.33,9.39,9.07,8.90,0.17,9.07,0.70,1.21,1.21,0.71,4.94,7.81,3.62,287.70,0.84,0.86,-4.96,-5.23,2.09,2.06
177,9.40,9.14,0.26,9.40,8.93,9.12,0.19,9.12,0.96,0.94,0.96,0.88,6.75,11.19,5.45,444.04,0.83,0.92,-4.83,-3.94,2.07,3.60
178,8.67,8.69,0.02,8.69,8.85,8.64,0.22,8.85,1.90,0.81,1.90,0.39,4.97,10.32,6.09,534.44,0.93,0.91,-4.20,-4.79,3.35,2.63
179,9.41,8.87,0.54,9.41,9.15,9.19,0.04,9.19,0.59,0.69,0.69,0.85,5.82,10.28,5.33,445.57,0.78,0.97,-4.82,-4.09,1.63,3.89
180,8.56,9.74,1.18,9.74,8.55,9.28,0.74,9.28,1.29,0.92,1.29,0.74,5.54,10.04,5.33,449.84,0.89,0.86,-4.01,-4.84,3.17,2.25
181,8.73,9.46,0.73,9.46,8.91,8.98,0.08,8.98,1.47,0.68,1.47,0.72,6.50,10.42,4.90,392.35,0.92,0.85,-4.62,-5.04,2.91,1.97
182,8.84,8.94,0.10,8.94,8.83,8.86,0.04,8.86,0.93,1.04,1.04,0.76,5.48,11.22,6.56,573.97,0.94,0.95,-4.65,-3.72,3.11,3.97
183,8.72,8.53,0.19,8.72,8.62,8.83,0.21,8.83,0.80,0.62,0.80,0.82,7.87,12.92,6.23,505.32,0.95,0.94,-3.66,-5.10,4.04,2.50
184,8.84,8.96,0.11,8.96,8.87,9.15,0.28,9.15,1.57,1.25,1.57,0.70,8.02,13.95,7.13,592.54,0.92,0.99,-4.95,-3.95,2.53,4.07
185,8.72,9.02,0.30,9.02,9.00,9.03,0.03,9.03,2.20,0.49,2.20,0.56,7.63,12.28,5.80,465.86,0.91,0.81,-3.89,-4.82,3.69,1.96
186,8.34,9.13,0.79,9.13,8.48,8.95,0.47,8.95,1.72,1.40,1.72,0.84,9.12,14.48,6.73,535.87,0.94,0.88,-4.64,-3.81,2.96,3.20
187,8.63,8.78,0.15,8.78,9.00,8.90,0.10,9.00,1.59,2.14,2.14,0.66,7.51,13.68,7.30,617.55,0.90,0.93,-4.59,-3.38,2.72,4.07
188,8.79,9.39,0.60,9.39,8.85,9.28,0.43,9.28,0.97,0.54,0.97,0.74,8.07,12.51,5.65,443.61,0.92,0.87,-4.49,-4.85,3.10,2.38
189,8.90,8.44,0.46,8.90,8.98,8.79,0.20,8.98,1.28,1.46,1.46,0.52,8.61,13.78,6.46,516.73,0.90,0.93,-4.58,-4.40,2.68,3.15
190,8.58,9.44,0.87,9.44,8.97,9.19,0.22,9.19,2.45,0.56,2.45,0.62,5.62,10.91,6.13,528.88,0.98,0.74,-3.47,-4.50,4.41,1.65
191,9.38,9.56,0.17,9.56,9.05,9.43,0.38,9.43,0.56,0.70,0.70,0.83,5.81,9.01,4.07,319.84,0.82,0.89,-4.86,-5.50,2.16,2.15
192,9.01,8.98,0.04,9.01,9.17,8.90,0.27,9.17,1.58,1.26,1.58,0.52,5.67,10.98,6.16,531.00,0.90,0.93,-4.63,-4.28,2.73,3.36
193,8.78,8.55,0.24,8.78,8.67,8.91,0.24,8.91,1.14,1.36,1.36,0.79,7.13,10.92,4.86,378.94,0.90,0.92,-4.98,-4.79,2.39,2.66
194,9.64,8.86,0.79,9.64,9.35,8.93,0.42,9.35,0.80,0.95,0.95,0.78,6.25,9.56,4.25,331.63,0.89,0.82,-4.97,-4.68,2.52,2.16
195,9.24,9.06,0.18,9.24,8.78,9.04,0.25,9.04,1.38,0.77,1.38,0.59,4.60,9.88,5.97,527.77,0.81,0.95,-4.73,-3.57,1.91,4.10
196,8.62,9.25,0.63,9.25,8.98,8.67,0.31,8.98,1.70,1.57,1.70,0.55,4.74,9.37,5.35,463.51,0.97,0.77,-4.22,-4.50,3.55,1.82
197,8.18,9.15,0.97,9.15,8.71,8.85,0.13,8.85,1.12,0.88,1.12,0.82,5.31,9.88,5.37,457.14,0.93,0.86,-3.95,-4.67,3.65,2.31
198,9.03,8.67,0.36,9.03,8.97,9.03,0.06,9.03,1.67,2.37,2.37,0.54,6.87,12.31,6.47,544.11,0.86,0.95,-4.87,-4.13,2.26,3.61
199,8.82,8.89,0.06,8.89,8.80,8.78,0.02,8.80,0.97,1.15,1.15,0.74,8.08,13.16,6.29,508.31,0.89,0.87,-4.43,-4.28,2.90,2.80
200,8.90,9.15,0.25,9.15,9.04,8.82,0.22,9.04,2.19,1.22,2.19,0.84,5.66,10.64,5.82,497.31,0.93,0.81,-3.50,-5.04,4.06,1.71
201,9.31,8.81,0.50,9.31,8.94,8.79,0.15,8.94,0.60,0.69,0.69,0.49,6.21,10.63,5.35,442.33,0.88,0.94,-4.98,-4.33,2.17,3.19
202,8.64,9.08,0.44,9.08,8.81,9.01,0.20,9.01,1.86,1.39,1.86,0.78,7.78,14.27,7.65,648.65,0.95,0.91,-3.53,-4.14,4.13,3.28
203,9.30,9.10,0.20,9.30,8.96,8.91,0.05,8.96,1.18,0.88,1.18,0.86,7.55,12.67,6.26,512.64,0.94,0.87,-3.95,-4.68,3.76,2.50
204,9.37,9.18,0.19,9.37,8.93,8.92,0.01,8.93,0.76,0.59,0.76,0.66,5.44,9.05,4.43,361.23,0.76,0.92,-4.62,-4.58,1.55,2.82
205,8.77,9.41,0.65,9.41,8.81,9.28,0.47,9.28,0.51,1.12,1.12,0.89,5.78,10.60,5.68,481.67,0.98,0.75,-3.65,-4.81,4.37,1.48
206,8.47,9.29,0.81,9.29,8.58,8.91,0.34,8.91,1.24,0.95,1.24,0.71,6.53,11.36,5.81,482.85,0.95,0.80,-3.81,-4.59,3.81,1.84
207,9.06,9.09,0.03,9.09,8.91,9.05,0.14,9.05,0.50,0.78,0.78,0.95,5.08,10.02,5.70,493.50,0.89,0.93,-4.64,-3.87,2.75,3.66
208,9.45,9.20,0.24,9.45,9.08,9.13,0.05,9.13,0.71,0.89,0.89,0.77,6.90,10.75,4.89,385.18,0.77,0.92,-4.79,-4.41,1.70,3.18
209,9.22,9.22,0.00,9.22,9.09,9.07,0.01,9.09,0.83,0.90,0.90,0.85,6.13,9.13,3.92,300.09,0.90,0.84,-5.11,-4.95,2.50,2.08
210,9.12,9.16,0.04,9.16,8.94,8.91,0.04,8.94,1.06,0.68,1.06,0.91,4.93,8.00,3.80,306.12,0.90,0.84,-5.04,-5.30,2.41,1.68
211,9.08,8.86,0.22,9.08,8.84,8.88,0.03,8.88,0.79,1.10,1.10,0.88,6.47,11.28,5.78,481.32,0.84,0.94,-4.80,-3.75,2.12,3.75
212,8.86,8.63,0.23,8.86,8.62,8.72,0.09,8.72,1.25,1.65,1.65,0.76,5.38,11.29,6.72,591.38,0.94,0.89,-2.79,-5.08,4.70,2.16
213,8.92,9.34,0.42,9.34,8.90,9.11,0.21,9.11,0.78,0.96,0.96,0.85,7.66,12.39,5.88,472.84,0.96,0.92,-4.52,-4.80,3.42,2.88
214,9.02,8.90,0.12,9.02,9.27,8.67,0.60,9.27,2.26,0.65,2.26,0.44,6.50,12.05,6.52,555.02,0.92,0.96,-4.96,-4.27,2.73,3.61
215,8.95,8.81,0.14,8.95,8.89,8.82,0.07,8.89,1.18,1.03,1.18,0.68,5.59,10.27,5.52,468.18,0.92,0.87,-4.38,-4.84,3.27,2.41
216,8.91,8.52,0.39,8.91,8.75,8.80,0.05,8.80,0.73,0.86,0.86,0.77,5.43,10.52,5.90,508.58,0.86,0.90,-3.98,-3.82,2.99,3.50
217,9.49,8.52,0.98,9.49,8.95,8.66,0.29,8.95,0.76,0.96,0.96,0.74,6.51,11.90,6.37,539.03,0.90,0.93,-4.84,-3.39,2.50,4.18
218,9.10,9.09,0.01,9.10,8.98,8.98,0.01,8.98,0.71,1.35,1.35,0.86,6.42,11.74,6.28,531.59,0.88,0.94,-4.58,-4.11,2.60,3.51
219,8.72,8.56,0.16,8.72,8.88,8.87,0.01,8.88,1.69,2.08,2.08,0.82,7.39,12.72,6.44,533.22,0.91,0.95,-4.82,-4.05,2.71,3.68
220,9.19,8.94,0.24,9.19,9.02,8.90,0.12,9.02,0.56,1.00,1.00,0.81,7.04,12.52,6.54,548.62,0.89,0.96,-4.49,-3.77,2.88,4.09
221,9.60,9.07,0.53,9.60,9.25,8.83,0.42,9.25,0.66,0.98,0.98,0.88,4.37,8.27,4.56,390.73,0.80,0.93,-4.94,-4.15,1.73,3.48
222,8.97,9.22,0.25,9.22,8.95,8.86,0.09,8.95,1.57,0.70,1.57,0.56,5.97,11.99,6.91,601.84,0.97,0.87,-3.79,-4.65,4.11,2.64
223,8.99,9.38,0.39,9.38,8.70,9.06,0.36,9.06,1.01,0.57,1.01,0.82,5.96,11.10,6.03,513.89,0.97,0.87,-4.20,-4.68,3.75,2.48
224,8.75,8.96,0.21,8.96,8.63,8.97,0.34,8.97,0.42,0.73,0.73,0.83,7.08,11.73,5.70,464.25,0.92,0.86,-4.24,-4.28,3.18,2.70
225,9.10,9.04,0.07,9.10,8.96,9.01,0.05,9.01,0.32,1.49,1.49,0.77,6.79,12.78,7.01,598.62,0.91,1.00,-4.61,-4.07,3.00,4.28
226,8.33,9.02,0.69,9.02,8.82,8.75,0.07,8.82,2.54,0.67,2.54,0.76,4.48,8.58,4.77,409.74,0.94,0.84,-4.30,-5.13,3.38,1.95
227,9.23,9.12,0.11,9.23,8.96,9.26,0.30,9.26,1.22,0.89,1.22,0.77,7.71,13.60,7.05,589.60,0.92,0.94,-3.76,-4.42,3.92,3.34
228,9.58,8.97,0.62,9.58,9.34,9.03,0.31,9.34,1.03,1.13,1.13,0.61,5.36,10.28,5.72,491.76,0.83,0.94,-5.19,-3.54,1.93,4.20
229,9.43,8.74,0.68,9.43,8.95,9.23,0.28,9.23,0.50,2.49,2.49,0.75,6.67,13.69,8.01,701.21,0.70,0.95,-2.06,-3.45,3.62,4.31
230,8.55,9.11,0.56,9.11,9.00,8.93,0.08,9.00,2.25,1.06,2.25,0.58,6.90,13.22,7.36,632.69,0.96,0.89,-3.85,-4.29,3.90,3.01
231,9.34,9.22,0.13,9.34,9.13,9.06,0.07,9.13,0.84,1.32,1.32,0.88,6.99,11.87,5.93,488.52,0.78,0.91,-4.67,-3.42,1.80,4.12
232,8.88,8.58,0.30,8.88,9.19,8.61,0.57,9.19,2.73,2.75,2.75,0.53,7.79,14.41,7.79,661.85,0.92,1.04,-4.68,-3.97,2.89,4.42
233,8.75,8.57,0.19,8.75,8.95,8.67,0.28,8.95,1.26,1.67,1.67,0.78,6.15,10.78,5.56,463.31,0.92,0.86,-4.91,-4.15,2.75,2.93
234,9.15,9.08,0.07,9.15,8.86,9.08,0.21,9.08,0.93,1.95,1.95,0.88,4.76,10.25,6.20,548.34,0.86,0.99,-4.82,-4.04,2.33,4.09
235,9.28,9.08,0.20,9.28,8.87,8.81,0.06,8.87,0.63,1.13,1.13,0.69,5.57,9.97,5.23,439.28,0.93,0.87,-4.23,-4.85,3.29,2.18
236,8.99,9.21,0.22,9.21,9.05,9.31,0.26,9.31,0.88,1.36,1.36,0.77,8.09,13.23,6.35,513.69,0.89,0.91,-4.47,-4.36,2.87,3.20
237,8.93,9.01,0.08,9.01,8.79,8.78,0.00,8.79,0.87,0.66,0.87,0.81,6.09,10.03,4.85,393.62,0.90,0.93,-4.68,-4.80,2.74,2.85
238,8.88,8.87,0.01,8.88,8.64,8.72,0.08,8.72,0.56,2.12,2.12,0.80,7.71,13.21,6.66,550.00,0.81,0.93,-3.61,-3.74,2.96,3.83
239,8.96,9.14,0.18,9.14,8.89,9.00,0.11,9.00,0.79,1.41,1.41,0.59,5.09,11.10,6.77,600.87,0.91,0.92,-3.55,-4.54,3.82,2.99
240,9.49,8.52,0.97,9.49,8.92,8.78,0.13,8.92,1.19,1.16,1.19,0.79,7.06,11.98,5.98,492.56,0.86,0.97,-5.07,-3.98,1.93,3.82
241,8.76,8.61,0.15,8.76,8.68,8.61,0.08,8.68,0.74,0.53,0.74,0.85,6.18,11.99,6.73,580.69,0.96,0.95,-4.22,-4.13,3.66,3.60
242,9.96,9.03,0.94,9.96,9.28,8.92,0.37,9.28,0.86,1.17,1.17,0.54,5.87,11.17,6.18,529.52,0.76,0.93,-4.60,-3.11,1.74,4.46
243,8.68,9.08,0.40,9.08,8.68,9.10,0.42,9.10,1.13,1.41,1.41,0.83,7.18,11.98,5.88,479.93,0.96,0.88,-4.71,-4.79,3.21,2.41
244,9.00,9.09,0.09,9.09,8.82,9.11,0.29,9.11,1.25,2.14,2.14,0.74,6.20,10.80,5.54,460.52,0.94,0.90,-5.11,-4.84,2.61,2.50
245,8.79,8.34,0.45,8.79,8.67,8.63,0.04,8.67,0.84,2.18,2.18,0.80,6.32,12.16,6.79,583.99,0.87,0.95,-4.32,-3.31,2.64,4.29
246,9.26,9.41,0.14,9.41,8.91,8.88,0.03,8.91,1.10,0.63,1.10,0.64,6.56,11.72,6.15,516.63,0.93,0.77,-3.70,-4.58,4.08,1.87
247,9.77,9.38,0.39,9.77,9.23,9.05,0.18,9.23,0.94,2.61,2.61,0.73,6.69,11.31,5.63,462.83,0.71,0.98,-4.43,-4.13,1.64,3.95
248,9.14,8.79,0.36,9.14,8.89,8.87,0.03,8.89,0.89,0.96,0.96,0.67,7.20,11.72,5.61,452.76,0.90,0.92,-4.58,-4.92,2.81,2.75
249,9.33,8.98,0.35,9.33,8.89,8.94,0.04,8.94,0.35,1.32,1.32,0.79,5.54,9.62,4.91,408.08,0.79,0.97,-4.76,-4.41,1.78,3.56
250,9.21,9.43,0.21,9.43,8.57,9.06,0.49,9.06,1.29,1.15,1.29,0.65,6.10,10.94,5.76,484.02,0.92,0.89,-4.47,-4.78,3.05,2.58
251,9.35,8.95,0.40,9.35,9.34,9.12,0.22,9.34,0.96,1.01,1.01,0.83,6.62,10.00,4.37,337.25,0.81,0.87,-5.10,-4.43,1.78,2.84
252,8.76,9.29,0.53,9.29,9.06,8.96,0.10,9.06,1.48,0.50,1.48,0.65,5.07,9.87,5.56,479.51,0.97,0.77,-3.94,-4.67,4.05,1.75
253,8.83,8.95,0.12,8.95,8.73,8.90,0.17,8.90,1.38,0.57,1.38,0.77,6.12,9.32,4.11,319.25,0.86,0.85,-5.12,-5.01,1.94,2.03
254,8.86,8.94,0.08,8.94,8.88,8.93,0.04,8.93,0.61,0.77,0.77,0.93,6.39,10.89,5.47,450.75,0.88,0.88,-4.23,-4.10,3.00,3.14
255,9.17,9.19,0.02,9.19,9.09,9.01,0.08,9.09,0.84,0.44,0.84,0.63,6.96,11.22,5.30,425.72,0.88,0.86,-4.59,-4.67,2.85,2.53
256,9.08,9.17,0.09,9.17,9.23,9.23,0.01,9.23,1.12,1.03,1.12,0.77,4.78,9.96,5.90,517.96,0.92,0.87,-3.63,-4.81,3.89,2.34
257,9.03,9.63,0.60,9.63,8.99,9.01,0.02,9.01,0.82,1.48,1.48,0.87,5.68,9.13,4.31,345.47,0.91,0.78,-4.56,-4.94,2.96,1.63
258,8.94,9.43,0.49,9.43,8.82,9.24,0.43,9.24,1.32,1.73,1.73,0.55,7.05,12.08,6.08,502.60,0.88,0.94,-4.50,-4.74,2.66,2.86
259,8.86,8.94,0.07,8.94,8.85,8.85,0.01,8.85,1.38,0.73,1.38,0.78,5.05,9.80,5.51,474.76,0.92,0.92,-4.18,-5.28,3.33,2.25
260,8.98,8.78,0.20,8.98,9.01,8.82,0.19,9.01,0.88,1.32,1.32,0.79,5.73,10.06,5.19,433.58,0.92,0.90,-4.29,-5.15,3.32,2.22
261,9.48,8.89,0.59,9.48,9.31,8.78,0.53,9.31,0.87,1.40,1.40,0.74,5.88,11.99,6.98,610.21,0.86,0.99,-4.18,-3.71,2.90,4.31
262,8.79,8.97,0.19,8.97,8.93,9.19,0.26,9.19,1.33,1.42,1.42,0.76,6.17,11.15,5.90,497.16,0.91,0.97,-4.63,-4.64,2.99,3.45
263,9.20,9.11,0.08,9.20,9.19,8.77,0.42,9.19,0.71,1.13,1.13,0.51,6.26,11.13,5.81,486.85,0.84,0.96,-4.84,-3.87,1.95,3.83
264,9.09,8.86,0.23,9.09,8.82,8.87,0.04,8.87,0.82,1.02,1.02,0.81,5.45,9.68,5.05,423.07,0.92,0.91,-5.16,-4.35,2.27,3.03
265,8.82,9.93,1.11,9.93,8.83,9.30,0.47,9.30,1.06,0.86,1.06,0.71,5.46,9.85,5.21,439.39,0.91,0.65,-3.52,-3.96,4.04,1.55
266,9.35,9.15,0.20,9.35,9.16,8.99,0.17,9.16,0.88,0.73,0.88,0.60,8.94,12.61,5.01,367.24,0.80,0.87,-4.55,-5.09,2.17,2.27
267,8.71,9.27,0.56,9.27,8.61,8.95,0.34,8.95,1.24,0.51,1.24,0.86,7.76,11.21,4.62,345.38,0.97,0.74,-4.90,-4.51,2.97,1.53
268,9.28,9.72,0.44,9.72,9.15,9.69,0.53,9.69,0.36,1.17,1.17,0.77,5.15,8.22,3.85,307.53,0.81,0.90,-5.16,-5.24,1.69,2.33
269,8.79,8.69,0.10,8.79,8.66,9.06,0.40,9.06,0.57,2.08,2.08,0.59,6.56,11.97,6.40,541.06,0.84,0.97,-4.63,-4.10,2.22,3.74
270,9.70,9.08,0.62,9.70,9.18,8.96,0.22,9.18,0.93,0.61,0.93,0.81,4.43,7.91,4.14,347.40,0.87,0.89,-5.37,-4.87,2.07,2.69
271,8.87,8.91,0.04,8.91,9.04,8.74,0.30,9.04,0.89,0.79,0.89,0.76,4.74,9.52,5.49,477.40,0.97,0.74,-4.07,-4.26,4.02,1.88
272,8.89,9.16,0.27,9.16,9.03,8.83,0.20,9.03,0.91,0.74,0.91,0.84,5.29,10.75,6.26,546.66,0.95,0.88,-4.26,-4.04,3.46,3.06
273,8.71,9.10,0.39,9.10,9.16,8.93,0.23,9.16,0.74,0.72,0.74,0.78,5.54,11.62,6.91,607.92,0.92,0.92,-3.41,-4.15,3.93,3.33
274,9.58,8.88,0.69,9.58,9.08,8.90,0.18,9.08,0.51,1.14,1.14,0.73,7.87,11.15,4.45,327.16,0.82,0.88,-5.07,-4.87,1.81,2.40
275,9.19,9.05,0.14,9.19,9.05,8.97,0.08,9.05,1.12,0.71,1.12,0.77,5.77,10.23,5.33,446.08,0.88,0.90,-4.91,-4.26,2.29,3.05
276,9.28,8.63,0.65,9.28,8.92,8.57,0.35,8.92,0.58,0.68,0.68,0.54,5.35,10.85,6.30,549.96,0.89,0.94,-4.25,-4.08,3.09,3.54
277,9.24,8.64,0.61,9.24,9.12,8.76,0.36,9.12,0.74,1.44,1.44,0.59,5.60,11.64,6.88,603.85,0.92,0.91,-4.61,-3.41,2.91,3.86
278,9.25,8.75,0.50,9.25,9.08,9.00,0.07,9.08,1.13,1.03,1.13,0.59,6.14,11.75,6.52,560.21,0.94,0.92,-3.93,-4.78,3.74,2.76
279,8.59,9.19,0.60,9.19,8.69,9.02,0.33,9.02,0.89,0.51,0.89,0.84,8.07,13.19,6.33,512.15,0.88,0.87,-3.36,-4.71,3.83,2.43
280,9.26,9.03,0.23,9.26,8.84,9.03,0.19,9.03,0.56,1.71,1.71,0.73,5.97,10.72,5.64,474.68,0.84,0.91,-4.63,-4.50,2.29,2.99
281,8.87,8.80,0.06,8.87,8.74,8.64,0.10,8.74,1.56,1.06,1.56,0.68,6.86,11.89,6.06,502.68,0.88,0.93,-4.73,-4.12,2.47,3.48
282,8.54,9.06,0.52,9.06,8.81,8.97,0.15,8.97,1.74,2.35,2.35,0.56,7.06,13.41,7.41,634.61,0.98,0.93,-3.70,-4.63,4.03,2.84
283,9.28,8.87,0.41,9.28,8.99,8.89,0.10,8.99,0.76,1.12,1.12,0.83,9.43,14.76,6.74,532.18,0.86,0.93,-4.43,-3.46,2.56,4.11
284,8.77,9.60,0.82,9.60,9.08,9.01,0.07,9.08,0.98,0.73,0.98,0.64,7.47,12.26,5.91,479.00,0.89,0.81,-3.65,-4.57,3.71,2.11
285,9.36,8.86,0.50,9.36,9.22,9.11,0.11,9.22,1.05,0.69,1.05,0.95,6.28,10.46,5.12,418.24,0.91,0.93,-4.79,-4.67,2.83,3.07
286,8.84,8.60,0.24,8.84,8.93,8.74,0.18,8.93,0.95,0.97,0.97,0.80,7.09,12.76,6.74,567.51,0.94,0.95,-4.79,-3.78,2.84,3.87
287,9.03,9.18,0.15,9.18,8.99,8.90,0.09,8.99,1.80,1.46,1.80,0.66,6.07,11.37,6.21,530.01,0.92,0.93,-4.59,-4.23,2.80,3.28
288,8.72,8.82,0.09,8.82,8.78,8.80,0.02,8.80,1.59,0.78,1.59,0.63,6.86,13.00,7.17,614.21,0.96,0.95,-3.99,-4.14,3.75,3.55
289,9.09,8.97,0.11,9.09,9.09,8.86,0.24,9.09,0.77,1.22,1.22,0.67,6.26,10.60,5.27,433.21,0.91,0.91,-4.49,-4.79,2.93,2.59
290,8.73,9.14,0.41,9.14,8.83,8.84,0.01,8.84,1.53,0.82,1.53,0.61,6.01,12.09,6.98,607.93,0.95,0.86,-3.55,-4.06,4.02,2.88
291,8.91,8.78,0.12,8.91,9.02,8.78,0.25,9.02,1.97,1.32,1.97,0.58,6.20,12.00,6.73,580.27,0.88,0.99,-4.33,-3.74,2.77,4.20
292,8.50,9.04,0.55,9.04,8.93,8.87,0.06,8.93,2.02,0.80,2.02,0.62,6.58,11.47,5.88,489.37,0.96,0.82,-4.15,-4.43,3.61,2.33
293,8.91,9.61,0.71,9.61,9.06,9.58,0.51,9.58,1.22,0.45,1.22,0.82,7.32,11.98,5.75,465.45,0.93,0.75,-3.39,-4.66,4.34,1.69
294,9.00,9.12,0.11,9.12,8.84,9.25,0.41,9.25,0.83,0.83,0.83,0.94,7.29,12.35,6.15,505.67,0.90,0.91,-4.39,-4.06,3.04,3.49
295,9.27,8.59,0.68,9.27,9.15,8.82,0.33,9.15,1.06,1.45,1.45,0.64,7.36,11.92,5.66,455.72,0.82,0.93,-4.93,-4.01,1.96,3.64
296,8.69,8.76,0.07,8.76,8.72,8.87,0.14,8.87,1.25,0.81,1.25,0.78,5.93,10.69,5.65,475.88,0.92,0.90,-4.50,-4.29,2.95,3.06
297,8.80,9.07,0.27,9.07,8.96,8.86,0.09,8.96,1.71,1.49,1.71,0.61,6.29,12.53,7.18,624.08,0.87,0.93,-4.43,-2.95,2.66,4.52
