,CVaR0,CVaR1,$|CVaR_2 - CVaR_1|$,Max CVaR,VaR0,VaR1,$|VaR_2 - VaR_1|$,Max VaR,SemiVar0,SemiVar1,Max SemiVar,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,Payout Cost,s_1,s_2,p1,p2
167,8.53,8.74,0.21,8.74,9.00,8.95,0.06,9.00,1.24,1.51,1.51,0.81,7.94,12.94,6.19,499.46,5.53,4.70,2.76,3.48
168,9.12,8.93,0.19,9.12,9.27,8.78,0.49,9.27,1.38,0.96,1.38,0.83,8.15,12.33,5.41,418.53,5.34,5.76,3.17,2.59
169,8.89,8.60,0.29,8.89,8.89,9.02,0.13,9.02,1.34,3.69,3.69,0.81,9.25,15.07,7.21,581.92,4.65,5.63,3.56,2.72
170,8.52,9.08,0.56,9.08,8.80,8.92,0.12,8.92,2.08,1.11,2.08,0.69,5.05,9.43,5.14,437.76,4.95,6.09,3.03,2.09
171,8.60,9.05,0.45,9.05,9.03,9.02,0.01,9.03,1.17,0.82,1.17,0.78,6.96,10.40,4.48,344.11,5.78,6.51,2.40,1.99
172,8.68,8.95,0.27,8.95,8.89,8.90,0.00,8.90,1.30,1.82,1.82,0.84,7.57,13.38,6.95,581.46,4.76,4.77,3.62,3.53
173,8.74,8.68,0.06,8.74,8.98,9.09,0.11,9.09,1.14,1.04,1.14,0.55,5.79,12.17,7.25,638.67,4.22,4.67,3.58,3.49
174,8.83,9.04,0.22,9.04,8.90,8.93,0.03,8.93,1.64,0.87,1.64,0.62,5.91,8.79,3.77,288.06,6.35,6.39,1.92,2.06
175,9.21,8.72,0.48,9.21,9.35,8.87,0.48,9.35,0.96,0.84,0.96,0.78,5.48,11.00,6.34,551.74,5.66,4.14,2.97,3.97
176,9.00,9.25,0.25,9.25,9.09,8.86,0.22,9.09,0.92,1.54,1.54,0.72,5.52,8.30,3.61,278.17,6.52,6.32,1.99,2.21
177,9.22,9.03,0.19,9.22,9.08,9.17,0.09,9.17,1.09,1.14,1.14,0.90,7.56,11.92,5.49,435.91,6.20,4.68,2.17,3.56
178,8.80,8.31,0.49,8.80,9.02,8.50,0.52,9.02,1.74,1.36,1.74,0.42,5.20,10.62,6.20,542.21,6.33,4.00,2.08,3.91
179,8.83,9.09,0.26,9.09,8.93,9.32,0.39,9.32,1.25,0.51,1.25,0.89,7.06,11.40,5.40,433.85,4.87,6.00,3.08,2.50
180,8.55,9.29,0.74,9.29,8.66,9.06,0.40,9.06,1.32,1.79,1.79,0.71,6.12,10.71,5.51,459.38,6.23,4.69,2.05,3.38
181,8.56,9.22,0.66,9.22,8.85,8.91,0.06,8.91,1.92,0.73,1.92,0.75,7.28,11.20,5.01,391.56,5.38,6.17,2.84,2.10
182,8.72,8.91,0.19,8.91,8.88,8.86,0.02,8.88,1.16,1.10,1.16,0.78,5.44,11.11,6.49,567.72,4.58,4.69,3.64,3.45
183,8.65,8.34,0.31,8.65,8.60,8.71,0.12,8.71,0.86,0.65,0.86,0.84,7.58,13.06,6.61,547.65,4.59,4.48,3.55,3.46
184,8.50,8.98,0.48,8.98,8.72,9.16,0.44,9.16,2.44,1.27,2.44,0.66,8.43,14.40,7.23,596.79,4.57,4.96,3.42,3.22
185,8.58,8.65,0.06,8.65,9.03,8.92,0.11,9.03,2.66,0.79,2.66,0.54,8.74,13.36,5.93,461.90,5.16,5.79,3.28,2.49
186,8.41,8.85,0.44,8.85,8.61,8.96,0.35,8.96,1.65,2.06,2.06,0.81,9.42,14.87,6.86,544.46,5.93,4.01,2.35,3.90
187,8.25,8.63,0.39,8.63,8.90,8.84,0.06,8.90,2.49,2.58,2.58,0.63,8.31,15.00,7.93,668.74,4.41,4.33,3.58,3.70
188,8.72,9.36,0.64,9.36,8.91,9.36,0.45,9.36,1.22,0.69,1.22,0.75,8.10,12.50,5.61,439.49,4.88,6.26,3.37,2.19
189,8.89,8.26,0.63,8.89,9.09,8.77,0.31,9.09,1.48,1.94,1.94,0.52,9.08,14.16,6.44,508.27,6.20,4.32,2.07,3.74
190,8.53,8.71,0.17,8.71,9.06,8.87,0.19,9.06,2.71,1.65,2.71,0.62,6.50,12.21,6.69,571.51,4.74,4.98,3.43,3.08
191,9.14,9.48,0.34,9.48,9.06,9.51,0.45,9.51,0.86,0.85,0.86,0.85,6.62,9.79,4.16,316.95,6.33,6.55,2.29,2.14
192,8.89,8.88,0.01,8.89,9.10,8.95,0.15,9.10,1.95,1.49,1.95,0.61,6.11,11.38,6.19,527.26,5.79,4.55,2.49,3.65
193,8.51,8.60,0.09,8.60,8.58,9.03,0.44,9.03,1.65,1.33,1.65,0.78,7.68,11.44,4.90,375.24,5.10,6.18,2.99,2.13
194,9.70,8.45,1.25,9.70,9.47,8.88,0.59,9.47,1.00,1.54,1.54,0.85,6.93,10.12,4.23,319.57,6.38,5.82,2.23,2.49
195,8.70,9.09,0.39,9.09,8.70,9.17,0.46,9.17,2.54,0.88,2.54,0.57,5.31,10.83,6.32,552.12,5.09,4.83,2.95,3.38
196,8.61,8.86,0.25,8.86,9.08,8.75,0.32,9.08,1.73,2.08,2.08,0.56,6.04,10.68,5.55,464.02,4.68,6.13,3.38,2.07
197,8.27,8.79,0.52,8.79,8.74,8.87,0.12,8.87,1.13,1.01,1.13,0.82,5.36,9.93,5.37,456.62,5.87,4.47,2.52,3.53
198,8.50,8.67,0.17,8.67,8.82,9.17,0.35,9.17,3.10,2.20,3.10,0.60,7.95,13.48,6.72,553.13,4.52,5.95,3.55,2.46
199,8.90,8.53,0.37,8.90,9.02,8.68,0.34,9.02,1.06,1.94,1.94,0.73,8.71,13.76,6.35,504.45,6.44,4.38,2.07,3.67
200,8.84,8.56,0.27,8.84,9.13,8.72,0.41,9.13,2.47,1.79,2.47,0.81,6.78,12.94,7.17,615.43,4.42,4.82,3.80,3.30
201,8.86,8.95,0.09,8.95,8.77,8.94,0.16,8.94,1.25,0.65,1.25,0.45,6.69,11.06,5.38,437.61,4.60,6.22,3.32,2.04
202,8.59,8.87,0.28,8.87,8.83,9.04,0.21,9.04,2.02,1.98,2.02,0.78,8.34,14.88,7.79,654.09,4.33,4.38,3.79,3.75
203,9.27,8.78,0.49,9.27,9.06,8.99,0.06,9.06,1.12,1.34,1.34,0.84,8.64,14.36,7.02,572.81,5.11,4.39,3.19,3.74
204,8.87,9.19,0.31,9.19,8.79,8.99,0.20,8.99,1.64,0.65,1.64,0.68,6.49,10.07,4.55,357.75,6.11,5.70,1.96,2.48
205,9.06,8.63,0.42,9.06,9.03,8.85,0.18,9.03,0.53,2.95,2.95,0.91,6.51,11.30,5.77,479.22,6.15,4.36,2.36,3.63
206,8.48,8.67,0.18,8.67,8.72,8.52,0.20,8.72,1.27,2.01,2.01,0.78,7.35,13.49,7.24,614.13,4.59,4.32,3.52,3.47
207,8.77,8.94,0.17,8.94,8.83,9.09,0.26,9.09,0.56,0.97,0.97,0.96,5.70,11.48,6.63,577.54,4.51,4.36,3.67,3.72
208,8.98,9.21,0.23,9.21,9.10,9.28,0.18,9.28,1.54,1.02,1.54,0.81,8.17,11.91,4.97,374.45,6.18,5.70,2.18,2.72
209,9.19,9.03,0.16,9.19,9.14,9.28,0.14,9.28,0.97,0.93,0.97,0.90,6.93,9.82,3.93,288.78,6.16,6.16,2.41,2.23
210,9.16,8.74,0.42,9.16,9.04,8.79,0.26,9.04,1.22,1.10,1.22,0.92,5.53,8.56,3.86,303.56,6.27,6.27,2.16,2.00
211,8.72,8.80,0.08,8.80,8.82,8.97,0.15,8.97,1.35,1.24,1.35,0.91,7.41,13.17,6.87,576.17,4.63,4.47,3.41,3.57
212,8.77,8.19,0.59,8.77,8.78,8.52,0.26,8.78,1.04,2.74,2.74,0.78,6.02,11.88,6.76,586.08,4.84,4.24,3.26,3.67
213,8.82,9.28,0.46,9.28,8.92,9.16,0.25,9.16,0.83,1.06,1.06,0.87,8.17,12.93,5.98,475.90,4.34,5.91,3.89,2.52
214,8.88,8.83,0.04,8.88,9.23,8.70,0.53,9.23,2.76,0.67,2.76,0.47,6.76,12.39,6.64,562.80,5.66,4.49,2.73,3.73
215,8.89,8.54,0.35,8.89,8.99,8.93,0.06,8.99,1.39,1.52,1.52,0.67,6.21,10.91,5.63,469.70,5.58,5.34,2.85,2.92
216,8.73,8.35,0.37,8.73,8.93,8.86,0.07,8.93,0.84,1.20,1.20,0.78,5.92,11.02,5.98,509.28,5.17,4.47,2.96,3.67
217,9.26,8.45,0.81,9.26,8.98,8.71,0.27,8.98,1.12,1.06,1.12,0.83,7.09,12.59,6.57,550.46,4.74,4.63,3.34,3.58
218,8.78,9.10,0.32,9.10,8.82,9.05,0.23,9.05,1.24,1.41,1.41,0.88,6.84,12.28,6.47,544.13,4.57,5.50,3.50,2.75
219,8.51,8.50,0.00,8.51,9.05,8.94,0.11,9.05,2.35,2.27,2.35,0.83,7.93,13.26,6.52,532.81,5.16,4.78,3.08,3.41
220,8.96,8.92,0.04,8.96,9.12,8.99,0.13,9.12,0.64,1.04,1.04,0.82,7.71,13.19,6.63,547.77,4.99,4.41,3.24,3.83
221,9.08,9.03,0.05,9.08,9.06,8.93,0.13,9.06,0.96,1.14,1.14,0.92,5.17,10.74,6.35,557.63,4.41,4.73,3.62,3.53
222,8.91,8.88,0.03,8.91,8.96,8.84,0.13,8.96,1.56,1.14,1.56,0.60,6.74,13.53,7.80,678.81,4.44,4.39,3.78,3.86
223,8.98,9.04,0.06,9.04,8.73,8.91,0.19,8.91,1.06,0.91,1.06,0.83,6.36,11.47,6.06,510.37,4.91,5.25,3.33,2.89
224,8.88,8.66,0.23,8.88,8.79,8.84,0.04,8.84,0.41,1.26,1.26,0.85,6.71,11.34,5.64,463.46,6.15,4.28,2.17,3.71
225,8.89,9.05,0.17,9.05,8.95,9.06,0.12,9.06,0.49,1.41,1.41,0.76,7.65,13.70,7.20,605.16,4.62,4.72,3.66,3.70
226,8.22,8.88,0.66,8.88,8.93,8.95,0.02,8.95,2.90,0.87,2.90,0.80,4.94,9.00,4.80,406.29,4.81,6.46,3.39,2.03
227,9.09,9.02,0.07,9.09,9.00,9.37,0.37,9.37,1.48,0.97,1.48,0.79,8.25,14.16,7.15,590.76,4.74,4.53,3.64,3.70
228,8.98,8.94,0.04,8.98,9.22,9.07,0.15,9.22,1.86,1.25,1.86,0.60,6.19,11.88,6.62,569.29,5.11,4.44,3.20,3.89
229,8.72,8.72,0.00,8.72,8.65,9.26,0.61,9.26,1.50,2.56,2.56,0.81,7.40,14.41,8.12,701.11,4.02,4.25,3.98,4.03
230,8.49,8.80,0.31,8.80,9.05,8.82,0.23,9.05,2.45,1.54,2.45,0.58,7.42,13.78,7.48,636.86,4.34,4.96,3.77,3.23
231,8.70,9.09,0.39,9.09,8.80,9.23,0.43,9.23,1.05,1.61,1.61,0.91,8.66,14.94,7.57,627.50,4.22,4.49,3.69,3.87
232,8.60,8.61,0.02,8.61,9.01,8.66,0.35,9.01,3.65,2.73,3.65,0.48,8.02,14.89,8.07,686.56,4.37,4.33,3.73,3.79
233,8.72,8.11,0.61,8.72,8.95,8.63,0.32,8.95,1.40,2.97,2.97,0.80,6.64,11.49,5.85,485.41,6.35,4.35,2.11,3.72
234,8.77,9.08,0.31,9.08,8.92,9.13,0.21,9.13,1.15,1.91,1.91,0.90,5.18,11.91,7.51,672.89,4.31,4.26,3.81,4.01
235,9.36,8.76,0.59,9.36,9.04,8.86,0.17,9.04,0.71,1.41,1.41,0.78,6.44,10.69,5.21,424.65,6.11,4.67,2.20,3.28
236,8.69,9.21,0.51,9.21,8.99,9.46,0.47,9.46,1.43,1.49,1.49,0.80,7.87,12.99,6.31,512.69,4.50,5.89,3.66,2.59
237,8.99,8.86,0.13,8.99,9.00,8.85,0.15,9.00,0.96,0.74,0.96,0.88,6.36,10.26,4.85,389.34,6.34,4.68,2.14,3.50
238,8.50,8.80,0.31,8.80,8.73,8.81,0.07,8.81,1.19,2.10,2.10,0.80,8.85,14.27,6.75,542.29,4.61,4.80,3.47,3.42
239,8.77,8.89,0.12,8.89,8.86,9.03,0.17,9.03,0.98,1.91,1.91,0.60,5.73,11.74,6.87,601.00,4.82,4.57,3.30,3.53
240,9.19,8.49,0.70,9.19,8.95,8.82,0.13,8.95,1.39,1.25,1.39,0.79,7.62,12.53,6.05,491.09,6.09,4.33,2.05,3.73
241,8.70,8.51,0.19,8.70,8.77,8.64,0.13,8.77,0.81,0.63,0.81,0.86,6.45,12.38,6.90,593.32,4.48,4.42,3.72,3.70
242,9.28,8.98,0.30,9.28,9.09,9.12,0.03,9.12,1.77,1.37,1.77,0.48,7.07,13.52,7.51,644.96,4.45,4.42,3.58,3.83
243,8.89,8.73,0.16,8.89,8.89,9.04,0.15,9.04,1.13,2.14,2.14,0.85,7.63,12.39,5.91,476.20,6.45,4.47,2.09,3.56
244,8.84,8.96,0.12,8.96,8.86,9.10,0.24,9.10,1.53,2.62,2.62,0.78,6.64,11.20,5.56,455.98,5.25,6.09,2.93,2.20
245,8.51,8.23,0.27,8.51,8.70,8.69,0.01,8.70,0.76,2.57,2.57,0.75,7.00,12.78,6.83,577.57,4.65,4.34,3.25,3.70
246,9.21,8.80,0.41,9.21,9.00,8.97,0.03,9.00,1.23,1.20,1.23,0.65,7.75,13.15,6.56,539.85,4.89,5.43,3.55,2.77
247,9.02,9.44,0.43,9.44,9.19,9.20,0.01,9.20,0.99,2.49,2.49,0.76,7.99,13.73,6.94,574.61,4.77,4.88,3.45,3.50
248,8.89,8.87,0.02,8.89,8.88,8.95,0.08,8.95,1.39,0.98,1.39,0.74,7.68,12.23,5.70,455.05,4.66,6.43,3.49,2.12
249,8.78,9.32,0.54,9.32,8.72,9.14,0.42,9.14,0.74,1.10,1.10,0.86,6.19,10.25,4.99,406.30,4.74,6.43,3.32,2.18
250,9.28,9.10,0.18,9.28,8.79,9.04,0.26,9.04,1.37,1.27,1.37,0.70,6.51,11.35,5.82,484.41,6.32,4.62,2.10,3.54
251,9.01,8.90,0.12,9.01,9.25,9.17,0.08,9.25,1.39,1.13,1.39,0.87,7.78,11.05,4.43,326.52,6.23,6.07,2.20,2.50
252,8.78,8.66,0.12,8.78,9.16,8.70,0.46,9.16,1.47,1.17,1.47,0.62,5.78,11.92,7.01,613.83,4.83,4.30,3.52,3.71
253,8.57,8.77,0.20,8.77,8.84,8.98,0.14,8.98,1.89,0.96,1.89,0.79,6.93,10.13,4.24,320.03,6.29,6.30,2.00,2.06
254,8.87,8.71,0.16,8.87,8.99,8.88,0.11,8.99,0.72,1.12,1.12,0.93,7.11,11.42,5.38,430.91,5.90,4.52,2.50,3.68
255,9.06,8.81,0.24,9.06,9.20,8.92,0.28,9.20,0.88,0.58,0.88,0.66,7.87,12.28,5.59,441.33,6.29,4.97,2.30,3.27
256,8.95,8.88,0.07,8.95,9.21,9.25,0.04,9.25,1.40,1.31,1.40,0.77,5.34,10.62,6.08,527.42,4.52,5.44,3.69,2.74
257,9.23,9.01,0.22,9.23,9.29,8.85,0.43,9.29,1.06,3.06,3.06,0.90,6.44,9.81,4.34,337.04,6.44,5.71,2.14,2.51
258,8.50,9.49,0.99,9.49,8.67,9.37,0.70,9.37,2.37,1.68,2.37,0.53,7.50,12.70,6.32,519.76,4.47,6.22,3.50,2.07
259,8.73,8.97,0.24,8.97,8.90,8.94,0.04,8.94,1.72,0.80,1.72,0.79,5.17,9.91,5.51,473.97,4.42,6.42,3.71,1.91
260,9.10,8.50,0.61,9.10,9.26,8.79,0.47,9.26,0.78,2.07,2.07,0.82,6.05,10.30,5.16,424.90,6.45,4.62,2.13,3.42
261,9.09,8.92,0.17,9.09,9.38,8.85,0.53,9.38,1.62,1.22,1.62,0.75,6.46,12.63,7.14,617.33,4.43,4.54,3.71,3.65
262,8.64,8.94,0.30,8.94,8.91,9.22,0.31,9.22,1.68,1.53,1.68,0.75,6.43,11.44,5.97,500.28,5.46,4.76,2.94,3.60
263,8.64,9.13,0.49,9.13,8.83,8.92,0.08,8.92,1.57,1.25,1.57,0.46,6.84,13.01,7.19,616.72,4.27,4.62,3.57,3.48
264,8.84,8.84,0.00,8.84,8.79,8.95,0.17,8.95,1.09,1.16,1.16,0.82,6.52,10.67,5.12,414.36,4.77,6.13,3.18,2.18
265,8.78,8.86,0.08,8.86,9.01,8.97,0.04,9.01,1.24,1.49,1.49,0.74,7.06,13.56,7.56,649.96,4.63,3.92,3.78,4.08
266,9.07,9.05,0.02,9.07,9.24,9.10,0.14,9.24,1.49,0.96,1.49,0.64,10.30,13.87,5.12,357.18,6.14,6.46,2.32,2.15
267,8.80,8.69,0.10,8.80,8.78,8.84,0.05,8.84,1.17,1.40,1.40,0.86,9.07,12.64,4.93,356.92,5.72,5.83,2.55,2.18
268,8.95,9.76,0.81,9.76,9.07,9.67,0.60,9.67,0.61,1.28,1.28,0.77,5.73,8.79,3.92,305.73,6.24,6.64,2.13,1.98
269,8.40,8.67,0.27,8.67,8.51,9.09,0.58,9.09,0.92,2.17,2.17,0.61,7.24,13.75,7.59,650.51,4.45,4.57,3.54,3.57
270,9.55,8.96,0.60,9.55,9.26,9.02,0.23,9.26,0.98,0.78,0.98,0.84,4.87,8.25,4.12,338.84,6.48,5.86,2.13,2.69
271,8.95,8.27,0.69,8.95,9.14,8.59,0.55,9.14,0.85,1.80,1.80,0.74,5.84,10.77,5.80,492.59,4.99,5.43,3.49,2.72
272,8.84,8.97,0.13,8.97,8.96,8.93,0.03,8.96,1.01,1.00,1.01,0.85,5.68,11.04,6.21,536.28,4.62,5.10,3.53,3.02
273,8.55,8.96,0.41,8.96,9.17,8.94,0.23,9.17,0.94,1.12,1.12,0.79,6.04,12.40,7.27,636.55,4.14,4.30,3.81,3.76
274,9.24,8.80,0.44,9.24,8.95,9.02,0.07,9.02,0.80,1.40,1.40,0.75,9.12,12.38,4.63,326.06,6.25,6.24,2.13,2.18
275,8.85,9.20,0.36,9.20,8.92,9.13,0.22,9.13,1.68,0.82,1.68,0.78,6.32,10.65,5.28,433.04,4.66,6.45,3.39,1.97
276,8.99,8.60,0.39,8.99,8.87,8.69,0.18,8.87,1.01,0.78,1.01,0.51,5.78,11.29,6.38,551.67,4.60,5.08,3.60,3.11
277,9.08,8.52,0.56,9.08,9.05,8.81,0.24,9.05,0.97,1.74,1.74,0.65,6.09,12.06,6.88,596.85,4.72,4.71,3.42,3.34
278,9.13,8.59,0.55,9.13,9.03,9.06,0.03,9.06,1.43,1.26,1.43,0.61,6.58,12.17,6.57,558.63,4.82,4.97,3.37,3.17
279,8.34,8.94,0.60,8.94,8.84,9.01,0.17,9.01,1.30,0.80,1.30,0.82,8.90,14.26,6.70,536.33,4.60,5.12,3.61,3.03
280,8.84,9.00,0.16,9.00,8.65,9.19,0.53,9.19,0.72,1.87,1.87,0.75,6.68,11.44,5.77,476.70,5.17,6.00,2.95,2.40
281,8.74,8.65,0.09,8.74,8.88,8.71,0.18,8.88,1.98,1.20,1.98,0.73,7.42,12.49,6.18,506.60,6.06,4.35,2.25,3.82
282,8.56,8.85,0.29,8.85,8.83,8.85,0.02,8.85,1.72,3.24,3.24,0.58,7.49,14.35,7.99,686.87,4.31,4.11,3.65,3.81
283,8.93,8.79,0.14,8.93,8.87,9.06,0.19,9.06,1.12,1.11,1.12,0.88,10.34,16.00,7.21,566.38,4.51,4.61,3.50,3.59
284,8.75,9.24,0.49,9.24,9.25,8.89,0.35,9.25,1.13,0.84,1.13,0.65,8.20,13.60,6.63,539.44,5.35,4.56,3.04,3.52
285,9.13,8.92,0.21,9.13,9.22,9.20,0.02,9.22,0.92,0.67,0.92,0.97,6.73,10.82,5.09,408.47,4.56,6.30,3.69,2.24
286,8.66,8.53,0.13,8.66,8.87,8.82,0.05,8.87,1.25,1.14,1.25,0.80,7.52,13.63,7.24,610.74,4.49,4.45,3.55,3.64
287,8.83,9.13,0.30,9.13,8.99,9.04,0.05,9.04,2.26,1.63,2.26,0.65,6.51,11.86,6.32,534.19,4.61,5.38,3.38,2.77
288,8.65,8.73,0.08,8.73,8.73,8.81,0.07,8.81,1.70,0.84,1.70,0.62,7.23,13.35,7.20,611.38,4.58,4.28,3.51,3.80
289,9.15,8.69,0.46,9.15,9.35,8.84,0.52,9.35,0.76,1.64,1.64,0.73,6.68,11.03,5.35,434.81,6.31,4.51,2.07,3.50
290,8.68,8.88,0.20,8.88,8.91,8.81,0.10,8.91,1.53,1.50,1.53,0.69,6.65,12.64,6.99,599.62,4.74,4.42,3.31,3.59
291,8.59,8.83,0.24,8.83,9.14,8.88,0.26,9.14,2.80,1.34,2.80,0.63,6.63,12.51,6.87,587.78,4.39,4.57,3.59,3.55
292,8.46,8.53,0.07,8.53,8.94,8.66,0.28,8.94,2.16,1.50,2.16,0.64,7.63,13.66,7.18,603.15,4.47,4.54,3.66,3.54
293,8.86,8.65,0.22,8.86,9.17,9.05,0.12,9.17,1.35,2.10,2.10,0.84,8.82,14.99,7.49,617.10,4.38,4.45,4.00,3.59
294,8.79,9.22,0.43,9.22,8.93,9.52,0.58,9.52,0.95,0.79,0.95,0.95,7.56,12.45,6.03,489.50,4.06,6.08,4.08,2.47
295,8.81,8.49,0.32,8.81,8.96,9.02,0.06,9.02,1.97,1.67,1.97,0.69,8.16,13.10,6.16,494.07,5.84,4.67,2.47,3.62
296,8.47,8.75,0.28,8.75,8.69,8.94,0.25,8.94,1.63,0.91,1.63,0.81,6.31,11.05,5.68,473.62,4.40,5.95,3.63,2.39
297,8.46,8.97,0.51,8.97,8.92,8.90,0.02,8.92,2.52,1.50,2.52,0.62,7.85,14.01,7.34,615.85,4.29,4.67,3.75,3.48
298,9.07,8.63,0.44,9.07,8.74,8.88,0.14,8.88,0.62,1.57,1.57,0.75,7.32,11.85,5.63,453.53,6.13,4.52,1.99,3.48
299,8.78,8.67,0.11,8.78,9.06,8.77,0.29,9.06,1.25,1.37,1.37,0.86,7.26,10.02,3.85,275.93,6.28,6.38,2.11,1.96
300,8.47,8.99,0.52,8.99,8.83,9.23,0.40,9.23,1.20,1.84,1.84,0.64,7.02,12.03,6.06,500.99,4.44,5.85,3.41,2.40
301,8.58,8.74,0.16,8.74,8.81,8.82,0.01,8.82,1.82,2.34,2.34,0.48,6.75,11.55,5.81,479.75,6.30,4.69,2.05,3.40
302,8.57,9.05,0.48,9.05,8.87,8.92,0.05,8.92,1.30,1.06,1.30,0.77,7.42,11.69,5.39,427.54,4.67,6.01,3.29,2.26
303,8.95,8.91,0.03,8.95,9.02,9.01,0.01,9.02,0.77,1.72,1.72,0.95,7.35,11.34,5.09,398.51,6.39,4.77,2.03,3.36
304,9.14,8.49,0.65,9.14,9.06,8.60,0.46,9.06,1.08,1.43,1.43,0.74,5.81,10.47,5.53,465.84,6.46,4.52,2.01,3.50
305,9.05,8.55,0.50,9.05,9.03,8.43,0.60,9.03,1.00,1.24,1.24,0.73,7.39,11.62,5.33,422.42,6.24,4.39,2.05,3.46
306,9.55,8.68,0.87,9.55,9.43,8.50,0.92,9.43,1.31,1.44,1.44,0.77,6.52,10.52,4.98,399.95,6.71,4.61,2.04,3.53
307,8.76,9.11,0.34,9.11,9.09,9.27,0.19,9.27,2.10,1.09,2.10,0.54,6.23,12.51,7.22,628.20,4.53,4.61,3.69,3.48
308,8.50,8.96,0.45,8.96,8.81,9.12,0.31,9.12,2.01,1.31,2.01,0.71,7.57,13.33,6.89,575.49,4.78,4.69,3.54,3.37
309,9.17,8.52,0.65,9.17,9.09,8.74,0.35,9.09,0.73,2.60,2.60,0.82,6.85,12.36,6.54,551.22,4.63,4.76,3.67,3.39
310,8.80,9.41,0.61,9.41,9.02,9.44,0.42,9.44,1.31,0.82,1.31,0.85,6.76,9.83,4.09,307.29,6.31,6.02,2.05,2.24
311,8.86,9.00,0.14,9.00,9.01,8.91,0.11,9.01,1.56,1.40,1.56,0.73,7.18,10.85,4.75,367.71,6.18,6.08,2.24,2.28
312,8.69,8.53,0.16,8.69,8.92,9.01,0.08,9.01,1.09,0.90,1.09,0.84,5.89,10.25,5.24,435.88,4.84,5.29,3.26,2.94
313,8.66,8.79,0.14,8.79,9.04,9.14,0.10,9.14,1.27,1.47,1.47,0.78,6.08,12.30,7.13,622.24,4.46,4.42,3.66,3.72
314,8.65,8.69,0.04,8.69,8.84,8.97,0.13,8.97,1.71,1.94,1.94,0.51,6.43,13.11,7.65,668.34,4.38,4.38,3.59,3.75
315,8.87,8.38,0.49,8.87,9.24,8.73,0.51,9.24,1.40,1.73,1.73,0.81,7.42,12.98,6.67,556.15,5.07,4.43,3.30,3.59
316,8.76,8.86,0.10,8.86,9.06,8.72,0.34,9.06,1.93,1.18,1.93,0.72,6.52,12.93,7.38,640.59,4.43,4.34,3.67,3.79
317,9.08,8.84,0.24,9.08,9.06,8.75,0.31,9.06,0.89,1.60,1.60,0.89,7.45,13.12,6.79,566.89,4.48,4.98,3.68,2.90
318,8.58,8.93,0.35,8.93,8.82,8.70,0.12,8.82,0.87,0.61,0.87,0.85,7.39,11.88,5.60,448.85,6.22,4.51,2.11,3.41
319,8.22,8.81,0.59,8.81,8.71,9.09,0.37,9.09,2.72,0.99,2.72,0.79,8.94,13.18,5.58,424.05,5.24,5.96,2.98,2.24
320,9.11,9.06,0.05,9.11,8.96,8.82,0.14,8.96,0.60,1.38,1.38,0.88,7.79,12.60,5.98,481.05,5.90,4.29,2.40,3.69
321,8.80,8.15,0.65,8.80,9.00,8.72,0.28,9.00,1.26,2.37,2.37,0.60,7.43,13.63,7.32,620.38,4.64,4.42,3.39,3.68
322,8.47,8.73,0.26,8.73,8.68,8.76,0.09,8.76,2.11,1.56,2.11,0.80,8.77,13.61,6.15,483.54,4.39,6.30,3.57,2.05
323,8.28,8.75,0.47,8.75,8.51,8.60,0.10,8.60,2.26,2.39,2.39,0.56,7.49,14.70,8.33,720.38,4.20,4.13,3.63,3.58
324,8.82,8.72,0.10,8.82,9.07,9.17,0.09,9.17,1.31,3.51,3.51,0.87,7.25,12.14,5.98,488.82,4.85,6.08,3.42,2.21
325,8.67,8.64,0.03,8.67,9.03,8.73,0.30,9.03,1.09,1.29,1.29,0.60,6.68,12.36,6.69,568.61,4.19,5.30,3.82,2.66
326,8.72,9.40,0.68,9.40,9.03,9.42,0.39,9.42,1.68,1.31,1.68,0.79,6.81,12.70,6.91,588.44,4.91,4.78,3.37,3.56
327,9.22,9.08,0.14,9.22,9.06,9.13,0.07,9.13,1.18,1.71,1.71,0.86,5.33,9.40,4.87,407.18,5.94,5.41,2.36,2.88
328,9.27,8.98,0.29,9.27,9.21,9.40,0.19,9.40,1.67,1.70,1.70,0.70,7.23,12.25,6.10,502.03,4.75,5.83,3.69,2.51
329,8.32,8.62,0.29,8.62,8.74,8.67,0.07,8.74,2.25,1.21,2.25,0.64,7.41,13.96,7.67,655.44,4.59,4.39,3.34,3.65
330,9.10,8.89,0.21,9.10,9.28,9.04,0.24,9.28,1.31,2.85,2.85,0.70,6.35,12.96,7.56,660.23,4.50,4.23,3.62,3.75
331,9.19,9.00,0.18,9.19,9.12,8.96,0.16,9.12,1.32,1.39,1.39,0.83,7.33,12.71,6.48,538.01,4.66,4.80,3.66,3.46
332,8.76,8.54,0.22,8.76,9.02,8.90,0.11,9.02,1.76,2.37,2.37,0.57,5.16,10.33,5.94,517.01,6.43,4.25,2.04,3.67
333,9.41,8.83,0.58,9.41,9.31,8.99,0.33,9.31,1.41,1.56,1.56,0.62,4.99,9.96,5.72,497.23,6.43,4.43,2.04,3.90
334,8.37,8.87,0.50,8.87,8.98,8.96,0.03,8.98,1.44,0.96,1.44,0.69,5.53,10.21,5.51,468.28,4.07,6.67,3.77,1.90
