,NetLoss0,NetLoss1,$|L_2 - L_1|$,$P(L > Q(0.6))$,Required Capital,Payout CVaR,Average Cost,a_1,a_2,b_1,b_2
288,5.54,5.43,0.12,0.01,2.54,6.52,4.11,0.87,0.88,-4.83,-4.84
289,4.88,4.98,0.10,0.00,2.37,7.47,5.21,0.89,0.92,-4.09,-4.39
290,5.22,5.25,0.03,0.01,2.21,6.75,4.66,0.92,0.90,-4.67,-4.61
291,5.10,5.04,0.06,0.00,2.41,7.01,4.72,0.86,0.87,-4.22,-4.24
292,4.92,4.91,0.01,0.00,3.00,8.00,5.15,0.89,0.91,-4.21,-4.25
293,5.21,5.08,0.13,0.00,3.66,8.35,4.87,0.88,0.93,-4.42,-4.83
294,4.21,4.28,0.07,0.00,3.10,9.70,6.76,0.98,0.94,-4.15,-3.84
295,4.71,4.48,0.22,0.00,3.22,9.26,6.20,0.94,0.98,-4.13,-4.41
296,5.06,5.23,0.17,0.00,2.75,7.44,4.82,0.93,0.88,-4.62,-4.21
297,4.83,4.73,0.10,0.00,2.74,8.10,5.50,0.92,0.92,-4.18,-4.20
298,4.40,4.39,0.01,0.00,2.93,9.39,6.61,0.92,0.90,-3.79,-3.61
299,5.48,5.24,0.24,0.00,3.15,7.57,4.58,0.92,0.89,-4.86,-4.66
300,4.93,4.81,0.12,0.00,3.01,8.30,5.45,0.93,0.90,-4.40,-4.21
301,5.22,5.18,0.04,0.02,4.53,9.30,5.00,0.92,0.91,-4.67,-4.52
302,5.96,5.36,0.59,0.03,5.19,8.49,3.56,0.88,0.86,-5.14,-4.80
303,5.04,5.06,0.02,0.04,3.26,8.00,4.90,0.95,0.91,-4.77,-4.42
304,4.34,4.51,0.17,0.00,2.90,9.06,6.30,0.92,0.92,-3.76,-3.91
305,5.06,5.26,0.20,0.00,3.30,7.92,4.79,0.99,0.88,-5.18,-4.43
306,5.48,5.24,0.24,0.00,2.56,6.78,4.35,0.85,0.89,-4.38,-4.65
307,5.36,5.84,0.48,0.12,2.90,6.42,3.66,0.81,0.89,-4.35,-5.14
308,5.22,5.13,0.09,0.02,2.50,6.77,4.39,0.86,0.88,-4.30,-4.40
309,4.51,4.68,0.17,0.00,2.85,8.68,5.98,0.95,0.95,-4.39,-4.27
310,4.47,4.39,0.07,0.00,3.69,9.41,5.91,0.92,0.94,-4.07,-4.02
311,4.77,4.51,0.26,0.00,3.06,8.78,5.87,0.92,0.91,-4.12,-3.90
312,5.55,5.49,0.06,0.03,2.33,6.27,4.06,0.84,0.86,-4.45,-4.61
313,4.84,5.18,0.34,0.02,2.64,7.29,4.78,0.96,0.88,-4.95,-4.34
314,5.33,5.10,0.23,0.00,3.48,8.00,4.69,0.86,0.93,-4.15,-4.72
315,5.90,5.84,0.06,0.02,2.52,6.33,3.93,0.86,0.90,-4.91,-5.03
316,6.16,5.71,0.45,0.08,3.74,6.94,3.39,0.83,0.90,-4.84,-5.37
317,4.46,4.40,0.06,0.01,3.45,9.64,6.36,0.95,0.94,-4.13,-4.06
318,5.08,5.19,0.10,0.04,3.44,8.00,4.73,0.86,0.89,-4.25,-4.51
319,5.25,5.07,0.18,0.00,2.33,7.03,4.81,0.87,0.91,-4.32,-4.59
320,4.25,4.68,0.43,0.00,2.31,8.31,6.11,0.95,0.93,-4.09,-4.02
321,4.90,5.26,0.35,0.02,3.38,8.13,4.92,0.88,0.86,-4.23,-4.00
322,6.02,5.94,0.08,0.06,2.78,6.05,3.41,0.80,0.86,-4.42,-5.03
323,4.69,4.70,0.02,0.01,2.71,8.17,5.60,0.96,0.85,-4.46,-3.58
324,4.36,4.55,0.19,0.00,2.71,8.52,5.94,0.94,0.94,-4.11,-4.20
325,5.61,5.65,0.05,0.09,3.04,6.85,3.97,0.87,0.88,-4.63,-4.80
326,5.22,5.22,0.00,0.02,2.18,7.00,4.93,0.88,0.87,-4.38,-4.36
327,5.01,4.87,0.14,0.00,3.26,8.30,5.20,0.92,0.98,-4.53,-4.96
328,4.67,4.36,0.30,0.00,2.65,8.61,6.10,0.95,0.92,-4.21,-3.93
329,4.67,4.35,0.32,0.00,3.37,9.27,6.07,0.95,0.92,-4.41,-4.04
330,5.44,5.60,0.16,0.01,3.36,7.03,3.83,0.88,0.84,-4.84,-4.56
331,5.09,4.82,0.27,0.00,2.78,7.74,5.10,0.86,0.96,-4.02,-4.79
332,5.24,4.96,0.27,0.00,3.36,8.06,4.86,0.91,0.89,-4.63,-4.44
333,4.80,4.58,0.22,0.00,2.87,8.45,5.72,0.94,0.94,-4.55,-4.35
334,5.01,4.95,0.06,0.02,2.53,7.15,4.75,0.95,0.88,-4.99,-4.32
335,4.95,5.13,0.18,0.01,2.69,7.63,5.08,0.90,0.89,-4.48,-4.39
336,5.76,5.97,0.22,0.09,3.14,6.66,3.68,0.87,0.87,-4.74,-5.07
337,5.96,5.94,0.02,0.05,2.74,5.92,3.31,0.83,0.77,-4.66,-4.37
338,5.13,4.94,0.19,0.00,3.04,7.90,5.01,0.84,0.91,-3.90,-4.51
339,4.83,4.69,0.13,0.00,2.40,8.01,5.73,0.90,0.94,-4.08,-4.38
340,4.98,4.90,0.08,0.00,2.87,8.10,5.37,0.92,0.92,-4.35,-4.43
341,5.44,4.96,0.49,0.00,2.73,7.38,4.78,0.89,0.92,-4.54,-4.58
342,4.99,4.69,0.31,0.00,3.13,8.20,5.23,0.94,0.95,-4.62,-4.60
343,5.02,4.79,0.22,0.00,4.07,9.25,5.38,0.89,0.95,-4.12,-4.66
344,4.19,4.40,0.21,0.00,2.72,8.99,6.40,0.92,0.91,-3.73,-3.83
345,4.28,4.15,0.13,0.00,4.49,11.18,6.91,0.95,0.90,-3.88,-3.43
346,4.65,4.92,0.26,0.00,3.18,8.61,5.59,0.91,0.95,-4.04,-4.39
347,4.71,4.57,0.14,0.00,3.00,8.92,6.07,0.94,0.96,-4.29,-4.40
348,5.08,5.18,0.10,0.01,3.72,8.76,5.23,0.89,0.90,-4.10,-4.41
349,5.09,4.98,0.12,0.00,2.81,7.78,5.11,0.93,0.92,-4.57,-4.48
350,5.02,4.65,0.38,0.00,2.51,8.00,5.62,0.85,0.88,-3.75,-4.03
351,4.59,4.56,0.03,0.00,2.79,9.26,6.61,0.95,0.93,-4.06,-3.86
352,5.35,5.40,0.05,0.00,3.41,7.61,4.37,0.87,0.91,-4.67,-4.90
353,4.31,4.34,0.03,0.00,2.44,8.59,6.26,0.94,0.92,-4.05,-3.71
354,5.51,5.47,0.04,0.00,3.17,7.55,4.54,0.88,0.88,-4.61,-4.55
355,4.25,4.20,0.05,0.00,3.10,9.51,6.56,0.94,0.96,-4.00,-4.07
356,5.62,6.21,0.60,0.20,2.99,5.99,3.14,0.80,0.83,-4.63,-5.00
357,4.58,4.61,0.03,0.00,2.61,8.33,5.85,0.91,0.90,-4.07,-3.97
358,5.60,5.59,0.02,0.04,2.91,6.32,3.56,0.85,0.89,-4.87,-5.27
359,4.46,4.62,0.16,0.00,3.04,8.82,5.93,0.94,0.97,-4.25,-4.50
360,4.49,4.82,0.33,0.00,3.70,9.10,5.59,0.95,0.91,-4.27,-4.19
361,4.35,4.29,0.07,0.00,3.62,10.02,6.57,0.91,0.91,-3.60,-3.64
362,4.94,4.90,0.04,0.00,2.79,8.00,5.35,0.89,0.90,-4.26,-4.25
363,4.54,4.38,0.16,0.00,2.39,8.06,5.79,0.91,0.95,-4.09,-4.25
364,4.32,4.37,0.04,0.00,2.86,9.26,6.54,0.94,0.91,-4.05,-3.66
365,4.56,5.17,0.61,0.00,2.61,8.06,5.58,0.85,0.92,-3.63,-4.38
366,4.58,4.47,0.12,0.00,3.29,9.33,6.20,0.91,0.94,-3.83,-4.21
367,4.63,4.75,0.12,0.00,3.62,9.35,5.91,0.91,0.96,-4.10,-4.53
368,4.65,4.92,0.27,0.01,2.57,8.05,5.61,0.89,0.92,-4.04,-4.29
369,5.49,5.90,0.41,0.03,2.19,5.74,3.66,0.83,0.86,-4.53,-4.73
370,4.94,5.02,0.08,0.01,3.09,7.84,4.90,0.89,0.94,-4.44,-4.68
371,4.43,4.55,0.11,0.00,3.17,9.48,6.47,0.93,0.96,-3.80,-4.16
372,5.34,5.56,0.21,0.02,2.54,7.06,4.65,0.88,0.89,-4.59,-4.55
373,4.84,4.74,0.11,0.00,2.55,8.24,5.82,0.92,0.94,-4.12,-4.37
374,4.30,4.17,0.13,0.00,3.98,10.18,6.40,0.97,0.93,-4.09,-3.91
375,5.29,5.48,0.19,0.05,2.56,6.85,4.42,0.91,0.93,-4.77,-4.93
376,5.16,5.19,0.03,0.00,2.98,7.78,4.95,0.90,0.92,-4.57,-4.63
377,4.30,3.96,0.34,0.00,3.84,10.17,6.52,0.90,0.93,-3.56,-3.78
378,4.96,5.07,0.11,0.01,2.78,7.80,5.16,0.91,0.90,-4.39,-4.30
379,4.48,4.46,0.02,0.00,3.28,9.28,6.17,0.95,0.98,-4.25,-4.53
380,4.59,4.33,0.26,0.00,2.95,8.98,6.18,0.97,0.93,-4.28,-3.94
381,5.15,5.56,0.41,0.03,3.04,7.06,4.16,0.89,0.88,-4.70,-4.73
382,4.48,4.68,0.20,0.00,2.61,8.49,6.01,0.93,0.92,-4.05,-4.07
383,4.97,4.90,0.06,0.00,2.85,8.00,5.29,0.84,0.96,-3.79,-4.77
384,4.41,4.44,0.03,0.02,3.13,9.42,6.45,0.92,0.93,-3.89,-3.82
385,4.22,4.24,0.02,0.00,4.69,11.25,6.79,0.94,0.92,-3.70,-3.67
386,4.77,4.87,0.10,0.00,2.88,8.00,5.26,0.91,0.95,-4.22,-4.58
387,4.53,4.65,0.13,0.00,3.38,9.34,6.12,0.91,0.95,-4.02,-4.31
388,5.47,5.61,0.14,0.04,2.48,6.40,4.04,0.88,0.90,-4.69,-4.93
389,4.71,4.76,0.05,0.00,2.74,8.28,5.68,0.93,0.93,-4.23,-4.22
390,5.23,5.64,0.41,0.08,3.05,7.04,4.14,0.86,0.90,-4.49,-5.01
391,4.81,4.80,0.01,0.00,3.37,8.98,5.78,0.92,0.89,-4.22,-4.02
392,4.99,5.21,0.22,0.00,3.60,8.20,4.79,0.89,0.91,-4.48,-4.64
393,4.25,4.25,0.00,0.01,3.09,9.35,6.41,0.94,0.94,-3.99,-4.09
394,5.15,5.17,0.01,0.00,3.11,7.80,4.85,0.88,0.91,-4.31,-4.58
395,5.18,5.08,0.10,0.01,3.15,8.00,5.01,0.93,0.88,-4.80,-4.33
396,4.65,4.94,0.29,0.03,2.69,7.91,5.35,0.95,0.92,-4.54,-4.41
397,4.54,4.65,0.11,0.01,2.68,8.77,6.23,0.91,0.91,-3.82,-3.86
398,5.46,4.87,0.59,0.00,4.07,8.89,5.03,0.87,0.88,-4.45,-4.34
399,5.06,4.89,0.16,0.00,3.07,8.12,5.20,0.92,0.93,-4.46,-4.45
400,5.38,5.27,0.11,0.00,2.74,7.39,4.79,0.87,0.92,-4.25,-4.60
401,5.75,5.90,0.16,0.13,3.28,6.83,3.72,0.85,0.86,-4.70,-4.87
402,4.83,5.23,0.40,0.01,3.29,8.22,5.09,0.89,0.92,-4.42,-4.77
403,5.99,5.93,0.07,0.04,4.65,7.80,3.38,0.84,0.84,-4.84,-4.87
404,4.78,4.56,0.22,0.01,3.15,8.74,5.75,0.99,0.95,-4.80,-4.29
405,4.66,4.56,0.11,0.00,3.57,9.48,6.09,0.92,0.90,-3.97,-3.69
406,4.56,4.39,0.16,0.00,1.92,7.86,6.04,0.90,0.93,-3.85,-3.98
407,5.25,5.26,0.01,0.00,3.36,7.72,4.52,0.89,0.93,-4.67,-4.95
408,4.37,4.21,0.17,0.00,2.69,8.59,6.03,1.00,0.89,-4.53,-3.70
409,4.80,5.03,0.23,0.00,3.30,8.68,5.55,0.91,0.89,-4.23,-4.18
410,5.03,5.10,0.07,0.02,3.87,8.67,5.00,0.87,0.88,-4.20,-4.23
411,5.09,5.06,0.03,0.01,2.71,7.80,5.22,0.89,0.91,-4.24,-4.42
412,5.53,5.69,0.17,0.00,2.53,6.13,3.72,0.85,0.87,-4.57,-4.99
413,5.07,5.26,0.19,0.00,3.55,8.42,5.04,0.90,0.87,-4.48,-4.25
414,4.56,4.55,0.01,0.00,2.95,8.94,6.14,0.97,0.90,-4.24,-3.73
415,4.86,4.79,0.07,0.01,2.87,8.37,5.64,0.91,0.88,-4.21,-3.89
416,5.12,5.11,0.01,0.00,3.25,8.28,5.19,0.90,0.90,-4.24,-4.44
417,4.90,4.91,0.01,0.02,2.27,7.28,5.13,0.91,0.89,-4.51,-4.18
418,5.63,5.74,0.11,0.03,3.79,7.59,4.00,0.84,0.85,-4.59,-4.73
419,5.83,5.61,0.22,0.03,2.99,6.47,3.63,0.84,0.86,-4.70,-4.95
420,5.15,5.14,0.01,0.00,2.29,6.96,4.78,0.91,0.94,-4.58,-4.93
421,5.80,5.94,0.14,0.10,3.13,6.52,3.54,0.87,0.81,-5.25,-4.67
422,5.17,5.17,0.00,0.00,3.04,8.00,5.12,0.86,0.91,-4.14,-4.53
423,5.23,5.11,0.12,0.00,2.21,6.60,4.50,0.87,0.90,-4.28,-4.52
424,4.82,5.09,0.27,0.09,3.17,7.84,4.83,0.88,0.87,-4.34,-4.32
425,4.80,4.66,0.14,0.03,2.78,8.27,5.63,0.93,0.89,-4.38,-4.00
426,5.06,5.44,0.38,0.00,3.10,7.63,4.68,0.87,0.91,-4.31,-4.64
427,5.60,5.69,0.09,0.02,2.52,5.89,3.49,0.86,0.85,-4.86,-4.69
428,5.13,4.76,0.36,0.00,3.63,8.59,5.14,0.86,0.94,-4.08,-4.57
429,5.17,5.18,0.01,0.03,3.23,7.75,4.69,0.88,0.90,-4.43,-4.60
430,5.92,6.00,0.09,0.05,2.58,5.76,3.31,0.81,0.82,-4.73,-4.83
431,5.07,5.35,0.28,0.01,2.68,7.27,4.72,0.88,0.90,-4.38,-4.51
432,4.66,4.57,0.09,0.00,2.18,8.17,6.10,0.91,0.90,-4.05,-3.94
433,4.67,4.56,0.11,0.00,2.86,8.45,5.74,0.88,0.89,-3.86,-3.99
434,5.57,5.21,0.37,0.02,3.65,7.83,4.36,0.82,0.88,-4.20,-4.54
435,5.34,5.33,0.00,0.04,3.15,7.53,4.54,0.87,0.88,-4.47,-4.57
436,5.35,5.29,0.06,0.00,2.78,6.81,4.17,0.88,0.90,-4.65,-4.89
437,5.95,5.74,0.21,0.06,3.54,7.03,3.67,0.89,0.85,-5.33,-4.73
438,5.11,5.07,0.04,0.00,3.43,8.32,5.07,0.90,0.87,-4.21,-4.12
439,5.31,5.67,0.36,0.06,3.01,7.09,4.22,0.85,0.85,-4.47,-4.51
440,4.61,4.84,0.23,0.00,2.47,8.12,5.77,0.92,0.95,-4.04,-4.46
441,5.15,4.97,0.19,0.01,2.91,7.71,4.95,0.92,0.90,-4.76,-4.41
442,4.41,4.79,0.38,0.00,3.00,8.81,5.96,0.94,0.91,-4.11,-4.05
443,5.22,5.14,0.07,0.00,3.26,8.00,4.91,0.98,0.90,-5.09,-4.38
444,4.44,4.57,0.13,0.00,2.56,8.41,5.99,0.94,0.92,-4.14,-3.95
445,5.46,5.33,0.13,0.03,3.51,7.81,4.48,0.91,0.88,-4.82,-4.69
446,5.07,5.41,0.34,0.01,3.53,8.24,4.89,0.86,0.92,-4.20,-4.77
447,4.71,4.89,0.18,0.01,3.43,8.68,5.42,0.91,0.94,-4.14,-4.35
448,6.07,5.69,0.38,0.01,2.61,5.80,3.32,0.84,0.83,-4.93,-4.82
449,5.62,5.65,0.03,0.02,3.41,7.32,4.08,0.88,0.83,-4.79,-4.40
450,5.40,5.30,0.10,0.01,2.72,7.20,4.61,0.90,0.91,-4.61,-4.77
451,5.10,5.04,0.06,0.00,3.57,8.46,5.07,0.88,0.93,-4.27,-4.79
452,5.02,5.00,0.03,0.00,2.42,7.51,5.21,0.96,0.86,-4.75,-3.87
453,4.70,4.50,0.19,0.00,2.75,8.87,6.26,0.86,0.89,-3.48,-3.67
454,4.20,4.05,0.15,0.01,2.36,8.73,6.49,0.95,0.92,-3.94,-3.64
455,4.44,4.36,0.08,0.00,2.28,8.24,6.08,0.88,0.89,-3.63,-3.79
456,4.58,4.23,0.35,0.00,2.98,8.92,6.09,0.88,0.94,-3.63,-3.98
457,4.67,4.26,0.41,0.00,2.73,9.12,6.53,0.93,0.93,-3.93,-3.82
458,4.50,4.43,0.08,0.00,2.21,8.23,6.13,0.85,0.92,-3.46,-3.88
459,4.45,4.71,0.26,0.00,2.69,8.54,5.99,0.92,0.91,-3.95,-3.94
460,4.98,5.04,0.06,0.00,3.29,8.56,5.43,0.93,0.90,-4.61,-4.42
461,4.10,4.59,0.49,0.00,4.08,10.10,6.22,0.94,0.90,-4.06,-3.75
462,5.31,5.25,0.07,0.01,2.37,7.36,5.11,0.92,0.86,-4.74,-4.30
463,4.41,4.31,0.11,0.00,2.38,8.62,6.36,0.97,0.88,-4.34,-3.33
464,4.52,4.64,0.13,0.00,2.78,8.94,6.30,0.91,0.88,-3.84,-3.64
465,5.38,5.34,0.04,0.01,2.56,7.04,4.61,0.92,0.89,-4.78,-4.62
466,5.14,5.06,0.08,0.00,3.42,8.40,5.15,0.90,0.92,-4.45,-4.49
467,4.70,4.44,0.26,0.00,2.69,8.56,6.00,0.90,0.87,-3.88,-3.46
468,5.79,6.05,0.25,0.01,3.02,6.45,3.58,0.86,0.84,-4.98,-4.95
469,5.21,5.29,0.07,0.00,2.97,7.30,4.48,0.88,0.89,-4.58,-4.66
470,5.93,5.63,0.29,0.00,3.16,6.83,3.83,0.85,0.83,-4.77,-4.64
471,5.56,5.35,0.22,0.00,2.90,7.02,4.26,0.89,0.89,-4.73,-4.74
472,5.21,5.17,0.05,0.00,2.76,7.30,4.67,0.91,0.89,-4.55,-4.50
473,5.67,5.62,0.04,0.00,3.14,6.83,3.85,0.85,0.89,-4.57,-4.95
474,4.96,4.85,0.11,0.00,2.05,7.15,5.21,0.87,0.92,-3.96,-4.44
475,5.63,5.45,0.19,0.01,4.09,7.70,3.81,0.89,0.85,-5.23,-4.79
476,4.82,4.64,0.18,0.00,3.11,8.44,5.48,0.88,0.89,-3.99,-3.96
477,5.65,5.75,0.10,0.04,4.43,8.00,3.79,0.79,0.86,-4.45,-4.94
478,5.13,4.85,0.29,0.00,1.96,6.94,5.08,0.81,0.89,-3.66,-4.20
479,4.73,4.61,0.12,0.00,3.04,8.81,5.93,0.91,0.90,-4.07,-3.96
480,5.35,4.99,0.36,0.01,3.11,8.00,5.05,0.87,0.93,-4.29,-4.72
481,4.88,5.26,0.38,0.01,3.14,8.00,5.02,0.95,0.87,-4.70,-4.16
482,5.14,5.23,0.09,0.00,2.84,7.46,4.76,0.87,0.92,-4.27,-4.87
483,4.40,4.59,0.19,0.00,2.06,8.15,6.19,0.92,0.92,-4.03,-3.88
484,5.15,4.86,0.28,0.00,4.26,9.54,5.50,0.89,0.89,-4.02,-4.09
485,4.80,4.98,0.18,0.00,2.83,8.00,5.31,0.88,0.88,-3.99,-4.30
486,4.88,4.57,0.31,0.00,2.36,7.80,5.56,0.94,0.82,-4.42,-3.44
487,5.27,5.00,0.27,0.00,3.96,8.68,4.91,0.87,0.85,-4.20,-4.15
488,5.39,5.07,0.32,0.01,2.00,6.38,4.48,0.85,0.88,-4.22,-4.33
489,5.04,5.02,0.02,0.00,3.68,8.70,5.20,0.89,0.93,-4.29,-4.68
490,4.68,4.84,0.16,0.00,3.55,8.90,5.53,0.91,0.90,-4.31,-4.22
491,4.90,5.00,0.10,0.00,2.95,8.02,5.22,0.86,0.95,-3.92,-4.67
492,4.19,4.39,0.20,0.00,2.98,9.37,6.54,0.91,0.91,-3.67,-3.70
493,5.27,4.99,0.28,0.01,2.61,7.46,4.98,0.92,0.90,-4.60,-4.45
494,4.35,4.39,0.04,0.00,3.37,9.35,6.15,0.92,0.90,-3.94,-3.91
495,4.56,4.70,0.14,0.00,2.89,8.91,6.16,0.91,0.96,-4.02,-4.30
496,4.25,4.26,0.02,0.00,3.10,9.54,6.60,0.96,0.95,-4.10,-3.95
497,4.88,5.28,0.39,0.03,3.12,7.96,5.00,0.87,0.89,-4.23,-4.40
498,4.92,5.06,0.14,0.02,3.57,8.25,4.86,0.89,0.90,-4.38,-4.53
499,4.98,5.26,0.28,0.00,2.43,7.27,4.96,0.85,0.90,-4.07,-4.52
500,5.07,4.91,0.16,0.00,3.40,8.67,5.43,0.92,0.94,-4.49,-4.65
501,4.34,4.42,0.08,0.00,2.88,9.27,6.53,0.94,0.94,-4.01,-3.89
502,4.61,5.02,0.41,0.01,2.97,8.42,5.60,0.87,0.85,-3.75,-3.71
503,5.07,5.29,0.22,0.01,3.55,8.09,4.72,0.90,0.91,-4.60,-4.65
504,4.55,5.00,0.44,0.00,2.73,8.00,5.41,0.93,0.91,-4.32,-4.29
505,5.09,5.36,0.27,0.03,2.84,7.31,4.62,0.92,0.91,-4.77,-4.72
506,4.45,4.50,0.05,0.00,3.65,9.77,6.29,0.97,0.92,-4.29,-3.78
507,4.79,4.48,0.31,0.00,3.44,9.39,6.12,0.93,0.95,-4.07,-4.15
508,4.35,4.37,0.01,0.00,2.77,9.28,6.65,0.92,0.98,-3.82,-4.16
509,4.53,4.58,0.05,0.01,2.32,8.09,5.89,0.90,0.92,-4.03,-4.08
510,5.06,4.85,0.21,0.00,2.70,7.42,4.86,0.91,0.94,-4.57,-4.73
511,4.76,4.70,0.06,0.00,3.16,8.94,5.94,0.97,0.95,-4.40,-4.38
512,4.49,4.52,0.03,0.00,4.18,10.33,6.36,0.90,0.92,-3.68,-4.04
513,5.20,5.12,0.07,0.00,3.10,7.79,4.85,0.92,0.90,-4.65,-4.36
514,5.53,5.09,0.44,0.01,3.33,7.88,4.71,0.89,0.85,-4.56,-4.12
515,5.14,5.18,0.04,0.00,2.57,7.17,4.74,0.91,0.88,-4.72,-4.41
516,5.13,5.10,0.03,0.01,3.24,8.00,4.92,0.89,0.93,-4.46,-4.65
517,5.01,4.79,0.21,0.00,2.97,8.41,5.58,0.91,0.97,-4.24,-4.61
518,4.97,4.84,0.14,0.00,3.08,8.47,5.55,0.89,0.93,-4.17,-4.47
519,4.93,5.20,0.27,0.01,3.34,8.25,5.08,0.87,0.89,-4.07,-4.36
520,5.19,5.27,0.09,0.01,3.58,7.70,4.31,0.89,0.87,-4.71,-4.51
521,4.37,4.48,0.12,0.00,3.00,9.32,6.47,0.98,0.98,-4.36,-4.41
522,4.75,4.45,0.30,0.00,2.88,8.87,6.13,0.92,0.94,-4.04,-4.05
523,5.42,5.51,0.09,0.00,3.14,7.26,4.28,0.84,0.88,-4.20,-4.67
524,4.59,4.85,0.26,0.00,3.04,8.66,5.77,0.88,0.92,-3.87,-4.23
525,5.64,5.61,0.03,0.02,3.31,6.99,3.84,0.85,0.86,-4.60,-4.78
526,4.89,5.16,0.28,0.00,3.60,8.28,4.86,0.93,0.89,-4.58,-4.42
527,4.67,4.70,0.02,0.00,2.87,8.56,5.83,0.87,0.93,-3.81,-4.30
528,5.23,5.01,0.23,0.00,2.23,6.96,4.84,0.91,0.91,-4.57,-4.42
529,6.02,5.77,0.25,0.06,2.85,6.26,3.55,0.86,0.86,-5.03,-5.02
530,4.88,5.13,0.25,0.00,3.20,8.32,5.29,0.89,0.91,-4.23,-4.35
531,4.06,4.25,0.19,0.00,3.56,10.05,6.67,0.97,0.93,-4.10,-3.86
532,5.07,4.97,0.10,0.00,3.01,8.00,5.14,0.92,0.93,-4.42,-4.51
533,4.42,4.27,0.15,0.00,3.08,9.26,6.34,0.94,0.97,-4.09,-4.19
534,4.63,4.68,0.05,0.00,3.58,9.19,5.78,0.91,0.93,-4.08,-4.23
535,5.80,6.25,0.44,0.17,2.52,5.51,3.11,0.82,0.81,-4.83,-4.89
536,4.82,4.74,0.08,0.00,2.87,8.52,5.80,0.93,0.88,-4.22,-3.78
537,4.66,4.71,0.06,0.00,2.04,7.63,5.69,0.94,0.95,-4.37,-4.45
538,4.34,4.45,0.11,0.00,2.99,9.21,6.37,0.94,0.90,-4.00,-3.72
539,4.92,4.53,0.39,0.00,2.85,8.52,5.81,0.89,0.93,-4.05,-4.39
540,5.71,5.85,0.14,0.06,3.71,6.98,3.46,0.82,0.89,-4.61,-5.26
541,4.60,4.25,0.35,0.00,2.47,8.42,6.07,0.90,0.86,-3.81,-3.42
542,4.60,4.40,0.20,0.00,3.25,9.40,6.31,0.96,0.94,-4.21,-4.02
543,5.01,5.55,0.54,0.03,2.99,7.39,4.56,0.86,0.91,-4.36,-4.86
544,5.55,5.40,0.15,0.07,3.07,7.15,4.22,0.89,0.90,-4.81,-4.83
545,4.47,4.24,0.23,0.00,2.70,9.06,6.50,0.88,0.94,-3.51,-3.95
546,5.38,5.42,0.04,0.01,3.98,8.38,4.60,0.93,0.86,-4.93,-4.27
547,5.08,4.84,0.24,0.01,2.96,8.00,5.19,0.93,0.87,-4.61,-4.11
548,5.88,6.04,0.16,0.06,4.17,7.50,3.54,0.87,0.83,-4.89,-4.67
549,4.75,5.00,0.25,0.00,3.11,8.43,5.48,0.92,0.92,-4.31,-4.48
550,5.41,5.49,0.08,0.00,3.75,8.00,4.44,0.92,0.90,-4.87,-4.78
551,5.17,4.86,0.31,0.00,3.51,8.48,5.14,0.90,0.87,-4.38,-4.16
552,4.91,5.20,0.29,0.01,3.35,8.16,4.98,0.84,0.91,-3.92,-4.54
553,5.23,5.36,0.13,0.06,2.76,7.15,4.53,0.87,0.90,-4.53,-4.69
554,5.63,6.02,0.39,0.04,2.68,6.17,3.62,0.82,0.86,-4.57,-5.01
555,4.66,4.67,0.01,0.00,2.92,8.74,5.97,0.94,0.96,-4.33,-4.44
556,4.79,5.02,0.24,0.05,2.92,8.00,5.22,0.90,0.97,-4.38,-4.82
557,4.68,4.68,0.00,0.00,2.84,8.61,5.91,0.98,0.95,-4.62,-4.31
558,4.25,4.04,0.21,0.00,3.16,9.62,6.62,0.96,0.93,-3.96,-3.77
559,4.67,4.88,0.22,0.00,2.82,7.95,5.27,0.95,0.89,-4.76,-4.27
560,6.11,5.61,0.51,0.06,2.50,5.68,3.31,0.86,0.82,-5.13,-4.53
561,5.25,5.09,0.16,0.00,3.70,8.30,4.78,0.93,0.93,-4.81,-4.84
562,5.25,5.50,0.25,0.01,2.41,7.03,4.73,0.90,0.91,-4.61,-4.68
563,5.16,4.87,0.29,0.00,2.85,7.77,5.06,0.89,0.92,-4.43,-4.65
564,4.28,4.39,0.11,0.00,3.25,9.53,6.44,0.91,0.93,-3.68,-3.93
565,5.17,5.31,0.14,0.01,3.03,7.59,4.71,0.85,0.90,-4.03,-4.65
566,5.69,5.55,0.14,0.01,4.07,8.00,4.14,0.86,0.87,-4.67,-4.82
567,5.11,5.11,0.01,0.00,2.90,7.75,4.99,0.92,0.91,-4.58,-4.61
568,4.54,4.60,0.06,0.01,2.63,8.23,5.73,0.93,0.94,-4.21,-4.17
569,6.04,5.61,0.43,0.02,3.85,6.96,3.30,0.85,0.90,-5.04,-5.53
570,4.78,4.84,0.06,0.00,2.28,7.65,5.48,0.92,0.92,-4.29,-4.40
571,4.29,4.55,0.27,0.00,2.44,8.67,6.35,0.99,0.94,-4.40,-4.13
572,5.07,5.32,0.25,0.04,3.10,7.54,4.60,0.88,0.87,-4.52,-4.47
573,4.70,4.59,0.11,0.00,2.50,8.34,5.97,0.92,0.89,-3.96,-3.71
574,4.41,4.52,0.11,0.01,2.10,8.23,6.23,0.96,0.96,-4.09,-4.21
575,5.96,6.13,0.17,0.10,2.37,5.49,3.23,0.85,0.78,-4.98,-4.40
576,5.11,5.15,0.04,0.00,3.06,8.00,5.09,0.94,0.95,-4.85,-4.83
577,4.02,4.54,0.52,0.00,2.63,9.11,6.62,0.92,0.95,-3.68,-3.92
