Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmin (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
29165,-94.7738,39.3803,841,1926-07,3.07,67.7,90.4,63.8,3.72,28.24
29165,-94.7738,39.3803,841,1926-08,3.64,66.8,90.6,64.1,2.77,28.43
29165,-94.7738,39.3803,841,1926-09,9.24,59.6,77.5,60.1,0.81,14.28
29165,-94.7738,39.3803,841,1926-10,4.72,47.6,66.6,47.6,1,10.87
29165,-94.7738,39.3803,841,1926-11,1.03,29.2,49.2,28.3,0.91,6.37
29165,-94.7738,39.3803,841,1926-12,0.79,22.8,39.7,22.2,0.77,4.2
29165,-94.7738,39.3803,841,1927-01,0.66,20.5,39.6,19.9,0.76,4.42
29165,-94.7738,39.3803,841,1927-02,1.15,28.9,49.3,27.2,1.02,6.82
29165,-94.7738,39.3803,841,1927-03,2.94,34.8,54.3,31.9,1.27,7.76
29165,-94.7738,39.3803,841,1927-04,7.07,47.5,66.2,44.4,1.91,11.62
29165,-94.7738,39.3803,841,1927-05,3.22,54.1,75.4,51.1,2.07,16.67
29165,-94.7738,39.3803,841,1927-06,5.67,61.4,80.6,60.8,1.3,16.93
29165,-94.7738,39.3803,841,1927-07,3.88,65.4,87.3,63.8,2.13,23.57
29165,-94.7738,39.3803,841,1927-08,5,61.5,81.3,62.6,0.55,16.86
29165,-94.7738,39.3803,841,1927-09,3.54,60.4,80.8,58.7,1.93,18.95
29165,-94.7738,39.3803,841,1927-10,5.23,47.7,73.4,46.2,1.43,16.62
29165,-94.7738,39.3803,841,1927-11,0.92,34.9,54.6,33.4,1.14,7.98
29165,-94.7738,39.3803,841,1927-12,1.1,16.3,37.8,17,0.66,4.43
29165,-94.7738,39.3803,841,1928-01,0.09,23,42.2,21.1,0.88,4.89
29165,-94.7738,39.3803,841,1928-02,2.1,27,46.8,25.8,0.87,5.97
29165,-94.7738,39.3803,841,1928-03,0.58,33.9,60,30.1,1.5,11.34
29165,-94.7738,39.3803,841,1928-04,2.24,40.2,64.4,36,1.78,13.12
29165,-94.7738,39.3803,841,1928-05,2.55,53.3,80,50,2.23,22.13
29165,-94.7738,39.3803,841,1928-06,6.93,58,78.4,59,0.64,15.87
29165,-94.7738,39.3803,841,1928-07,3.13,67.5,87.9,66,2.06,22.75
29165,-94.7738,39.3803,841,1928-08,5.39,66.6,87.3,65.1,2.13,22.79
29165,-94.7738,39.3803,841,1928-09,4.98,53.3,78.4,52.5,1.34,19.09
29165,-94.7738,39.3803,841,1928-10,2.74,48.6,71.8,47.2,1.44,15.3
29165,-94.7738,39.3803,841,1928-11,7.25,34.6,54.2,34.6,0.81,7.35
29165,-94.7738,39.3803,841,1928-12,1.19,27.6,44.4,26.7,0.86,4.92
,,,,,,,,,,
19193,-96.0448,42.3897,1216,1925-01,0.61,6.2,26.5,8.2,0.55,2.3
19193,-96.0448,42.3897,1216,1925-02,0.49,17.2,35.1,18.2,0.64,3.18
19193,-96.0448,42.3897,1216,1925-03,0.47,27.3,53.5,24.7,1.13,8.92
19193,-96.0448,42.3897,1216,1925-04,2.33,44.1,69.9,40.4,1.93,15.81
19193,-96.0448,42.3897,1216,1925-05,1.35,43.8,72,38.6,2.34,18.06
19193,-96.0448,42.3897,1216,1925-06,5.3,58.7,81.6,56.7,2.1,20.55
19193,-96.0448,42.3897,1216,1925-07,2.05,61.1,87.4,59.6,1.89,26.21
19193,-96.0448,42.3897,1216,1925-08,2.2,60.2,85.4,59.4,1.41,23.43
19193,-96.0448,42.3897,1216,1925-09,3.24,56.6,80.6,54.8,1.81,20.48
19193,-96.0448,42.3897,1216,1925-10,1.69,29.3,49.3,30.1,0.7,6.08
19193,-96.0448,42.3897,1216,1925-11,0.41,24.3,48.2,23.9,0.79,6.69
19193,-96.0448,42.3897,1216,1925-12,1.16,12.6,31,14.1,0.57,2.7
19193,-96.0448,42.3897,1216,1926-01,1.23,11.6,31.5,14.3,0.48,2.77
19193,-96.0448,42.3897,1216,1926-02,0.38,22.7,39.6,22.1,0.82,3.91
19193,-96.0448,42.3897,1216,1926-03,0.59,21.9,45.2,21.2,0.82,6.01
19193,-96.0448,42.3897,1216,1926-04,0.51,32.7,63.4,28.1,1.61,14.03
19193,-96.0448,42.3897,1216,1926-05,3.18,52,77.9,47.6,2.69,20.74
19193,-96.0448,42.3897,1216,1926-06,3.48,53.8,80.8,50.4,2.4,22.53
19193,-96.0448,42.3897,1216,1926-07,2.87,63.1,87.6,61.4,2.11,25.24
19193,-96.0448,42.3897,1216,1926-08,3.35,61.3,85.3,61.1,1.2,22.48
19193,-96.0448,42.3897,1216,1926-09,7.73,52,71.6,53.1,0.58,12.4
19193,-96.0448,42.3897,1216,1926-10,0.71,39.9,63.6,38.6,1.21,11.75
19193,-96.0448,42.3897,1216,1926-11,2.13,22.4,40.3,22.6,0.7,4.01
19193,-96.0448,42.3897,1216,1926-12,1.12,10.6,28.9,13.1,0.52,2.29
19193,-96.0448,42.3897,1216,1927-01,0.1,12.6,31.7,13.2,0.65,2.96
19193,-96.0448,42.3897,1216,1927-02,1.04,19.1,38.6,19.7,0.67,3.99
19193,-96.0448,42.3897,1216,1927-03,1.6,27.8,48,26.9,0.9,6.07
19193,-96.0448,42.3897,1216,1927-04,5.82,38.4,58.4,37.3,1.08,8.72
19193,-96.0448,42.3897,1216,1927-05,4.12,46.9,68.2,44.5,1.68,13.04
19193,-96.0448,42.3897,1216,1927-06,2.52,55.7,78.5,53.5,1.95,18.71
19193,-96.0448,42.3897,1216,1927-07,1.83,59.3,85.9,58.4,1.49,24.83
19193,-96.0448,42.3897,1216,1927-08,2.6,55.3,79.4,57,0.26,17.86
19193,-96.0448,42.3897,1216,1927-09,3.52,54.7,76.8,53.8,1.35,16.92
19193,-96.0448,42.3897,1216,1927-10,0.92,40.7,68.8,38.5,1.42,15.45
19193,-96.0448,42.3897,1216,1927-11,0.37,25.3,44.7,25.2,0.76,5.1
19193,-96.0448,42.3897,1216,1927-12,0.49,4.6,26,7,0.52,2.38
19193,-96.0448,42.3897,1216,1928-01,0.06,14.4,35.5,14.8,0.66,3.71
19193,-96.0448,42.3897,1216,1928-02,1.52,17.4,36.5,18.6,0.61,3.51
19193,-96.0448,42.3897,1216,1928-03,1.27,27.2,50.8,25.1,1.08,7.6
19193,-96.0448,42.3897,1216,1928-04,1.32,30.7,56.6,27.4,1.33,9.99
19193,-96.0448,42.3897,1216,1928-05,4.04,48.1,75.5,43.9,2.34,19.58
19193,-96.0448,42.3897,1216,1928-06,3.9,52.9,74.8,51.7,1.48,15.92
19193,-96.0448,42.3897,1216,1928-07,3.18,61.8,85.7,61.7,1.14,22.57
19193,-96.0448,42.3897,1216,1928-08,4.26,60.9,85.3,60.7,1.17,22.68
19193,-96.0448,42.3897,1216,1928-09,1.74,47,74,47,0.95,17.05
19193,-96.0448,42.3897,1216,1928-10,3.66,40.9,65.3,40.2,1.05,12.48
19193,-96.0448,42.3897,1216,1928-11,1.39,28.9,45.8,28.7,0.8,4.82
19193,-96.0448,42.3897,1216,1928-12,0.33,19.8,38.7,20.4,0.66,3.91
,,,,,,,,,,
29071,-91.075,38.4111,688,1925-01,0.94,21.1,42.8,19.5,0.84,5.18
29071,-91.075,38.4111,688,1925-02,1.47,29,52.6,27.5,0.99,7.89
29071,-91.075,38.4111,688,1925-03,2.47,34.5,63.1,31.1,1.39,12.93
29071,-91.075,38.4111,688,1925-04,3.24,48.7,75.3,44.4,2.26,19.12
29071,-91.075,38.4111,688,1925-05,2.31,47.6,74.9,45.2,1.6,18.28
29071,-91.075,38.4111,688,1925-06,6.38,64.8,89.1,63,2.23,27.01
29071,-91.075,38.4111,688,1925-07,3.34,65.4,89.7,64.6,1.6,26.67
29071,-91.075,38.4111,688,1925-08,2.66,62.8,90.6,62,1.51,29.75
29071,-91.075,38.4111,688,1925-09,4.19,63.4,87.4,62,1.84,25.03
29071,-91.075,38.4111,688,1925-10,5.14,39.7,58.7,41.4,0.54,7.68
29071,-91.075,38.4111,688,1925-11,3.69,31.3,54.6,30.5,0.93,8.19
29071,-91.075,38.4111,688,1925-12,1.57,22.4,43.2,21.4,0.82,5.15
29071,-91.075,38.4111,688,1926-01,1.52,23.9,44.2,22.7,0.83,5.28
29071,-91.075,38.4111,688,1926-02,2.56,29.5,51,28.5,0.92,6.9
29071,-91.075,38.4111,688,1926-03,3.33,28.7,50.5,26.8,1.03,7.09
29071,-91.075,38.4111,688,1926-04,2.77,36.7,63.4,33.9,1.34,12.41
29071,-91.075,38.4111,688,1926-05,2.62,52.9,81.2,50.8,1.67,22.85
29071,-91.075,38.4111,688,1926-06,2.55,57.6,83.4,57.1,1.26,22.6
29071,-91.075,38.4111,688,1926-07,1.98,65.4,91.8,64.1,1.86,30.34
29071,-91.075,38.4111,688,1926-08,4.5,65.9,90.4,65.7,1.32,26.8
29071,-91.075,38.4111,688,1926-09,9.24,59.9,80.6,61.2,0.45,16.83
29071,-91.075,38.4111,688,1926-10,5.87,46.5,68.3,47.4,0.74,12.02
29071,-91.075,38.4111,688,1926-11,3.54,28.8,50.5,29.1,0.83,6.55
29071,-91.075,38.4111,688,1926-12,1.71,23.6,42.6,23.2,0.78,4.69
29071,-91.075,38.4111,688,1927-01,3.36,21.5,40.7,21.4,0.74,4.33
29071,-91.075,38.4111,688,1927-02,0.6,30.8,54.2,29.4,1,8.29
29071,-91.075,38.4111,688,1927-03,5.81,35.7,58.4,34.7,1.06,9.23
29071,-91.075,38.4111,688,1927-04,7.97,46.7,68.6,44.3,1.58,13.27
29071,-91.075,38.4111,688,1927-05,9.06,52.9,75.3,52.3,1.17,15.83
29071,-91.075,38.4111,688,1927-06,3.6,59.1,80.6,59.5,0.85,17.68
29071,-91.075,38.4111,688,1927-07,3.32,63.3,87.9,63.5,1.01,24.7
29071,-91.075,38.4111,688,1927-08,3.47,59.2,82.6,60.9,0.49,19.31
29071,-91.075,38.4111,688,1927-09,3.78,60,85.8,59.1,1.51,24.57
29071,-91.075,38.4111,688,1927-10,4.37,47.5,75.5,46.4,1.28,18.6
29071,-91.075,38.4111,688,1927-11,6.19,36.9,59.7,36.3,1.02,9.63
29071,-91.075,38.4111,688,1927-12,3.01,20.4,43.5,20.8,0.69,5.37
29071,-91.075,38.4111,688,1928-01,1.66,22.9,44.8,22.3,0.8,5.51
29071,-91.075,38.4111,688,1928-02,1.81,26.5,47.9,25.9,0.82,6.11
29071,-91.075,38.4111,688,1928-03,2.05,33.2,59,30,1.35,10.6
29071,-91.075,38.4111,688,1928-04,5.1,39.2,64.3,36.2,1.46,12.65
29071,-91.075,38.4111,688,1928-05,3.37,52.2,78.5,50.2,1.69,20.01
29071,-91.075,38.4111,688,1928-06,10.78,57.2,77.3,59.4,0.25,14.26
29071,-91.075,38.4111,688,1928-07,1.78,66.4,89.1,65.9,1.34,24.7
29071,-91.075,38.4111,688,1928-08,5.35,65.6,87.9,65.4,1.36,23.23
29071,-91.075,38.4111,688,1928-09,1.49,51.5,79,52,0.9,19.97
29071,-91.075,38.4111,688,1928-10,2.44,48.8,74.2,48.6,1.06,16.53
29071,-91.075,38.4111,688,1928-11,2.4,35,55.1,35,0.89,7.43
29071,-91.075,38.4111,688,1928-12,2.16,26.9,48.5,27,0.78,6.15
,,,,,,,,,,
17115,-88.9616,39.86,657,1925-01,0.53,17,37,18.2,0.6,3.48
17115,-88.9616,39.86,657,1925-02,1.58,26.8,46.7,27.4,0.74,5.31
17115,-88.9616,39.86,657,1925-03,3.46,30.8,56.8,30.7,0.79,9.08
17115,-88.9616,39.86,657,1925-04,2.04,46.3,73.4,43.2,1.74,17.65
17115,-88.9616,39.86,657,1925-05,0.85,45.1,75.6,43.1,1.43,19.19
17115,-88.9616,39.86,657,1925-06,3.49,63.2,88.9,61.2,2.2,27.57
17115,-88.9616,39.86,657,1925-07,2.87,64.1,89.3,63.4,1.51,26.67
17115,-88.9616,39.86,657,1925-08,4.15,61.2,88.4,61.4,0.95,26.58
17115,-88.9616,39.86,657,1925-09,4.67,62.1,86.3,61.2,1.65,23.98
17115,-88.9616,39.86,657,1925-10,3.26,37.3,55.7,39.6,0.51,6.52
17115,-88.9616,39.86,657,1925-11,2.56,29.4,49.8,30.2,0.81,5.92
17115,-88.9616,39.86,657,1925-12,1.3,19.8,36.8,20.7,0.66,3.17
17115,-88.9616,39.86,657,1926-01,1.8,21.3,38.1,21.2,0.73,3.36
17115,-88.9616,39.86,657,1926-02,2.86,26.8,42.7,28.1,0.66,3.59
17115,-88.9616,39.86,657,1926-03,2.68,24.8,45,26,0.6,4.97
17115,-88.9616,39.86,657,1926-04,4.25,34.9,57.7,33.8,1.07,8.75
17115,-88.9616,39.86,657,1926-05,3.15,52,80.1,49.3,1.91,22.14
17115,-88.9616,39.86,657,1926-06,4.71,55.4,81.8,55.5,0.99,21.11
17115,-88.9616,39.86,657,1926-07,2.79,64.1,91.2,63.2,1.54,29.73
17115,-88.9616,39.86,657,1926-08,4.04,64.8,88,65.7,0.75,23.13
17115,-88.9616,39.86,657,1926-09,14,58.5,77.6,59.7,0.59,14.48
17115,-88.9616,39.86,657,1926-10,5.43,44.6,65.9,46.2,0.65,10.56
17115,-88.9616,39.86,657,1926-11,3.43,28.8,46.5,29.6,0.81,4.74
17115,-88.9616,39.86,657,1926-12,1.32,21.7,37.6,22.6,0.68,3.1
17115,-88.9616,39.86,657,1927-01,2.09,17.6,34.7,19.5,0.64,2.71
17115,-88.9616,39.86,657,1927-02,1.28,29.8,48,29.7,0.81,5.32
17115,-88.9616,39.86,657,1927-03,4.34,35.5,53.8,34.9,1.03,6.59
17115,-88.9616,39.86,657,1927-04,7.4,43.3,63.3,43.5,0.9,9.57
17115,-88.9616,39.86,657,1927-05,7.87,51,72.2,51.3,0.87,13.26
17115,-88.9616,39.86,657,1927-06,4.78,57.4,79.4,57.3,1.09,17.52
17115,-88.9616,39.86,657,1927-07,4.97,62.6,86.5,62.3,1.33,23.57
17115,-88.9616,39.86,657,1927-08,4.72,56.8,80.9,59.1,0.23,18.38
17115,-88.9616,39.86,657,1927-09,5.99,59.5,83.6,58.6,1.59,22.03
17115,-88.9616,39.86,657,1927-10,4.59,46,73.5,46,0.96,16.7
17115,-88.9616,39.86,657,1927-11,5.1,35.6,56.3,36.5,0.89,7.63
17115,-88.9616,39.86,657,1927-12,3.03,19.4,38.6,21.2,0.61,3.67
17115,-88.9616,39.86,657,1928-01,1.48,19.8,38.1,21,0.65,3.42
17115,-88.9616,39.86,657,1928-02,2.56,24.8,42.4,25.7,0.65,3.96
17115,-88.9616,39.86,657,1928-03,1.55,30.9,52.4,29.8,0.98,7.09
17115,-88.9616,39.86,657,1928-04,3.39,36.8,60.3,35.9,1.04,9.86
17115,-88.9616,39.86,657,1928-05,3.09,50.4,77.4,48.7,1.58,19.36
17115,-88.9616,39.86,657,1928-06,5.63,56.1,77.2,57.4,0.63,15.09
17115,-88.9616,39.86,657,1928-07,3.93,64.8,88.2,64.9,1.04,23.87
17115,-88.9616,39.86,657,1928-08,2.32,64,88.1,64.4,1.01,24.26
17115,-88.9616,39.86,657,1928-09,3.2,49,77.2,50.4,0.68,18.72
17115,-88.9616,39.86,657,1928-10,3.8,47.1,69.8,47.8,0.81,12.96
17115,-88.9616,39.86,657,1928-11,2.43,35.3,51.4,35.5,0.93,5.45
17115,-88.9616,39.86,657,1928-12,2.65,25.8,43.6,26.9,0.72,4.22
,,,,,,,,,,
17037,-88.7703,41.8935,876,1925-01,0.47,10.5,29.6,13.5,0.49,2.29
17037,-88.7703,41.8935,876,1925-02,2.18,19.4,37.3,22,0.45,3.15
17037,-88.7703,41.8935,876,1925-03,1.08,26.5,50,27,0.66,6.82
17037,-88.7703,41.8935,876,1925-04,2.77,39.4,67.5,38.3,0.91,14.69
17037,-88.7703,41.8935,876,1925-05,1.43,41.4,69.6,38.6,1.48,15.87
17037,-88.7703,41.8935,876,1925-06,5.04,58.3,82.3,57.5,1.35,20.98
17037,-88.7703,41.8935,876,1925-07,3.45,59.3,84.1,60.7,0.1,21.51
17037,-88.7703,41.8935,876,1925-08,2,57.9,85,59.7,0.04,23.04
17037,-88.7703,41.8935,876,1925-09,4.96,57,79.6,58.5,0.35,17.61
17037,-88.7703,41.8935,876,1925-10,3.05,33.2,50.3,35.2,0.53,5.16
17037,-88.7703,41.8935,876,1925-11,1.67,25.7,45,27.3,0.65,4.74
17037,-88.7703,41.8935,876,1925-12,1.31,12.7,29.4,15.6,0.49,2.05
17037,-88.7703,41.8935,876,1926-01,0.98,14.5,32.5,16.4,0.54,2.64
17037,-88.7703,41.8935,876,1926-02,2.58,22.9,35.3,23.4,0.69,2.33
17037,-88.7703,41.8935,876,1926-03,1.5,20.3,38,21.8,0.55,3.38
17037,-88.7703,41.8935,876,1926-04,2.27,30.7,53.5,29.2,1.05,7.91
17037,-88.7703,41.8935,876,1926-05,2.61,46.6,73.7,44.6,1.46,17.87
17037,-88.7703,41.8935,876,1926-06,4.78,52.1,75.9,51.8,0.98,16.94
17037,-88.7703,41.8935,876,1926-07,5.47,59.9,82.6,61,0.23,19.38
17037,-88.7703,41.8935,876,1926-08,3.89,60.9,82.2,62.9,0.04,17.73
17037,-88.7703,41.8935,876,1926-09,8.23,53.5,71.2,56.3,0.05,10.45
17037,-88.7703,41.8935,876,1926-10,2.18,40,59.5,41.7,0.57,8.07
17037,-88.7703,41.8935,876,1926-11,4.27,25.4,41.5,26.9,0.62,3.53
17037,-88.7703,41.8935,876,1926-12,0.84,16,30.7,17.3,0.6,2.1
17037,-88.7703,41.8935,876,1927-01,1.04,13,28.6,14.8,0.61,1.95
17037,-88.7703,41.8935,876,1927-02,1.4,24.7,39.7,24.7,0.74,3.43
17037,-88.7703,41.8935,876,1927-03,2.31,30.8,49.6,30.7,0.84,5.85
17037,-88.7703,41.8935,876,1927-04,6.28,37.9,57.5,37.8,0.95,8
17037,-88.7703,41.8935,876,1927-05,5.51,46.4,66.1,45.7,1.11,10.94
17037,-88.7703,41.8935,876,1927-06,3.16,53.3,76.2,52.8,1.1,16.56
17037,-88.7703,41.8935,876,1927-07,1.18,58.6,84.5,59.7,0.37,22.74
17037,-88.7703,41.8935,876,1927-08,2.04,53,79.6,56.3,0,18.66
17037,-88.7703,41.8935,876,1927-09,5.69,55.7,79.1,56.3,0.7,18.14
17037,-88.7703,41.8935,876,1927-10,4.31,44.2,67.2,43.7,1,12.66
17037,-88.7703,41.8935,876,1927-11,3.5,32.5,50.1,33.2,0.79,5.55
17037,-88.7703,41.8935,876,1927-12,1.99,15.6,33.2,16.7,0.6,2.82
17037,-88.7703,41.8935,876,1928-01,0.58,16.4,31.9,17,0.65,2.43
17037,-88.7703,41.8935,876,1928-02,1.38,21.2,36.6,21.3,0.7,3.04
17037,-88.7703,41.8935,876,1928-03,1.71,26.5,46.2,26,0.78,5.34
17037,-88.7703,41.8935,876,1928-04,2.73,32.9,55.9,30.7,1.14,8.76
17037,-88.7703,41.8935,876,1928-05,1.71,46.6,74,44.1,1.63,18.05
17037,-88.7703,41.8935,876,1928-06,5.52,53.2,75.1,52.8,1.1,15.36
17037,-88.7703,41.8935,876,1928-07,4.21,61.7,84,62.2,0.61,20.26
17037,-88.7703,41.8935,876,1928-08,4.87,60.3,83.4,62.1,0.12,19.68
17037,-88.7703,41.8935,876,1928-09,1.89,46.2,72.8,48.2,0.32,15.55
17037,-88.7703,41.8935,876,1928-10,3.62,42.9,64.5,44.3,0.52,10.49
17037,-88.7703,41.8935,876,1928-11,5.07,32.5,46.8,33,0.82,4.2
17037,-88.7703,41.8935,876,1928-12,2.18,21.6,36.5,23,0.66,2.71
,,,,,,,,,,
19061,-90.8825,42.4688,1003,1925-01,0.21,9.8,28.3,9.9,0.63,2.42
19061,-90.8825,42.4688,1003,1925-02,1.34,17.4,36.3,19.1,0.55,3.3
19061,-90.8825,42.4688,1003,1925-03,1.14,25.5,49.9,24.8,0.8,7.11
19061,-90.8825,42.4688,1003,1925-04,2.62,40.3,67.9,38,1.28,14.97
19061,-90.8825,42.4688,1003,1925-05,1.14,41.1,69.6,38.3,1.47,15.9
19061,-90.8825,42.4688,1003,1925-06,7.93,57.4,79.7,57.5,0.73,17.97
19061,-90.8825,42.4688,1003,1925-07,3.93,59.6,83.4,59.9,0.7,21.06
19061,-90.8825,42.4688,1003,1925-08,3.15,58.1,83.2,58.7,0.61,21.17
19061,-90.8825,42.4688,1003,1925-09,5.5,56.5,78.1,57.5,0.54,16.48
19061,-90.8825,42.4688,1003,1925-10,3.17,31.6,47.8,33.3,0.59,4.55
19061,-90.8825,42.4688,1003,1925-11,1.31,24,44.1,24.8,0.68,4.87
19061,-90.8825,42.4688,1003,1925-12,1.81,8.3,26.3,12.8,0.37,1.73
19061,-90.8825,42.4688,1003,1926-01,1.02,11.7,30.2,13.5,0.54,2.47
19061,-90.8825,42.4688,1003,1926-02,1.48,21.6,35.7,21.3,0.74,2.75
19061,-90.8825,42.4688,1003,1926-03,1.11,19.6,37.6,20.3,0.63,3.51
19061,-90.8825,42.4688,1003,1926-04,1.73,31.6,55.1,28.2,1.31,8.81
19061,-90.8825,42.4688,1003,1926-05,2.63,47.9,75,45.1,1.73,18.84
19061,-90.8825,42.4688,1003,1926-06,4.4,50.9,75.5,51.7,0.44,16.51
19061,-90.8825,42.4688,1003,1926-07,5.61,61,83.4,60.5,1.15,20.58
19061,-90.8825,42.4688,1003,1926-08,3.57,61.2,81.8,61.8,0.72,17.94
19061,-90.8825,42.4688,1003,1926-09,7.66,53.4,70.5,55.7,0.22,10.17
19061,-90.8825,42.4688,1003,1926-10,2.35,39.3,58.7,40.8,0.58,7.86
19061,-90.8825,42.4688,1003,1926-11,2.9,23.1,39.3,24.4,0.61,3.3
19061,-90.8825,42.4688,1003,1926-12,1.02,12.4,28.5,14.3,0.54,2
19061,-90.8825,42.4688,1003,1927-01,0.5,10.5,26.7,11.6,0.6,1.95
19061,-90.8825,42.4688,1003,1927-02,1.2,21.5,38.5,21.6,0.69,3.57
19061,-90.8825,42.4688,1003,1927-03,2.44,29.6,49,28.6,0.91,6
19061,-90.8825,42.4688,1003,1927-04,4.72,38.5,56.6,37.4,1.13,7.68
19061,-90.8825,42.4688,1003,1927-05,6.64,46.6,66,45.6,1.16,10.9
19061,-90.8825,42.4688,1003,1927-06,2.24,53.6,75.1,53.4,0.92,15.21
19061,-90.8825,42.4688,1003,1927-07,1.59,58.2,83.5,58.7,0.62,21.93
19061,-90.8825,42.4688,1003,1927-08,2.03,52.4,78.9,55.4,0,18.22
19061,-90.8825,42.4688,1003,1927-09,7.08,55.2,77.5,55.7,0.74,16.77
19061,-90.8825,42.4688,1003,1927-10,4.97,42,65.1,42.3,0.72,11.56
19061,-90.8825,42.4688,1003,1927-11,1.95,29.9,46.2,29.8,0.82,4.74
19061,-90.8825,42.4688,1003,1927-12,1.77,10.3,29.1,12,0.54,2.45
19061,-90.8825,42.4688,1003,1928-01,0.28,14.4,31.4,14.1,0.68,2.66
19061,-90.8825,42.4688,1003,1928-02,1.83,19.5,35.9,19,0.73,3.17
19061,-90.8825,42.4688,1003,1928-03,2.04,26.3,46.5,24.6,0.96,5.75
19061,-90.8825,42.4688,1003,1928-04,2.27,32.6,54.3,29.9,1.21,8.17
19061,-90.8825,42.4688,1003,1928-05,1.97,47.1,73.9,44.4,1.72,17.85
19061,-90.8825,42.4688,1003,1928-06,4.7,52.3,74.4,52.9,0.75,14.84
19061,-90.8825,42.4688,1003,1928-07,4.24,61.7,83.1,61.7,0.96,19.42
19061,-90.8825,42.4688,1003,1928-08,8.45,60,82.3,61.2,0.45,18.89
19061,-90.8825,42.4688,1003,1928-09,2.03,46.3,70.9,47.8,0.42,14.01
19061,-90.8825,42.4688,1003,1928-10,4.3,42.3,63.6,43.2,0.63,10.2
19061,-90.8825,42.4688,1003,1928-11,4.73,31.5,45.3,31,0.87,4.05
19061,-90.8825,42.4688,1003,1928-12,1.31,19.3,35,20.4,0.62,2.74
,,,,,,,,,,
19169,-93.465,42.0362,998,1925-01,0.24,9.7,30.7,9.4,0.63,3.11
19169,-93.465,42.0362,998,1925-02,0.36,17.6,39.3,18.5,0.61,4.33
19169,-93.465,42.0362,998,1925-03,0.98,26.4,53.1,25.1,0.91,8.52
19169,-93.465,42.0362,998,1925-04,1.25,43.2,69.7,39.9,1.77,15.73
19169,-93.465,42.0362,998,1925-05,1.07,43.2,72.6,38.8,2.02,18.37
19169,-93.465,42.0362,998,1925-06,5.21,58.5,82.6,57.4,1.59,21.39
19169,-93.465,42.0362,998,1925-07,3.05,61.3,87.2,60,1.77,26.02
19169,-93.465,42.0362,998,1925-08,4.27,58.9,84.2,59.1,0.93,22.13
19169,-93.465,42.0362,998,1925-09,5.23,57.2,80.5,56.1,1.65,19.82
19169,-93.465,42.0362,998,1925-10,3.08,30.6,49.3,32.1,0.56,5.59
19169,-93.465,42.0362,998,1925-11,0.53,25,47.7,24.3,0.81,6.37
19169,-93.465,42.0362,998,1925-12,1.2,11.2,29.7,13.4,0.47,2.46
19169,-93.465,42.0362,998,1926-01,0.81,12.6,32.4,13.9,0.55,3.04
19169,-93.465,42.0362,998,1926-02,0.68,23.3,39.8,21.9,0.87,3.94
19169,-93.465,42.0362,998,1926-03,0.96,22.3,41.9,21.4,0.81,4.71
19169,-93.465,42.0362,998,1926-04,0.65,33.2,59.4,29.1,1.53,11.14
19169,-93.465,42.0362,998,1926-05,2.37,50.9,78.7,46.7,2.52,22
19169,-93.465,42.0362,998,1926-06,3.74,53,78.8,51.5,1.54,19.85
19169,-93.465,42.0362,998,1926-07,3.49,63.7,86,61.6,2.36,23.15
19169,-93.465,42.0362,998,1926-08,3.79,62.1,84.7,61.6,1.41,21.49
19169,-93.465,42.0362,998,1926-09,10.18,54.1,72,55,0.67,11.76
19169,-93.465,42.0362,998,1926-10,1.51,40.6,62,39.8,1.09,10.27
19169,-93.465,42.0362,998,1926-11,1.76,24.5,41.7,23.8,0.79,4.25
19169,-93.465,42.0362,998,1926-12,1.03,13.6,30.8,14.1,0.61,2.65
19169,-93.465,42.0362,998,1927-01,0.22,12.9,30.9,12.5,0.67,2.85
19169,-93.465,42.0362,998,1927-02,1.04,20.7,39.8,20.9,0.68,4.11
19169,-93.465,42.0362,998,1927-03,1.33,29.7,49.7,28.3,0.97,6.41
19169,-93.465,42.0362,998,1927-04,3.39,39.4,59.2,38.2,1.12,8.86
19169,-93.465,42.0362,998,1927-05,4.94,47.8,69.2,45.8,1.56,13.24
19169,-93.465,42.0362,998,1927-06,1.59,55.2,77.5,53.8,1.49,17.42
19169,-93.465,42.0362,998,1927-07,1.78,59.6,86.8,58.7,1.49,26.17
19169,-93.465,42.0362,998,1927-08,2.52,54.9,80.5,56.2,0.48,19.54
19169,-93.465,42.0362,998,1927-09,4.95,55.7,79.5,54.2,1.73,19.71
19169,-93.465,42.0362,998,1927-10,2.73,42.2,68.9,40.4,1.33,14.86
19169,-93.465,42.0362,998,1927-11,0.77,27.9,47.5,27.4,0.83,5.76
19169,-93.465,42.0362,998,1927-12,0.87,8.5,29.8,9.3,0.57,2.95
19169,-93.465,42.0362,998,1928-01,0.14,15.4,36,14.7,0.7,3.86
19169,-93.465,42.0362,998,1928-02,2.55,19.1,37.7,19.4,0.64,3.7
19169,-93.465,42.0362,998,1928-03,1.37,27.4,50.8,25.5,1.02,7.35
19169,-93.465,42.0362,998,1928-04,2.37,32.6,55.8,29.6,1.31,8.98
19169,-93.465,42.0362,998,1928-05,2.3,48.4,76.5,44.6,2.2,20.28
19169,-93.465,42.0362,998,1928-06,5.63,53.3,75.8,52.6,1.25,16.31
19169,-93.465,42.0362,998,1928-07,4.13,61.7,85.2,61.9,1,22
